source_dataset,pid,name,noneng-name,owner,areas,subnat,status,start-year,capacity,capacity-display,Cement-Capacity-(millions-metric-tonnes-per-annum),Clinker-Capacity-(millions-metric-tonnes-per-annum),prod-type,latitude,longitude,Latitude,Longitude,url,altf-yn,areas-subnat-sat-display,capacity-details,capacity-table,ccs-yn,cem-type,claycal-yn,color,loc-owner,location-accuracy,name-search,owner-search,plant-type,scaling-capacity,status-legend,tracker-acro,tracker-custom,tracker-display,units-of-m
cement,P100000123482,China Resources Cement (Guigang) Ltd Cement Plant,华润水泥（贵港）有限公司 (Chinese),China Resources Cement (Guigang) Ltd [100.0%],China;,Guangxi,operating,2006,3.6,3.6,3.6,3.65,dry,22.934966,109.564835,22.934966,109.564835,https://www.gem.wiki/China_Resources_Cement_(Guigang)_Ltd_Cement_Plant,no,"Guangxi, China",3.6,3.6,no,opc,no,grey,华润水泥（贵港）有限公司 (Chinese) [100%],exact,China Resources Cement (Guigang) Ltd Cement Plant,China Resources Cement (Guigang) Ltd [100.0%],integrated,3.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123483,China Resources Cement (Fuchuan) Ltd Cement Plant,华润水泥（富川）有限公司 (Chinese),China Resources Cement (Fuchuan) Ltd [100.0%],China;,Guangxi,operating,2010,2,2,2,1.55,dry,24.708562,111.390059,24.708562,111.390059,https://www.gem.wiki/China_Resources_Cement_(Fuchuan)_Ltd_Cement_Plant,no,"Guangxi, China",2,2,no,opc,no,grey,华润水泥（富川）有限公司 (Chinese) [100%],exact,China Resources Cement (Fuchuan) Ltd Cement Plant,China Resources Cement (Fuchuan) Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123484,China Resources Cement (Fengkai) Ltd Cement Plant,华润水泥（封开）有限公司 (Chinese),China Resources Cement (Fengkai) Ltd [100.0%],China;,Guangdong,operating,2009,12,12,12,14.6,dry,23.243143,111.575119,23.243143,111.575119,https://www.gem.wiki/China_Resources_Cement_(Fengkai)_Ltd_Cement_Plant,no,"Guangdong, China",12,12,no,opc,no,grey,华润水泥（封开）有限公司 (Chinese) [100%],exact,China Resources Cement (Fengkai) Ltd Cement Plant,China Resources Cement (Fengkai) Ltd [100.0%],integrated,12.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123485,China Resources Cement (Tianyang) Ltd Cement Plant,华润水泥（田阳）有限公司 (Chinese),China Resources Cement (Tianyang) Ltd [100.0%],China;,Guangxi,operating,2010,1.4,1.4,1.4,1.64,dry,23.737718,106.778815,23.737718,106.778815,https://www.gem.wiki/China_Resources_Cement_(Tianyang)_Ltd_Cement_Plant,no,"Guangxi, China",1.4,1.4,no,unknown,no,,华润水泥（田阳）有限公司 (Chinese) [100%],exact,China Resources Cement (Tianyang) Ltd Cement Plant,China Resources Cement (Tianyang) Ltd [100.0%],integrated,1.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123486,China Resources Cement (Nanning) Ltd Cement Plant,华润水泥（南宁）有限公司 (Chinese),China Resources Cement (Nanning) Ltd [100.0%],China;,Guangxi,operating,2008,2.93,2.93,2.93,3.65,dry,23.037389,108.081907,23.037389,108.081907,https://www.gem.wiki/China_Resources_Cement_(Nanning)_Ltd_Cement_Plant,no,"Guangxi, China",2.93,2.93,no,unknown,no,,华润水泥（南宁）有限公司 (Chinese) [100%],exact,China Resources Cement (Nanning) Ltd Cement Plant,China Resources Cement (Nanning) Ltd [100.0%],integrated,2.93,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123487,China Resources Cement (Longyan) Ltd Cement Plant,华润水泥（龙岩）有限公司 (Chinese),China Resources Cement (Longyan) Ltd [100.0%],China;,Fujian,operating,2011,1.5,1.5,1.5,>0,dry,25.146517,117.159313,25.146517,117.159313,https://www.gem.wiki/China_Resources_Cement_(Longyan)_Ltd_Cement_Plant,no,"Fujian, China",1.5,1.5,no,opc,no,grey,华润水泥（龙岩）有限公司 (Chinese) [100%],exact,China Resources Cement (Longyan) Ltd Cement Plant,China Resources Cement (Longyan) Ltd [100.0%],integrated,1.5,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123488,China Resources Cement (Pingnan) Ltd Cement Plant,华润水泥（平南）有限公司 (Chinese),China Resources Cement (Pingnan) Ltd [100.0%],China;,Guangxi,operating,2004,0.008,>0,>0,6,dry,23.489914,110.496048,23.489914,110.496048,https://www.gem.wiki/China_Resources_Cement_(Pingnan)_Ltd_Cement_Plant,no,"Guangxi, China",0.008,0.008,no,unknown,no,,华润水泥（平南）有限公司 (Chinese) [100%],exact,China Resources Cement (Pingnan) Ltd Cement Plant,China Resources Cement (Pingnan) Ltd [100.0%],integrated,0.008,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123489,China Resources Cement (Shangsi) Ltd Cement Plant,华润水泥（上思）有限公司 (Chinese),China Resources Cement (Shangsi) Ltd [100.0%],China;,Guangxi,operating,2010,3.05,3.05,3.05,3.29,dry,22.171185,107.928982,22.171185,107.928982,https://www.gem.wiki/China_Resources_Cement_(Shangsi)_Ltd_Cement_Plant,no,"Guangxi, China",3.05,3.05,no,unknown,no,,华润水泥（上思）有限公司 (Chinese) [100%],exact,China Resources Cement (Shangsi) Ltd Cement Plant,China Resources Cement (Shangsi) Ltd [100.0%],integrated,3.05,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123490,China Resources Cement (Wuxuan) Ltd Cement Plant,华润水泥（武宣）有限公司 (Chinese),China Resources Cement (Wuxuan) Ltd [100.0%],China;,Guangxi,operating,2011,2.17,2.17,2.17,>0,dry,23.515795,109.705269,23.515795,109.705269,https://www.gem.wiki/China_Resources_Cement_(Wuxuan)_Ltd_Cement_Plant,no,"Guangxi, China",2.17,2.17,no,opc,no,grey,华润水泥（武宣）有限公司 (Chinese) [100%],exact,China Resources Cement (Wuxuan) Ltd Cement Plant,China Resources Cement (Wuxuan) Ltd [100.0%],integrated,2.17,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123491,China Resources Cement (Hepu) Co Ltd Cement Plant,华润水泥（合浦）有限公司 (Chinese),China Resources Cement (Hepu) Co Ltd [100.0%],China;,Guangxi,operating,2017,2.3,2.3,2.3,1.8,dry,21.736687,109.573329,21.736687,109.573329,https://www.gem.wiki/China_Resources_Cement_(Hepu)_Co_Ltd_Cement_Plant,no,"Guangxi, China",2.3,2.3,no,unknown,no,,华润水泥（合浦）有限公司 (Chinese) [100%],exact,China Resources Cement (Hepu) Co Ltd Cement Plant,China Resources Cement (Hepu) Co Ltd [100.0%],integrated,2.3,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123492,China Resources Cement (Anshun) Co Ltd Cement Plant,华润水泥（安顺）有限公司 (Chinese),China Resources Cement (Anshun) Co Ltd [100.0%],China;,Guizhou,operating,2020,1.4,1.4,1.4,>0,dry,26.349882,105.932554,26.349882,105.932554,https://www.gem.wiki/China_Resources_Cement_(Anshun)_Co_Ltd_Cement_Plant,no,"Guizhou, China",1.4,1.4,no,unknown,no,,华润水泥（安顺）有限公司 (Chinese) [100%],exact,China Resources Cement (Anshun) Co Ltd Cement Plant,China Resources Cement (Anshun) Co Ltd [100.0%],integrated,1.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123493,China Resources Cement (Changzhi) Ltd Cement Plant,华润水泥（长治）有限公司 (Chinese),China Resources Cement (Changzhi) Ltd [100.0%],China;,Shanxi,operating,2013,2,2,2,1.83,dry,36.297887,113.138464,36.297887,113.138464,https://www.gem.wiki/China_Resources_Cement_(Changzhi)_Ltd_Cement_Plant,no,"Shanxi, China",2,2,no,opc,no,grey,华润水泥（长治）有限公司 (Chinese) [100%],exact,China Resources Cement (Changzhi) Ltd Cement Plant,China Resources Cement (Changzhi) Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123494,Shanxi CRC Fulong Cement Co Ltd Cement Plant,山西金隅冀东环保科技有限公司 (Chinese),Shanxi Jinyu Jidong Environmental Protection Technology Co Ltd [100.0%],China;,Shanxi,operating,2010,4,4,4,3.65,dry,37.462752,110.951299,37.462752,110.951299,https://www.gem.wiki/Shanxi_CRC_Fulong_Cement_Co_Ltd_Cement_Plant,no,"Shanxi, China",4,4,no,unknown,no,,山西金隅冀东环保科技有限公司 (Chinese) [100%],exact,Shanxi CRC Fulong Cement Co Ltd Cement Plant,Shanxi Jinyu Jidong Environmental Protection Technology Co Ltd [100.0%],integrated,4.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123495,China Resources Cement (Hongshuihe) Co Ltd Cement Plant,广西华润红水河水泥有限公司 (Chinese),China Resources Cement (Hongshuihe) Co Ltd [100.0%],China;,Guangxi,operating,,2.3,2.3,2.3,2.08,dry,23.209965,109.155783,23.209965,109.155783,https://www.gem.wiki/China_Resources_Cement_(Hongshuihe)_Co_Ltd_Cement_Plant,no,"Guangxi, China",2.3,2.3,no,opc,no,grey,广西华润红水河水泥有限公司 (Chinese) [100%],exact,China Resources Cement (Hongshuihe) Co Ltd Cement Plant,China Resources Cement (Hongshuihe) Co Ltd [100.0%],integrated,2.3,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123496,China Resources Cement (Huizhou) Ltd Cement Plant,华润水泥（惠州）有限公司 (Chinese),China Resources Cement (Huizhou) Ltd [100.0%],China;,Guangdong,operating,,1.2,1.2,1.2,>0,dry,23.642102,114.366638,23.642102,114.366638,https://www.gem.wiki/China_Resources_Cement_(Huizhou)_Ltd_Cement_Plant,no,"Guangdong, China",1.2,1.2,no,opc,no,grey,华润水泥（惠州）有限公司 (Chinese) [100%],exact,China Resources Cement (Huizhou) Ltd Cement Plant,China Resources Cement (Huizhou) Ltd [100.0%],integrated,1.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123497,China Resources Cement (Lianjiang) Co Ltd Cement Plant 1,华润混凝土（廉江）有限公司 (Chinese),China Resources Cement (Lianjiang) Co Ltd [100.0%],China;,Guangdong,operating,2016,1,1,1,n/a,n/a,21.643025,110.152792,21.643025,110.152792,https://www.gem.wiki/China_Resources_Cement_(Lianjiang)_Co_Ltd_Cement_Plant_1,n/a,"Guangdong, China",1,1,n/a,unknown,n/a,,华润混凝土（廉江）有限公司 (Chinese) [100%],exact,China Resources Cement (Lianjiang) Co Ltd Cement Plant 1,China Resources Cement (Lianjiang) Co Ltd [100.0%],grinding,1.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123498,China Resources Cement (Longyan Caoxi) Ltd Cement Plant,华润水泥（龙岩曹溪）有限公司 (Chinese),China Resources Cement (Longyan Caoxi) Ltd [100.0%],China;,Fujian,operating,,2,2,2,1.64,dry,25.055917,117.058837,25.055917,117.058837,https://www.gem.wiki/China_Resources_Cement_(Longyan_Caoxi)_Ltd_Cement_Plant,no,"Fujian, China",2,2,no,opc,no,grey,华润水泥（龙岩曹溪）有限公司 (Chinese) [100%],exact,China Resources Cement (Longyan Caoxi) Ltd Cement Plant,China Resources Cement (Longyan Caoxi) Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123499,China Resources Cement (Luchuan) Ltd Cement Plant,华润水泥（陆川）有限公司 (Chinese),China Resources Cement (Luchuan) Ltd [100.0%],China;,Guangxi,operating,2011,1.6,1.6,1.6,1.48,dry,22.559853,110.196576,22.559853,110.196576,https://www.gem.wiki/China_Resources_Cement_(Luchuan)_Ltd_Cement_Plant,no,"Guangxi, China",1.6,1.6,no,opc,no,grey,华润水泥（陆川）有限公司 (Chinese) [100%],exact,China Resources Cement (Luchuan) Ltd Cement Plant,China Resources Cement (Luchuan) Ltd [100.0%],integrated,1.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123500,China Resources Cement (Luoding) Co Ltd Cement Plant,华润水泥（罗定）有限公司 (Chinese),China Resources Cement (Luoding) Co Ltd [100.0%],China;,Guangdong,operating,2012,1.66,1.66,1.66,>0,dry,22.618681,111.723067,22.618681,111.723067,https://www.gem.wiki/China_Resources_Cement_(Luoding)_Co_Ltd_Cement_Plant,no,"Guangdong, China",1.66,1.66,no,opc,no,grey,华润水泥（罗定）有限公司 (Chinese) [100%],exact,China Resources Cement (Luoding) Co Ltd Cement Plant,China Resources Cement (Luoding) Co Ltd [100.0%],integrated,1.66,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123501,China Resources Cement (Midu) Co Ltd Cement Plant,华润水泥（弥渡）有限公司 (Chinese),China Resources Cement (Midu) Co Ltd [100.0%],China;,Yunnan,operating,,4.8,4.8,4.8,0.84,dry,25.290296,100.549139,25.290296,100.549139,https://www.gem.wiki/China_Resources_Cement_(Midu)_Co_Ltd_Cement_Plant,no,"Yunnan, China",4.8,4.8,no,unknown,no,,华润水泥（弥渡）有限公司 (Chinese) [100%],exact,China Resources Cement (Midu) Co Ltd Cement Plant,China Resources Cement (Midu) Co Ltd [100.0%],integrated,4.8,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123502,China Resources Cement (Zhangping) Co Ltd Cement Plant,华润水泥（漳平）有限公司 (Chinese),China Resources Cement (Zhangping) Co Ltd [100.0%],China;,Fujian,operating,2008,1,1,1,0.91,dry,25.277299,117.394263,25.277299,117.394263,https://www.gem.wiki/China_Resources_Cement_(Zhangping)_Co_Ltd_Cement_Plant,no,"Fujian, China",1,1,no,opc,no,grey,华润水泥（漳平）有限公司 (Chinese) [100%],exact,China Resources Cement (Zhangping) Co Ltd Cement Plant,China Resources Cement (Zhangping) Co Ltd [100.0%],integrated,1.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123503,China Resources Cement Plant (Heqing) Co Ltd,华润水泥（鹤庆）有限公司 (Chinese),China Resources Cement Plant (Heqing) Co Ltd [100.0%],China;,Yunnan,operating,2008,2,2,2,1.83,dry,26.669122,100.194898,26.669122,100.194898,https://www.gem.wiki/China_Resources_Cement_Plant_(Heqing)_Co_Ltd,no,"Yunnan, China",2,2,no,unknown,no,,华润水泥（鹤庆）有限公司 (Chinese) [100%],exact,China Resources Cement Plant (Heqing) Co Ltd,China Resources Cement Plant (Heqing) Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123504,China Resources Cement Plant (Jinsha) Co Ltd,华润水泥（金沙）有限公司 (Chinese),China Resources Cement Plant (Jinsha) Co Ltd [100.0%],China;,Guizhou,operating,2014,4,4,4,>0,dry,27.520101,106.553859,27.520101,106.553859,https://www.gem.wiki/China_Resources_Cement_Plant_(Jinsha)_Co_Ltd,no,"Guizhou, China",4,4,no,unknown,no,,华润水泥（金沙）有限公司 (Chinese) [100%],exact,China Resources Cement Plant (Jinsha) Co Ltd,China Resources Cement Plant (Jinsha) Co Ltd [100.0%],integrated,4.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123505,China Resources Cement (Zhanjiang) Ltd Cement Plant,华润水泥（湛江）有限公司 (Chinese),China Resources Cement (Zhanjiang) Ltd [100.0%],China;,Guangdong,operating,,1.8,1.8,1.8,n/a,n/a,21.406225,110.263092,21.406225,110.263092,https://www.gem.wiki/China_Resources_Cement_(Zhanjiang)_Ltd_Cement_Plant,n/a,"Guangdong, China",1.8,1.8,n/a,unknown,n/a,,华润水泥（湛江）有限公司 (Chinese) [100%],exact,China Resources Cement (Zhanjiang) Ltd Cement Plant,China Resources Cement (Zhanjiang) Ltd [100.0%],grinding,1.8,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123506,China Resources Cement (Shantou) Ltd Cement Plant,华润水泥（汕头）有限公司 (Chinese),China Resources Cement (Shantou) Ltd [100.0%],China;,Guangdong,operating,2009,0.008,>0,>0,n/a,n/a,23.326833,116.747178,23.326833,116.747178,https://www.gem.wiki/China_Resources_Cement_(Shantou)_Ltd_Cement_Plant,n/a,"Guangdong, China",0.008,0.008,n/a,unknown,n/a,,华润水泥（汕头）有限公司 (Chinese) [100%],exact,China Resources Cement (Shantou) Ltd Cement Plant,China Resources Cement (Shantou) Ltd [100.0%],grinding,0.008,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123507,China Resources Cement (Dongguan) Ltd Cement Plant,东莞华润水泥厂有限公司 (Chinese),China Resources Cement (Dongguan) Ltd [100.0%],China;,Guangdong,operating,1998,1.2,1.2,1.2,n/a,n/a,22.894675,113.584333,22.894675,113.584333,https://www.gem.wiki/China_Resources_Cement_(Dongguan)_Ltd_Cement_Plant,n/a,"Guangdong, China",1.2,1.2,n/a,opc,n/a,grey,东莞华润水泥厂有限公司 (Chinese) [100%],exact,China Resources Cement (Dongguan) Ltd Cement Plant,China Resources Cement (Dongguan) Ltd [100.0%],grinding,1.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123508,China Resources Cement (Lianjiang) Co Ltd Cement Plant 2,华润水泥（连江）有限公司 (Chinese),China Resources Cement (Lianjiang) Co Ltd [100.0%],China;,Fujian,operating,,0.008,>0,>0,n/a,n/a,26.249001,119.580219,26.249001,119.580219,https://www.gem.wiki/China_Resources_Cement_(Lianjiang)_Co_Ltd_Cement_Plant_2,n/a,"Fujian, China",0.008,0.008,n/a,opc,n/a,grey,华润水泥（连江）有限公司 (Chinese) [100%],exact,China Resources Cement (Lianjiang) Co Ltd Cement Plant 2,China Resources Cement (Lianjiang) Co Ltd [100.0%],grinding,0.008,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123509,China Resources Cement (Quanzhou) Ltd Cement Plant,华润水泥（泉州）有限公司 (Chinese),China Resources Cement (Quanzhou) Ltd [100.0%],China;,Fujian,operating,,0.3,0.3,0.3,n/a,n/a,24.999031,118.791502,24.999031,118.791502,https://www.gem.wiki/China_Resources_Cement_(Quanzhou)_Ltd_Cement_Plant,n/a,"Fujian, China",0.3,0.3,n/a,opc,n/a,grey,华润水泥（泉州）有限公司 (Chinese) [100%],exact,China Resources Cement (Quanzhou) Ltd Cement Plant,China Resources Cement (Quanzhou) Ltd [100.0%],grinding,0.3,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123510,China Resources Cement (Wuzhishan) Co Ltd Cement Plant,华润水泥（五指山）有限公司 (Chinese),China Resources Cement (Wuzhishan) Co Ltd [100.0%],China;,Hainan,operating,2013,0.6,0.6,0.6,n/a,n/a,18.937759,109.539782,18.937759,109.539782,https://www.gem.wiki/China_Resources_Cement_(Wuzhishan)_Co_Ltd_Cement_Plant,n/a,"Hainan, China",0.6,0.6,n/a,opc,n/a,grey,华润水泥（五指山）有限公司 (Chinese) [100%],exact,China Resources Cement (Wuzhishan) Co Ltd Cement Plant,China Resources Cement (Wuzhishan) Co Ltd [100.0%],grinding,0.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123511,China Resources Cement (Fangchenggang) Ltd Cement Plant,华润水泥（防城港）有限公司 (Chinese),China Resources Cement (Fangchenggang) Ltd [100.0%],China;,Guangxi,operating,,0.2,0.2,0.2,n/a,n/a,21.848321,108.463072,21.848321,108.463072,https://www.gem.wiki/China_Resources_Cement_(Fangchenggang)_Ltd_Cement_Plant,n/a,"Guangxi, China",0.2,0.2,n/a,opc,n/a,grey,华润水泥（防城港）有限公司 (Chinese) [100%],exact,China Resources Cement (Fangchenggang) Ltd Cement Plant,China Resources Cement (Fangchenggang) Ltd [100.0%],grinding,0.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123512,Tianrui Group Nanzhao Cement Co Ltd Cement Plant 1,天瑞集团南召水泥有限公司 (Chinese),Tianrui Group Nanzhao Cement Co Ltd [100.0%],China;,Henan,operating,,1,1,1,1.8,dry,33.410232,112.321117,33.410232,112.321117,https://www.gem.wiki/Tianrui_Group_Nanzhao_Cement_Co_Ltd_Cement_Plant_1,no,"Henan, China",1,1,no,opc,no,grey,天瑞集团南召水泥有限公司 (Chinese) [100%],exact,Tianrui Group Nanzhao Cement Co Ltd Cement Plant 1,Tianrui Group Nanzhao Cement Co Ltd [100.0%],integrated,1.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123513,Tianrui Group Guangshan Cement Co Ltd Cement Plant,天瑞集团光山水泥有限公司 (Chinese),Tianrui Group Guangshan Cement Co Ltd [100.0%],China;,Henan,operating,2008,2,2,2,1.8,dry,31.949452,114.630104,31.949452,114.630104,https://www.gem.wiki/Tianrui_Group_Guangshan_Cement_Co_Ltd_Cement_Plant,no,"Henan, China",2,2,no,opc,no,grey,天瑞集团光山水泥有限公司 (Chinese) [100%],exact,Tianrui Group Guangshan Cement Co Ltd Cement Plant,Tianrui Group Guangshan Cement Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123514,Liaoyang Tianrui Cement Co Ltd Cement Plant,辽阳天瑞水泥有限公司 (Chinese),Liaoyang Tianrui Cement Co Ltd [100.0%],China;,Liaoning,operating,2010,0.008,>0,>0,3.65,dry,41.277623,123.287185,41.277623,123.287185,https://www.gem.wiki/Liaoyang_Tianrui_Cement_Co_Ltd_Cement_Plant,no,"Liaoning, China",0.008,0.008,no,unknown,no,,辽阳天瑞水泥有限公司 (Chinese) [100%],exact,Liaoyang Tianrui Cement Co Ltd Cement Plant,Liaoyang Tianrui Cement Co Ltd [100.0%],integrated,0.008,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123515,Tianrui Group Yuzhou Cement Co Ltd Qianjing Branch Cement Plant,天瑞集团禹州水泥有限公司浅井分公司 (Chinese),Tianrui Group Yuzhou Cement Co Ltd Qianjing Branch [100.0%],China;,Henan,operating,2012,2,2,2,1.8,dry,34.299281,113.416752,34.299281,113.416752,https://www.gem.wiki/Tianrui_Group_Yuzhou_Cement_Co_Ltd_Qianjing_Branch_Cement_Plant,no,"Henan, China",2,2,no,unknown,no,,天瑞集团禹州水泥有限公司浅井分公司 (Chinese) [100%],exact,Tianrui Group Yuzhou Cement Co Ltd Qianjing Branch Cement Plant,Tianrui Group Yuzhou Cement Co Ltd Qianjing Branch [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123516,Ruzhou Tianrui Group Cement Co Ltd Cement Plant,天瑞集团汝州水泥有限公司 (Chinese),Tianrui Group Ruzhou Cement Co Ltd [100.0%],China;,Henan,operating,2003,3.6,3.6,3.6,2.8,dry,34.121937,112.827104,34.121937,112.827104,https://www.gem.wiki/Ruzhou_Tianrui_Group_Cement_Co_Ltd_Cement_Plant,no,"Henan, China",3.6,3.6,no,unknown,no,,天瑞集团汝州水泥有限公司 (Chinese) [100%],exact,Ruzhou Tianrui Group Cement Co Ltd Cement Plant,Tianrui Group Ruzhou Cement Co Ltd [100.0%],integrated,3.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123517,Dalian Tianrui Cement Co Ltd Cement Plant,大连天瑞水泥有限公司 (Chinese),Dalian Tianrui Cement Co Ltd [100.0%],China;,Liaoning,operating,2007,2,2,2,4.2,dry,39.581583,121.434166,39.581583,121.434166,https://www.gem.wiki/Dalian_Tianrui_Cement_Co_Ltd_Cement_Plant,no,"Liaoning, China",2,2,no,unknown,no,,大连天瑞水泥有限公司 (Chinese) [100%],exact,Dalian Tianrui Cement Co Ltd Cement Plant,Dalian Tianrui Cement Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123518,Tianrui Group Zhengzhou Cement Co Ltd Cement Plant,天瑞集团郑州水泥有限公司 (Chinese),Tianrui Group Zhengzhou Cement Co Ltd [100.0%],China;,Henan,operating,1997,5,5,5,4.38,dry,34.656464,113.371716,34.656464,113.371716,https://www.gem.wiki/Tianrui_Group_Zhengzhou_Cement_Co_Ltd_Cement_Plant,no,"Henan, China",5,5,no,opc,no,grey,天瑞集团郑州水泥有限公司 (Chinese) [100%],exact,Tianrui Group Zhengzhou Cement Co Ltd Cement Plant,Tianrui Group Zhengzhou Cement Co Ltd [100.0%],integrated,5.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123519,Pingdingshan Ruiping Shilong Cement Co Ltd Cement Plant,平顶山瑞平石龙水泥有限公司 (Chinese),Pingdingshan Ruiping Shilong Cement Co Ltd [100.0%],China;,Henan,operating,2007,0.008,>0,>0,3.1,dry,33.883746,112.897971,33.883746,112.897971,https://www.gem.wiki/Pingdingshan_Ruiping_Shilong_Cement_Co_Ltd_Cement_Plant,no,"Henan, China",0.008,0.008,no,unknown,no,,平顶山瑞平石龙水泥有限公司 (Chinese) [100%],exact,Pingdingshan Ruiping Shilong Cement Co Ltd Cement Plant,Pingdingshan Ruiping Shilong Cement Co Ltd [100.0%],integrated,0.008,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123520,Weihui Tianrui Cement Co Ltd Cement Plant,卫辉市天瑞水泥有限公司(天瑞集团卫辉水泥有限公司) (Chinese),Weihui Tianrui Cement Co Ltd [100.0%],China;,Henan,operating,2005,3,3,3,3.65,dry,35.433052,114.037664,35.433052,114.037664,https://www.gem.wiki/Weihui_Tianrui_Cement_Co_Ltd_Cement_Plant,no,"Henan, China",3,3,no,opc,no,grey,卫辉市天瑞水泥有限公司(天瑞集团卫辉水泥有限公司) (Chinese) [100%],exact,Weihui Tianrui Cement Co Ltd Cement Plant,Weihui Tianrui Cement Co Ltd [100.0%],integrated,3.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123521,Tianrui Group Xiaoxian Cement Co Ltd Cement Plant,天瑞集团萧县水泥有限公司 (Chinese),Tianrui Group Xiaoxian Cement Co Ltd [100.0%],China;,Anhui,operating,2010,2,2,2,1.8,dry,34.1317,117.018336,34.1317,117.018336,https://www.gem.wiki/Tianrui_Group_Xiaoxian_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",2,2,no,opc,no,grey,天瑞集团萧县水泥有限公司 (Chinese) [100%],exact,Tianrui Group Xiaoxian Cement Co Ltd Cement Plant,Tianrui Group Xiaoxian Cement Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123522,Haicheng First Cement Co Ltd Cement Plant,海城市第一水泥有限公司 (Chinese),Haicheng First Cement Co Ltd [100.0%],China;,Liaoning,operating,2012,1.2,1.2,1.2,1,dry,40.819119,122.679432,40.819119,122.679432,https://www.gem.wiki/Haicheng_First_Cement_Co_Ltd_Cement_Plant,no,"Liaoning, China",1.2,1.2,no,opc,no,grey,海城市第一水泥有限公司 (Chinese) [100%],exact,Haicheng First Cement Co Ltd Cement Plant,Haicheng First Cement Co Ltd [100.0%],integrated,1.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123523,Henan YongAn Cement Co Ltd Cement Plant,河南永安水泥有限责任公司 (Chinese),Henan YongAn Cement Co Ltd [100.0%],China;,Henan,operating,2011,2,2,2,1.55,dry,34.690753,112.933981,34.690753,112.933981,https://www.gem.wiki/Henan_YongAn_Cement_Co_Ltd_Cement_Plant,no,"Henan, China",2,2,no,opc,no,grey,河南永安水泥有限责任公司 (Chinese) [100%],exact,Henan YongAn Cement Co Ltd Cement Plant,Henan YongAn Cement Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
