source_dataset,pid,name,noneng-name,owner,areas,subnat,status,start-year,capacity,capacity-display,Cement-Capacity-(millions-metric-tonnes-per-annum),Clinker-Capacity-(millions-metric-tonnes-per-annum),prod-type,latitude,longitude,Latitude,Longitude,url,altf-yn,areas-subnat-sat-display,capacity-details,capacity-table,ccs-yn,cem-type,claycal-yn,color,loc-owner,location-accuracy,name-search,owner-search,plant-type,scaling-capacity,status-legend,tracker-acro,tracker-custom,tracker-display,units-of-m
cement,P100000123065,Anhui Hailuo Cement Baimashan Cement Plant Co Ltd,安徽海螺水泥有限公司白马山水泥厂 (Chinese),Anhui Hailuo Cement Baimashan Cement Plant Co Ltd [100.0%],China;,Anhui,operating,1978,2.4,2.4,2.4,2,dry,31.229955,118.380624,31.229955,118.380624,https://www.gem.wiki/Anhui_Hailuo_Cement_Baimashan_Cement_Plant_Co_Ltd,no,"Anhui, China",2.4,2.4,yes,opc,no,grey,安徽海螺水泥有限公司白马山水泥厂 (Chinese) [100%],exact,Anhui Hailuo Cement Baimashan Cement Plant Co Ltd,Anhui Hailuo Cement Baimashan Cement Plant Co Ltd [100.0%],integrated,2.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123066,Qiyang Conch Cement Co Ltd Cement Plant,祁阳海螺水泥有限责任公司 (Chinese),Qiyang Conch Cement Co Ltd [100.0%],China;,Hunan,operating,2011,5,5,5,3.29,dry,26.720854,111.833275,26.720854,111.833275,https://www.gem.wiki/Qiyang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Hunan, China",5,5,no,opc,no,grey,祁阳海螺水泥有限责任公司 (Chinese) [100%],exact,Qiyang Conch Cement Co Ltd Cement Plant,Qiyang Conch Cement Co Ltd [100.0%],integrated,5.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123067,Wuhu Conch Cement Co Ltd Cement Plant,芜湖海螺水泥有限公司 (Chinese),Wuhu Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2006,6.6,6.6,6.6,15.8,dry,31.137582,118.169276,31.137582,118.169276,https://www.gem.wiki/Wuhu_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",6.6,6.6,no,opc,no,grey,芜湖海螺水泥有限公司 (Chinese) [100%],exact,Wuhu Conch Cement Co Ltd Cement Plant,Wuhu Conch Cement Co Ltd [100.0%],integrated,6.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123068,Guiding Conch Panjiang Cement Co Ltd Cement Plant,贵定海螺盘江水泥有限责任公司 (Chinese),Guiding Conch Panjiang Cement Co Ltd [100.0%],China;,Guizhou,operating,2010,4.4,4.4,4.4,3.29,dry,26.615974,107.241019,26.615974,107.241019,https://www.gem.wiki/Guiding_Conch_Panjiang_Cement_Co_Ltd_Cement_Plant,no,"Guizhou, China",4.4,4.4,no,opc,no,grey,贵定海螺盘江水泥有限责任公司 (Chinese) [100%],exact,Guiding Conch Panjiang Cement Co Ltd Cement Plant,Guiding Conch Panjiang Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123069,Anhui Ningguo Cement Plant,安徽海螺集团宁国水泥厂 (Chinese),Anhui Ningguo Cement Plant [100.0%],China;,Anhui,operating,1987,3,3,3,3.4,dry,30.687769,118.887302,30.687769,118.887302,https://www.gem.wiki/Anhui_Ningguo_Cement_Plant,no,"Anhui, China",3,3,no,opc,no,grey,安徽海螺集团宁国水泥厂 (Chinese) [100%],exact,Anhui Ningguo Cement Plant,Anhui Ningguo Cement Plant [100.0%],integrated,3.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123070,Guiyang Conch Panjiang Cement Co Ltd Cement Plant,贵阳海螺盘江水泥有限责任公司 (Chinese),Guiyang Conch Panjiang Cement Co Ltd [100.0%],China;,Guizhou,operating,2010,6.6,6.6,6.6,5.4,dry,26.667159,106.358115,26.667159,106.358115,https://www.gem.wiki/Guiyang_Conch_Panjiang_Cement_Co_Ltd_Cement_Plant,no,"Guizhou, China",6.6,6.6,no,opc,no,grey,贵阳海螺盘江水泥有限责任公司 (Chinese) [100%],exact,Guiyang Conch Panjiang Cement Co Ltd Cement Plant,Guiyang Conch Panjiang Cement Co Ltd [100.0%],integrated,6.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123071,Anhui Huai Ninghai Conch Cement Co Ltd Cement Plant,安徽怀宁海螺水泥有限公司 (Chinese),Anhui Huai Ninghai Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2002,3.3,3.3,3.3,3,dry,30.627842,116.860494,30.627842,116.860494,https://www.gem.wiki/Anhui_Huai_Ninghai_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",3.3,3.3,no,opc,no,grey,安徽怀宁海螺水泥有限公司 (Chinese) [100%],exact,Anhui Huai Ninghai Conch Cement Co Ltd Cement Plant,Anhui Huai Ninghai Conch Cement Co Ltd [100.0%],integrated,3.3,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123072,Anhui Zongyang Conch Cement Co Ltd Cement Plant,安徽枞阳海螺水泥股份有限公司 (Chinese),Anhui Zongyang Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2001,1.1,1.1,1.1,11,dry,30.744456,117.392989,30.744456,117.392989,https://www.gem.wiki/Anhui_Zongyang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",1.1,1.1,no,opc,no,grey,安徽枞阳海螺水泥股份有限公司 (Chinese) [100%],exact,Anhui Zongyang Conch Cement Co Ltd Cement Plant,Anhui Zongyang Conch Cement Co Ltd [100.0%],integrated,1.1,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123073,Anhui Tongling Conch Cement Co Ltd Cement Plant,安徽铜陵海螺水泥有限公司 (Chinese),Anhui Tongling Conch Cement Co Ltd [100.0%],China;,Anhui,operating,1996,8,8,8,14.5,dry,30.844943,117.777036,30.844943,117.777036,https://www.gem.wiki/Anhui_Tongling_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",8,8,no,opc,no,grey,安徽铜陵海螺水泥有限公司 (Chinese) [100%],exact,Anhui Tongling Conch Cement Co Ltd Cement Plant,Anhui Tongling Conch Cement Co Ltd [100.0%],integrated,8.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123074,Quanjiao Conch Cement Co Ltd Cement Plant,全椒海螺水泥有限责任公司 (Chinese),Quanjiao Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2010,4.4,4.4,4.4,3.65,dry,32.189163,118.209739,32.189163,118.209739,https://www.gem.wiki/Quanjiao_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",4.4,4.4,no,opc,no,grey,全椒海螺水泥有限责任公司 (Chinese) [100%],exact,Quanjiao Conch Cement Co Ltd Cement Plant,Quanjiao Conch Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123075,Linxiang Conch Cement Co Ltd Cement Plant,临湘海螺水泥有限责任公司 (Chinese),Linxiang Conch Cement Co Ltd [100.0%],China;,Hunan,operating,2010,2.2,2.2,2.2,1.8,dry,29.508298,113.407059,29.508298,113.407059,https://www.gem.wiki/Linxiang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Hunan, China",2.2,2.2,no,opc,no,grey,临湘海螺水泥有限责任公司 (Chinese) [100%],exact,Linxiang Conch Cement Co Ltd Cement Plant,Linxiang Conch Cement Co Ltd [100.0%],integrated,2.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123076,Fenyi Conch Cement Co Ltd Cement Plant,分宜海螺水泥有限责任公司 (Chinese),Fenyi Conch Cement Co Ltd [100.0%],China;,Jiangxi,operating,2003,2.8,2.8,2.8,1.8,dry,27.859691,114.747611,27.859691,114.747611,https://www.gem.wiki/Fenyi_Conch_Cement_Co_Ltd_Cement_Plant,no,"Jiangxi, China",2.8,2.8,no,opc,no,grey,分宜海螺水泥有限责任公司 (Chinese) [100%],exact,Fenyi Conch Cement Co Ltd Cement Plant,Fenyi Conch Cement Co Ltd [100.0%],integrated,2.8,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123077,Xingye Kuiyang Conch Cement Co Ltd Cement Plant,兴业葵阳海螺水泥有限责任公司 (Chinese),Xingye Kuiyang Conch Cement Co Ltd [100.0%],China;,Guangxi,operating,2005,1.6,1.6,1.6,1.83,dry,22.709022,109.805221,22.709022,109.805221,https://www.gem.wiki/Xingye_Kuiyang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Guangxi, China",1.6,1.6,no,opc,no,grey,兴业葵阳海螺水泥有限责任公司 (Chinese) [100%],exact,Xingye Kuiyang Conch Cement Co Ltd Cement Plant,Xingye Kuiyang Conch Cement Co Ltd [100.0%],integrated,1.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123078,Jiande Conch Cement Co Ltd Cement Plant,建德海螺水泥有限责任公司 (Chinese),Jiande Conch Cement Co Ltd [100.0%],China;,Zhejiang,operating,2003,2,2,2,3.6,dry,29.33424,119.050244,29.33424,119.050244,https://www.gem.wiki/Jiande_Conch_Cement_Co_Ltd_Cement_Plant,no,"Zhejiang, China",2,2,no,opc,no,grey,建德海螺水泥有限责任公司 (Chinese) [100%],exact,Jiande Conch Cement Co Ltd Cement Plant,Jiande Conch Cement Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123079,Jining Conch Cement Co Ltd Cement Plant,济宁海螺水泥有限责任公司 (Chinese),Jining Conch Cement Co Ltd [100.0%],China;,Shandong,operating,2010,2.4,2.4,2.4,1.8,dry,35.614648,117.442907,35.614648,117.442907,https://www.gem.wiki/Jining_Conch_Cement_Co_Ltd_Cement_Plant,no,"Shandong, China",2.4,2.4,no,opc,no,grey,济宁海螺水泥有限责任公司 (Chinese) [100%],exact,Jining Conch Cement Co Ltd Cement Plant,Jining Conch Cement Co Ltd [100.0%],integrated,2.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123080,Anhui Chizhou Conch Cement Co Ltd Cement Plant,安徽池州海螺水泥股份有限公司 (Chinese),Anhui Chizhou Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2002,2.2,2.2,2.2,16.43,dry,30.449625,117.237479,30.449625,117.237479,https://www.gem.wiki/Anhui_Chizhou_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",2.2,2.2,no,opc,no,grey,安徽池州海螺水泥股份有限公司 (Chinese) [100%],exact,Anhui Chizhou Conch Cement Co Ltd Cement Plant,Anhui Chizhou Conch Cement Co Ltd [100.0%],integrated,2.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123081,Shuangfeng Conch Cement Co Ltd Cement Plant,双峰海螺水泥有限公司 (Chinese),Shuangfeng Conch Cement Co Ltd [100.0%],China;,Hunan,operating,2004,5,5,5,3.29,dry,27.40206,111.985983,27.40206,111.985983,https://www.gem.wiki/Shuangfeng_Conch_Cement_Co_Ltd_Cement_Plant,no,"Hunan, China",5,5,no,opc,no,grey,双峰海螺水泥有限公司 (Chinese) [100%],exact,Shuangfeng Conch Cement Co Ltd Cement Plant,Shuangfeng Conch Cement Co Ltd [100.0%],integrated,5.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123082,Dazhou Conch Cement Co Ltd Cement Plant,达州海螺水泥有限责任公司 (Chinese),Dazhou Conch Cement Co Ltd [100.0%],China;,Sichuan,operating,2010,4.4,4.4,4.4,3.29,dry,30.850812,107.326642,30.850812,107.326642,https://www.gem.wiki/Dazhou_Conch_Cement_Co_Ltd_Cement_Plant,no,"Sichuan, China",4.4,4.4,no,opc,no,grey,达州海螺水泥有限责任公司 (Chinese) [100%],exact,Dazhou Conch Cement Co Ltd Cement Plant,Dazhou Conch Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123083,Anhui Xuancheng Conch Cement Co Ltd Cement Plant,安徽宣城海螺水泥有限公司 (Chinese),Anhui Xuancheng Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2007,3.2,3.2,3.2,3.65,dry,30.788421,118.973163,30.788421,118.973163,https://www.gem.wiki/Anhui_Xuancheng_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",3.2,3.2,no,opc,no,grey,安徽宣城海螺水泥有限公司 (Chinese) [100%],exact,Anhui Xuancheng Conch Cement Co Ltd Cement Plant,Anhui Xuancheng Conch Cement Co Ltd [100.0%],integrated,3.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123084,Yingde Conch Cement Co Ltd Cement Plant,英德海螺水泥有限责任公司 (Chinese),Yingde Conch Cement Co Ltd [100.0%],China;,Guangdong,operating,2006,6.4,6.4,6.4,7.3,dry,24.268659,113.415031,24.268659,113.415031,https://www.gem.wiki/Yingde_Conch_Cement_Co_Ltd_Cement_Plant,no,"Guangdong, China",6.4,6.4,no,opc,no,grey,英德海螺水泥有限责任公司 (Chinese) [100%],exact,Yingde Conch Cement Co Ltd Cement Plant,Yingde Conch Cement Co Ltd [100.0%],integrated,6.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123085,Yangchun Conch Cement Co Ltd Cement Plant,阳春海螺水泥有限责任公司 (Chinese),Yangchun Conch Cement Co Ltd [100.0%],China;,Guangdong,operating,2013,6.6,6.6,6.6,5.8,dry,22.372601,111.961909,22.372601,111.961909,https://www.gem.wiki/Yangchun_Conch_Cement_Co_Ltd_Cement_Plant,no,"Guangdong, China",6.6,6.6,no,opc,no,grey,阳春海螺水泥有限责任公司 (Chinese) [100%],exact,Yangchun Conch Cement Co Ltd Cement Plant,Yangchun Conch Cement Co Ltd [100.0%],integrated,6.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123086,Pingliang Conch Cement Co Ltd Cement Plant,平凉海螺水泥有限责任公司 (Chinese),Pingliang Conch Cement Co Ltd [100.0%],China;,Gansu,operating,2009,4.4,4.4,4.4,3.6,dry,35.469211,106.680729,35.469211,106.680729,https://www.gem.wiki/Pingliang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Gansu, China",4.4,4.4,no,opc,no,grey,平凉海螺水泥有限责任公司 (Chinese) [100%],exact,Pingliang Conch Cement Co Ltd Cement Plant,Pingliang Conch Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123087,Hunan Conch Cement Co Ltd Cement Plant,湖南益阳海螺水泥有限责任公司 (Chinese),Hunan Conch Cement Co Ltd [100.0%],China;,Hunan,operating,2014,2.2,2.2,2.2,1.8,dry,27.834027,111.172324,27.834027,111.172324,https://www.gem.wiki/Hunan_Conch_Cement_Co_Ltd_Cement_Plant,no,"Hunan, China",2.2,2.2,no,opc,no,grey,湖南益阳海螺水泥有限责任公司 (Chinese) [100%],exact,Hunan Conch Cement Co Ltd Cement Plant,Hunan Conch Cement Co Ltd [100.0%],integrated,2.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123088,Shimen Conch Cement Co Ltd Cement Plant,石门海螺水泥有限公司 (Chinese),Shimen Conch Cement Co Ltd [100.0%],China;,Hunan,operating,2008,4.4,4.4,4.4,3.6,dry,29.587404,111.279676,29.587404,111.279676,https://www.gem.wiki/Shimen_Conch_Cement_Co_Ltd_Cement_Plant,no,"Hunan, China",4.4,4.4,no,opc,no,grey,石门海螺水泥有限公司 (Chinese) [100%],exact,Shimen Conch Cement Co Ltd Cement Plant,Shimen Conch Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123089,Xingan Conch Cement Co Ltd Cement Plant,兴安海螺水泥有限责任公司 (Chinese),Xingan Conch Cement Co Ltd [100.0%],China;,Guangxi,operating,2004,4.4,4.4,4.4,3.8,dry,25.636225,110.658047,25.636225,110.658047,https://www.gem.wiki/Xingan_Conch_Cement_Co_Ltd_Cement_Plant,no,"Guangxi, China",4.4,4.4,no,opc,no,grey,兴安海螺水泥有限责任公司 (Chinese) [100%],exact,Xingan Conch Cement Co Ltd Cement Plant,Xingan Conch Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123090,Fusui Xinning Conch Cement Co Ltd Cement Plant,扶绥新宁海螺水泥有限责任公司 (Chinese),Fusui Xinning Conch Cement Co Ltd [100.0%],China;,Guangxi,operating,2005,4.2,4.2,4.2,4.8,dry,22.659126,107.900941,22.659126,107.900941,https://www.gem.wiki/Fusui_Xinning_Conch_Cement_Co_Ltd_Cement_Plant,no,"Guangxi, China",4.2,4.2,no,opc,no,grey,扶绥新宁海螺水泥有限责任公司 (Chinese) [100%],exact,Fusui Xinning Conch Cement Co Ltd Cement Plant,Fusui Xinning Conch Cement Co Ltd [100.0%],integrated,4.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123091,Qianyang Conch Cement Co Ltd Cement Plant,千阳海螺水泥有限责任公司 (Chinese),Qianyang Conch Cement Co Ltd [100.0%],China;,Shaanxi,operating,2010,2.2,2.2,2.2,1.85,dry,34.723693,107.026559,34.723693,107.026559,https://www.gem.wiki/Qianyang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Shaanxi, China",2.2,2.2,no,unknown,no,,千阳海螺水泥有限责任公司 (Chinese) [100%],exact,Qianyang Conch Cement Co Ltd Cement Plant,Qianyang Conch Cement Co Ltd [100.0%],integrated,2.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123092,Anhui Digang Conch Cement Co Ltd Cement Plant,安徽荻港海螺水泥股份有限公司 (Chinese),Anhui Digang Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2000,3.2,3.2,3.2,6,dry,31.097962,118.025423,31.097962,118.025423,https://www.gem.wiki/Anhui_Digang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",3.2,3.2,no,opc,no,grey,安徽荻港海螺水泥股份有限公司 (Chinese) [100%],exact,Anhui Digang Conch Cement Co Ltd Cement Plant,Anhui Digang Conch Cement Co Ltd [100.0%],integrated,3.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123093,Liyang Conch Cement Co Ltd Cement Plant,弋阳海螺水泥有限责任公司 (Chinese),Liyang Conch Cement Co Ltd [100.0%],China;,Jiangxi,operating,2008,4.4,4.4,4.4,5.4,dry,28.62975,117.380312,28.62975,117.380312,https://www.gem.wiki/Liyang_Conch_Cement_Co_Ltd_Cement_Plant,no,"Jiangxi, China",4.4,4.4,no,opc,no,grey,弋阳海螺水泥有限责任公司 (Chinese) [100%],exact,Liyang Conch Cement Co Ltd Cement Plant,Liyang Conch Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123094,Guangdong Qingxin Cement Co Ltd Cement Plant,广东清新水泥有限公司 (Chinese),Guangdong Qingxin Cement Co Ltd [100.0%],China;,Guangdong,operating,2009,3.8,3.8,3.8,5.48,dry,24.174723,112.763253,24.174723,112.763253,https://www.gem.wiki/Guangdong_Qingxin_Cement_Co_Ltd_Cement_Plant,no,"Guangdong, China",3.8,3.8,no,unknown,no,,广东清新水泥有限公司 (Chinese) [100%],exact,Guangdong Qingxin Cement Co Ltd Cement Plant,Guangdong Qingxin Cement Co Ltd [100.0%],integrated,3.8,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123095,Baoji Zhongxi Jinlinghe Cement Co Ltd Cement Plant,宝鸡市众喜金陵河水泥有限公司 (Chinese),Baoji Zhongxi Jinlinghe Cement Co Ltd [100.0%],China;,Shaanxi,operating,2009,2,2,2,1.83,dry,34.536334,107.076911,34.536334,107.076911,https://www.gem.wiki/Baoji_Zhongxi_Jinlinghe_Cement_Co_Ltd_Cement_Plant,no,"Shaanxi, China",2,2,no,unknown,no,,宝鸡市众喜金陵河水泥有限公司 (Chinese) [100%],exact,Baoji Zhongxi Jinlinghe Cement Co Ltd Cement Plant,Baoji Zhongxi Jinlinghe Cement Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123096,Qianxinan Prefecture Development Resources Development Co Ltd Cement Plant,黔西南州发展资源开发有限公司 (Chinese),Qianxinan Prefecture Development Resources Development Co Ltd [100.0%],China;,Guizhou,operating,2013,1.5,1.5,1.5,1,dry,25.118023,105.357339,25.118023,105.357339,https://www.gem.wiki/Qianxinan_Prefecture_Development_Resources_Development_Co_Ltd_Cement_Plant,no,"Guizhou, China",1.5,1.5,no,unknown,no,,黔西南州发展资源开发有限公司 (Chinese) [100%],exact,Qianxinan Prefecture Development Resources Development Co Ltd Cement Plant,Qianxinan Prefecture Development Resources Development Co Ltd [100.0%],integrated,1.5,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123097,Baoji Zhongxi Phoenix Mountain Cement Co Ltd Cement Plant,宝鸡众喜凤凰山水泥有限公司 (Chinese),Baoji Zhongxi Phoenix Mountain Cement Co Ltd [100.0%],China;,Shaanxi,operating,2010,1.6,1.6,1.6,1.4,dry,34.474894,107.771682,34.474894,107.771682,https://www.gem.wiki/Baoji_Zhongxi_Phoenix_Mountain_Cement_Co_Ltd_Cement_Plant,no,"Shaanxi, China",1.6,1.6,no,opc,no,grey,宝鸡众喜凤凰山水泥有限公司 (Chinese) [100%],exact,Baoji Zhongxi Phoenix Mountain Cement Co Ltd Cement Plant,Baoji Zhongxi Phoenix Mountain Cement Co Ltd [100.0%],integrated,1.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123098,Baoshan Conch Cement Co Ltd Cement Plant,保山海螺水泥有限责任公司 (Chinese),Baoshan Conch Cement Co Ltd [100.0%],China;,Yunnan,operating,2014,2,2,2,1.64,dry,25.07279,99.286018,25.07279,99.286018,https://www.gem.wiki/Baoshan_Conch_Cement_Co_Ltd_Cement_Plant,no,"Yunnan, China",2,2,no,opc,no,grey,保山海螺水泥有限责任公司 (Chinese) [100%],exact,Baoshan Conch Cement Co Ltd Cement Plant,Baoshan Conch Cement Co Ltd [100.0%],integrated,2.0,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123099,Bazhong Conch Cement Co Ltd Cement Plant,巴中海螺水泥有限责任公司 (Chinese),Bazhong Conch Cement Co Ltd [100.0%],China;,Sichuan,operating,2014,2.2,2.2,2.2,1.64,dry,32.405777,106.770057,32.405777,106.770057,https://www.gem.wiki/Bazhong_Conch_Cement_Co_Ltd_Cement_Plant,no,"Sichuan, China",2.2,2.2,no,opc,no,grey,巴中海螺水泥有限责任公司 (Chinese) [100%],exact,Bazhong Conch Cement Co Ltd Cement Plant,Bazhong Conch Cement Co Ltd [100.0%],integrated,2.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123100,Chaohu Conch Cement Co Ltd Cement Plant,巢湖海螺水泥有限责任公司 (Chinese),Chaohu Conch Cement Co Ltd [100.0%],China;,Anhui,operating,2008,2.4,2.4,2.4,5.4,dry,31.521269,117.899484,31.521269,117.899484,https://www.gem.wiki/Chaohu_Conch_Cement_Co_Ltd_Cement_Plant,no,"Anhui, China",2.4,2.4,no,opc,no,grey,巢湖海螺水泥有限责任公司 (Chinese) [100%],exact,Chaohu Conch Cement Co Ltd Cement Plant,Chaohu Conch Cement Co Ltd [100.0%],integrated,2.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123101,China Cement Plant Co Ltd Nanjing Plant,中国水泥厂有限公司 (Chinese),China Cement Plant Co Ltd [100.0%],China;,Jiangsu,operating,2004,1.8,1.8,1.8,1.83,dry,32.16752,119.070801,32.16752,119.070801,https://www.gem.wiki/China_Cement_Plant_Co_Ltd_Nanjing_Plant,no,"Jiangsu, China",1.8,1.8,no,unknown,no,,中国水泥厂有限公司 (Chinese) [100%],exact,China Cement Plant Co Ltd Nanjing Plant,China Cement Plant Co Ltd [100.0%],integrated,1.8,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123102,Chongqing Conch Cement Co Ltd Cement Plant,重庆海螺水泥有限责任公司 (Chinese),Chongqing Conch Cement Co Ltd [100.0%],China;,Chongqing,operating,2010,6.6,6.6,6.6,5.4,dry,30.189608,107.981388,30.189608,107.981388,https://www.gem.wiki/Chongqing_Conch_Cement_Co_Ltd_Cement_Plant,no,"Chongqing, China",6.6,6.6,no,unknown,no,,重庆海螺水泥有限责任公司 (Chinese) [100%],exact,Chongqing Conch Cement Co Ltd Cement Plant,Chongqing Conch Cement Co Ltd [100.0%],integrated,6.6,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123103,Ganzhou Conch Cement Co Ltd Cement Plant 2,赣州海螺水泥有限责任公司 信丰基地 (Chinese),Ganzhou Conch Cement Co Ltd [100.0%],China;,Jiangxi,operating,,4.05,4.05,4.05,4.75,dry,25.45623,114.889669,25.45623,114.889669,https://www.gem.wiki/Ganzhou_Conch_Cement_Co_Ltd_Cement_Plant_2,no,"Jiangxi, China",4.05,4.05,no,opc,no,grey,赣州海螺水泥有限责任公司 信丰基地 (Chinese) [100%],exact,Ganzhou Conch Cement Co Ltd Cement Plant 2,Ganzhou Conch Cement Co Ltd [100.0%],integrated,4.05,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123104,Guangxi Lingyun Tonghong Cement Co Ltd Cement Plant,广西凌云通鸿水泥有限公司 (Chinese),Guangxi Lingyun Tonghong Cement Co Ltd [100.0%],China;,Guangxi,operating,2009,1.2,1.2,1.2,1.1,dry,24.206132,106.602861,24.206132,106.602861,https://www.gem.wiki/Guangxi_Lingyun_Tonghong_Cement_Co_Ltd_Cement_Plant,no,"Guangxi, China",1.2,1.2,no,unknown,no,,广西凌云通鸿水泥有限公司 (Chinese) [100%],exact,Guangxi Lingyun Tonghong Cement Co Ltd Cement Plant,Guangxi Lingyun Tonghong Cement Co Ltd [100.0%],integrated,1.2,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123105,Guangyuan Conch Cement Co Ltd Cement Plant,广元海螺水泥有限责任公司 (Chinese),Guangyuan Conch Cement Co Ltd [100.0%],China;,Sichuan,operating,2010,4.4,4.4,4.4,3.29,dry,32.615007,105.861036,32.615007,105.861036,https://www.gem.wiki/Guangyuan_Conch_Cement_Co_Ltd_Cement_Plant,no,"Sichuan, China",4.4,4.4,no,opc,no,grey,广元海螺水泥有限责任公司 (Chinese) [100%],exact,Guangyuan Conch Cement Co Ltd Cement Plant,Guangyuan Conch Cement Co Ltd [100.0%],integrated,4.4,operating,GCCT,GCCT,Cement and Concrete,n/a
cement,P100000123106,Guizhou No 6 Mine Ruian Cement Co Ltd Cement Plant,贵州六矿瑞安水泥有限公司 (Chinese),Guizhou No 6 Mine Ruian Cement Co Ltd [100.0%],China;,Guizhou,operating,2014,3.2,3.2,3.2,2.56,dry,26.169977,105.664166,26.169977,105.664166,https://www.gem.wiki/Guizhou_No_6_Mine_Ruian_Cement_Co_Ltd_Cement_Plant,no,"Guizhou, China",3.2,3.2,no,unknown,no,,贵州六矿瑞安水泥有限公司 (Chinese) [100%],exact,Guizhou No 6 Mine Ruian Cement Co Ltd Cement Plant,Guizhou No 6 Mine Ruian Cement Co Ltd [100.0%],integrated,3.2,operating,GCCT,GCCT,Cement and Concrete,n/a
