ceads_city_id,city_name_zh,city_name_clean_zh,year,emissions_mtco2,join_status,source
四川宜宾2019,四川宜宾,四川宜宾,2019,18.92604293528971,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川广元2019,四川广元,四川广元,2019,13.032378955001116,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川德阳2019,四川德阳,四川德阳,2019,10.359147328579674,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川成都2019,四川成都,四川成都,2019,59.71483492197055,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川甘孜2019,四川甘孜,四川甘孜,2019,1.487066336288941,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川眉山2019,四川眉山,四川眉山,2019,7.6383074434710165,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川绵阳2019,四川绵阳,四川绵阳,2019,14.636990407918187,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川自贡2019,四川自贡,四川自贡,2019,3.9010861259842637,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
四川遂宁2019,四川遂宁,四川遂宁,2019,5.184214277392166,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
贵州六盘水2019,贵州六盘水,贵州六盘水,2019,33.166556199895375,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
贵州安顺2019,贵州安顺,贵州安顺,2019,14.366363802327394,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
贵州贵阳2019,贵州贵阳,贵州贵阳,2019,29.88822576699794,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
贵州铜仁2019,贵州铜仁,贵州铜仁,2019,14.304728651761884,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
贵州黔东南2019,贵州黔东南,贵州黔东南,2019,16.452427381673694,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
贵州黔南2019,贵州黔南,贵州黔南,2019,18.06553845520828,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
云南文山2019,云南文山,云南文山,2019,9.192765929209537,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
云南昆明2019,云南昆明,云南昆明,2019,85.63314112995974,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
陕西商洛2019,陕西商洛,陕西商洛,2019,3.7452445987092733,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
陕西安康2019,陕西安康,陕西安康,2019,5.578357917175371,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
陕西榆林2019,陕西榆林,陕西榆林,2019,457.75671126788285,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
陕西汉中2019,陕西汉中,陕西汉中,2019,19.968185102162586,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
陕西渭南2019,陕西渭南,陕西渭南,2019,97.49123546194349,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
陕西西安2019,陕西西安,陕西西安,2019,31.92001364977174,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
甘肃兰州2019,甘肃兰州,甘肃兰州,2019,42.10931586642622,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
宁夏石嘴山2019,宁夏石嘴山,宁夏石嘴山,2019,60.90055033317886,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
宁夏银川2019,宁夏银川,宁夏银川,2019,135.87570552602506,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
新疆阿克苏2019,新疆阿克苏,新疆阿克苏,2019,20.746533044052402,legacy_join_target_crosswalked_separately,CEADs 1997-2019 290-city emission inventory
