source_dataset,pid,name,noneng-name,owner,areas,subnat,status,capacity,primprod,secprod,feedstock,latitude,longitude,url,areas-subnat-sat-display,capacity-details,capacity-table,coordinate-accuracy,coordinates,country-to-check,feedacc,iso3-code,municipality,name-search,other-plant-names-(english),other-plant-names-(other-language),owner-gem-id,owner-search,owners-noneng,region,scaling-capacity,sfid,status-legend,tracker-acro,tracker-custom,units-of-m
chemicals,P100000140064,Sinopec Anqing Ammonia Plant,中国石油化工股份有限公司安庆分公司 (Chinese),Sinopec Anqing Branch [100%],China;,Anhui,operating,30.0,ammonia,urea,crude oil,30.531335, 117.036287,https://gem.wiki/Sinopec_Anqing_Ammonia_Plant,"Anhui, China",30.0,30.0,exact,"30.531335, 117.036287",['China'],exact,CHN,Anqing,Sinopec Anqing Ammonia Plant,,,E100002018341 [100%],Sinopec Anqing Branch [100%],中国石油化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140065,Anhui JinCoal Zhongneng Chemical Company Fuyang Chemical Plant,安徽晋煤中能化工股份有限公司 (Chinese),Anhui JinCoal Zhongneng Chemical Co [100%],China;,Anhui,operating,30.0,ammonia; methanol,urea,coal,33.061070, 115.288674,https://gem.wiki/Anhui_JinCoal_Zhongneng_Chemical_Company_Fuyang_Chemical_Plant,"Anhui, China",30.0,30.0,exact,"33.061070, 115.288674",['China'],exact,CHN,Fuyang,Anhui JinCoal Zhongneng Chemical Company Fuyang Chemical Plant,,,E100002017857 [100%],Anhui JinCoal Zhongneng Chemical Co [100%],安徽晋煤中能化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140066,Anhui Haoyuan Chemical Group Fuyang Chemical Plant,昊源化工集团年产30万吨合成氨 (Chinese),Anhui Haoyuan Chemical Group Co Ltd [100%],China;,Anhui,operating,30.0,ammonia; methanol,diethanolamine; dimethyl ether; ethylene glycol; fertilizer (unknown type); hydrogen peroxide; isopropylamine; nylon 66; polyethylene terephthalate (PET); polystyrene; styrene; urea,coal,32.927186, 115.863918,https://gem.wiki/Anhui_Haoyuan_Chemical_Group_Fuyang_Chemical_Plant,"Anhui, China",30.0,30.0,exact,"32.927186, 115.863918",['China'],exact,CHN,Fuyang,Anhui Haoyuan Chemical Group Fuyang Chemical Plant,,,E100000121622 [100%],Anhui Haoyuan Chemical Group Co Ltd [100%],安徽昊源化工集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140070,China Salt Anhui Hongsquare Ammonia Plant,中盐安徽红四方股份有限公司 (Chinese),China Salt Anhui Hongsquare Co [100%],China;,Anhui,operating,30.0,ammonia,urea,coal,31.812396, 117.242071,https://gem.wiki/China_Salt_Anhui_Hongsquare_Ammonia_Plant,"Anhui, China",30.0,30.0,exact,"31.812396, 117.242071",['China'],exact,CHN,Hefei,China Salt Anhui Hongsquare Ammonia Plant,,,E100002017927 [100%],China Salt Anhui Hongsquare Co [100%],中盐安徽红四方股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140072,Anhui Zhuo Tai Chemical Plant,安徽卓泰化工科技有限公司 (Chinese),Anhui Zhuo Tai Chemical Technology Co [100%],China;,Anhui,operating,30.0,benzene; toluene; xylene,,coal,33.611373, 116.566904,https://gem.wiki/Anhui_Zhuo_Tai_Chemical_Plant,"Anhui, China",30.0,30.0,exact,"33.611373, 116.566904",['China'],exact,CHN,Huaibei,Anhui Zhuo Tai Chemical Plant,,,E100002017861 [100%],Anhui Zhuo Tai Chemical Technology Co [100%],安徽卓泰化工科技有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140073,Anhui Huaihua Chemical Plant,安徽淮化集团 (Chinese),Anhui Huaihua Group [100%],China;,Anhui,operating,30.0,ammonia; methanol,ammonium nitrate; dimethylformamide (DMF); formaldehyde; nitric acid; urea,coal,32.637197, 116.959467,https://gem.wiki/Anhui_Huaihua_Chemical_Plant,"Anhui, China",30.0,30.0,exact,"32.637197, 116.959467",['China'],exact,CHN,Huai,Anhui Huaihua Chemical Plant,,,E100002017855 [100%],Anhui Huaihua Group [100%],安徽淮化集团 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140074,Zhong'an United Coal Chemical Company Huai Methanol Plant,中安联合煤化公司煤制甲醇项目 (Chinese),Zhong An United Coal Chemical Co Ltd [100%],China;,Anhui,operating,30.0,methanol,acrylic acid; amines; aniline; caprolactam; cyclohexanone; ethylene glycol; ethylene oxide; hydrogen peroxide; hydroxylamine; methyl diphenyl diisocyanate (MDI); nitric acid; nitrobenzene; polyetherols; polyisobutylene (pib); propylene oxide; soda ash; sulfuric acid; surfactants,coal,32.702249, 116.870108,https://gem.wiki/Zhong'an_United_Coal_Chemical_Company_Huai_Methanol_Plant,"Anhui, China",30.0,30.0,approximate,"32.702249, 116.870108",['China'],exact,CHN,Huai,Zhong'an United Coal Chemical Company Huai Methanol Plant,,,E100000121657 [100%],Zhong An United Coal Chemical Co Ltd [100%],中安联合煤化有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140075,Anhui Quansheng Quanjiao Ammonia Plant,安徽泉盛化工有限公司 (Chinese),Anhui Quansheng Chemical Co [100%],China;,Anhui,operating,30.0,ammonia,urea,coal,32.547821, 117.244108,https://gem.wiki/Anhui_Quansheng_Quanjiao_Ammonia_Plant,"Anhui, China",30.0,30.0,exact,"32.547821, 117.244108",['China'],exact,CHN,Quanjiao,Anhui Quansheng Quanjiao Ammonia Plant,,,E100002017859 [100%],Anhui Quansheng Chemical Co [100%],安徽泉盛化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140076,Anhui Liuguo Tongling Ammonia Plant,安徽六国化工股份有限公司 (Chinese),Anhui Liuguo Chemical Co Ltd [100%],China;,Anhui,operating,30.0,ammonia,,,30.944805, 117.751078,https://gem.wiki/Anhui_Liuguo_Tongling_Ammonia_Plant,"Anhui, China",30.0,30.0,exact,"30.944805, 117.751078",['China'],,CHN,Tongling,Anhui Liuguo Tongling Ammonia Plant,,,E100002017858 [100%],Anhui Liuguo Chemical Co Ltd [100%],安徽六国化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140077,Anhui Huayi Wuhu Methanol Plant,安徽华谊煤制烯烃 (Chinese),Anhui Huayi Chemical Co Ltd [100%],China;,Anhui,operating,30.0,methanol,acetic acid; ethyl acetate,coal,31.375962, 118.392277,https://gem.wiki/Anhui_Huayi_Wuhu_Methanol_Plant,"Anhui, China",30.0,30.0,approximate,"31.375962, 118.392277",['China'],exact,CHN,Wuhu,Anhui Huayi Wuhu Methanol Plant,,,E100002017856 [100%],Anhui Huayi Chemical Co Ltd [100%],安徽华谊化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140078,Anhui Sierte Fertilizer Xuancheng Ammonia Plant,安徽省司尔特肥业股份有限公司 (Chinese),Anhui Sierte Fertilizer Industry Ltd Company [100%],China;,Anhui,operating,30.0,ammonia,urea,,30.605829, 118.968356,https://gem.wiki/Anhui_Sierte_Fertilizer_Xuancheng_Ammonia_Plant,"Anhui, China",30.0,30.0,exact,"30.605829, 118.968356",['China'],,CHN,Xuancheng,Anhui Sierte Fertilizer Xuancheng Ammonia Plant,,,E100002017860 [100%],Anhui Sierte Fertilizer Industry Ltd Company [100%],安徽省司尔特肥业股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140080,China Coal Energy Beijing Ammonia Plant,中国中煤能源股份有限公司 (Chinese),China Coal Energy Co [100%],China;,Beijing,operating,30.0,ammonia,,coal,40.143386, 116.437670,https://gem.wiki/China_Coal_Energy_Beijing_Ammonia_Plant,"Beijing, China",30.0,30.0,exact,"40.143386, 116.437670",['China'],exact,CHN,Beijing,China Coal Energy Beijing Ammonia Plant,,,E100001000398 [100%],China Coal Energy Co [100%],中国中煤能源股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140081,Sinopec Beijing Yanshan Petrochemical Refinery,北京燕山集联石油化工有限公司 (Chinese),Sinopec Beijing Yanshan Petrochemical Co Ltd [100%],China;,Beijing,operating,30.0,ethylene; propylene,,,39.730429, 115.966988,https://gem.wiki/Sinopec_Beijing_Yanshan_Petrochemical_Refinery,"Beijing, China",30.0,30.0,exact,"39.730429, 115.966988",['China'],,CHN,Fangshan,Sinopec Beijing Yanshan Petrochemical Refinery,,,E100002018344 [100%],Sinopec Beijing Yanshan Petrochemical Co Ltd [100%],北京燕山集联石油化工有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0001,operating,GChI,GChI,n/a
chemicals,P100000140082,Chongqing Jianfeng Industrial Group Changshou Ammonia Plant,重庆建峰工业集团有限公司 (Chinese),Chongqing Jianfeng Industrial Group Co Ltd [100%],China;,Chongqing,operating,30.0,ammonia,1;4-butanediol (BDO); melamine; polytetrahydrofuran; urea,natural gas,29.822772, 107.054383,https://gem.wiki/Chongqing_Jianfeng_Industrial_Group_Changshou_Ammonia_Plant,"Chongqing, China",30.0,30.0,exact,"29.822772, 107.054383",['China'],exact,CHN,Changshou,Chongqing Jianfeng Industrial Group Changshou Ammonia Plant,,,E100002017931 [100%],Chongqing Jianfeng Industrial Group Co Ltd [100%],重庆建峰工业集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140084,Chongqing Sanling Fertilizer Changshou Ammonia Plant,重庆市三灵化肥责任有限公司 (Chinese),Chongqing Sanling Fertilizer Liability Co [100%],China;,Chongqing,operating,30.0,ammonia,fertilizer (unknown type),,29.821641, 107.056497,https://gem.wiki/Chongqing_Sanling_Fertilizer_Changshou_Ammonia_Plant,"Chongqing, China",30.0,30.0,exact,"29.821641, 107.056497",['China'],,CHN,Changshou,Chongqing Sanling Fertilizer Changshou Ammonia Plant,,,E100002017934 [100%],Chongqing Sanling Fertilizer Liability Co [100%],重庆市三灵化肥责任有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140085,Chongqing Cabela Chemical Changshou Methanol Plant,重庆卡贝乐化工建成年产85万吨天然气制甲醇项目 (Chinese),Chongqing Cabela Chemical Co [100%],China;,Chongqing,operating,30.0,methanol,,natural gas,29.824526, 107.049717,https://gem.wiki/Chongqing_Cabela_Chemical_Changshou_Methanol_Plant,"Chongqing, China",30.0,30.0,approximate,"29.824526, 107.049717",['China'],exact,CHN,Changshou,Chongqing Cabela Chemical Changshou Methanol Plant,,,E100002017930 [100%],Chongqing Cabela Chemical Co [100%],重庆卡贝乐化工有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140087,Sinochem Chongqing Fuling Chongqing Ammonia Plant,中化重庆涪陵化工有限公司 (Chinese),Sinochem Chongqing Fuling Chemical Co Ltd [100%],China;,Chongqing,operating,30.0,ammonia,urea,,29.707164, 107.391811,https://gem.wiki/Sinochem_Chongqing_Fuling_Chongqing_Ammonia_Plant,"Chongqing, China",30.0,30.0,exact,"29.707164, 107.391811",['China'],,CHN,Chongqing,Sinochem Chongqing Fuling Chongqing Ammonia Plant,,,E100002018335 [100%],Sinochem Chongqing Fuling Chemical Co Ltd [100%],中化重庆涪陵化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140088,Chongqing Wanlilai Hechuan Ammonia Plant,重庆市万利来有限公司 (Chinese),Chongqing Wanlilai Co [100%],China;,Chongqing,operating,30.0,ammonia,,natural gas,30.276221, 105.836259,https://gem.wiki/Chongqing_Wanlilai_Hechuan_Ammonia_Plant,"Chongqing, China",30.0,30.0,exact,"30.276221, 105.836259",['China'],exact,CHN,Hechuan,Chongqing Wanlilai Hechuan Ammonia Plant,,,E100002017935 [100%],Chongqing Wanlilai Co [100%],重庆市万利来有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140089,Chongqing Jiangbei Fertilizer Plant,重庆江北化肥有限公司 (Chinese),Chongqing Jiangbei Fertilizer Co [100%],China;,Chongqing,operating,30.0,ammonia,fertilizer (unknown type),,29.712804, 106.628194,https://gem.wiki/Chongqing_Jiangbei_Fertilizer_Plant,"Chongqing, China",30.0,30.0,exact,"29.712804, 106.628194",['China'],,CHN,Jiangbei,Chongqing Jiangbei Fertilizer Plant,,,E100002017932 [100%],Chongqing Jiangbei Fertilizer Co [100%],重庆江北化肥有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140090,Jiangjin Hefeng Chemical Plant,江津市禾丰化工有限公司 (Chinese),Jiangjin Hefeng Chemical Co [100%],China;,Chongqing,operating,30.0,ammonia,urea,natural gas,29.257084, 106.286708,https://gem.wiki/Jiangjin_Hefeng_Chemical_Plant,"Chongqing, China",30.0,30.0,exact,"29.257084, 106.286708",['China'],exact,CHN,Jiangjin,Jiangjin Hefeng Chemical Plant,,,E100002018081 [100%],Jiangjin Hefeng Chemical Co [100%],江津市禾丰化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140091,Chongqing Kaiyuan Lianping Ammonia Plant,重庆开元化工有限公司 (Chinese),Chongqing Kaiyuan Chemical Co [100%],China;,Chongqing,operating,30.0,ammonia,urea,,30.640106, 107.563707,https://gem.wiki/Chongqing_Kaiyuan_Lianping_Ammonia_Plant,"Chongqing, China",30.0,30.0,exact,"30.640106, 107.563707",['China'],,CHN,Lianping,Chongqing Kaiyuan Lianping Ammonia Plant,,,E100002017933 [100%],Chongqing Kaiyuan Chemical Co [100%],重庆开元化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140092,Fujian Shenyuan New Materials Plant,福建申远新材料有限公司 (Chinese),Fujian Shenyuan New Materials Co Ltd [100%],China;,Fujian,operating,30.0,ammonia,,coal,26.331331, 119.746572,https://gem.wiki/Fujian_Shenyuan_New_Materials_Plant,"Fujian, China",30.0,30.0,exact,"26.331331, 119.746572",['China'],exact,CHN,Fuzhou,Fujian Shenyuan New Materials Plant,,,E100002017967 [100%],Fujian Shenyuan New Materials Co Ltd [100%],福建申远新材料有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140093,Fujian Refining and Petrochemical Quanzhou Complex,福建联合石油化工有限公司 (Chinese),Fujian Refining and Petrochemical Company Limited [100%],China;,Fujian,operating,30.0,ethylene,,,25.176412, 118.946508,https://gem.wiki/Fujian_Refining_and_Petrochemical_Quanzhou_Complex,"Fujian, China",30.0,30.0,exact,"25.176412, 118.946508",['China'],,CHN,Quanzhou,Fujian Refining and Petrochemical Quanzhou Complex,,,E100002013808 [100%],Fujian Refining and Petrochemical Company Limited [100%],福建联合石油化工有限公司 (FREP) (Chinese),Asia Pacific,30.0,GEPDCHN0002,operating,GChI,GChI,n/a
chemicals,P100000140094,Sinochem Quanzhou Petrochemical Plant,中化泉州石化有限公司 (Chinese),Sinochem Quanzhou Petrochemical Co Ltd [100%],China;,Fujian,operating,30.0,ethylene; toluene; xylene,butadiene; c5 fraction; c9 fraction; ethylene glycol; ethylene oxide; ethylene-vinyl acetate (EVA); polyethylene; polypropylene; propylene oxide; styrene,crude oil,25.052259, 118.884786,https://gem.wiki/Sinochem_Quanzhou_Petrochemical_Plant,"Fujian, China",30.0,30.0,exact,"25.052259, 118.884786",['China'],exact,CHN,Quanzhou,Sinochem Quanzhou Petrochemical Plant,,,E100000127114 [100%],Sinochem Quanzhou Petrochemical Co Ltd [100%],中化泉州石化有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0003,operating,GChI,GChI,n/a
chemicals,P100000140100,Gulei Petrochemical Zhangzhou Complex,福建福化古雷石油化工有限公司 (Chinese),Gulei Petrochemical [100%],China;,Fujian,operating,30.0,ethylene,ethylene glycol; polypropylene; styrene,naphtha,23.822046, 117.611568,https://gem.wiki/Gulei_Petrochemical_Zhangzhou_Complex,"Fujian, China",30.0,30.0,exact,"23.822046, 117.611568",['China'],exact,CHN,Zhangzhou,Gulei Petrochemical Zhangzhou Complex,,,E100002017986 [100%],Gulei Petrochemical [100%],福建福化古雷石油化工有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0007,operating,GChI,GChI,n/a
chemicals,P100000140101,Fujian Fuhaitron Petrochemical Zhangzhou Plant,福建福海创石油化工有限公司 (Chinese),Fujian Fuhaitron Petrochemical Co [100%],China;,Fujian,operating,30.0,xylene,,,23.800225, 117.630474,https://gem.wiki/Fujian_Fuhaitron_Petrochemical_Zhangzhou_Plant,"Fujian, China",30.0,30.0,exact,"23.800225, 117.630474",['China'],,CHN,Zhangzhou,Fujian Fuhaitron Petrochemical Zhangzhou Plant,,,E100002017966 [100%],Fujian Fuhaitron Petrochemical Co [100%],福建福海创石油化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140102,Gansu Jingmei Energy Baiyin Coal Gasification Chemical Plant,靖远煤电清洁高效气化气综合利用（搬迁改造）项目 (Chinese),Gansu Jingmei Energy Company Ltd [100%],China;,Gansu,operating,30.0,ammonia; methanol,liquid oxygen; melamine; nitric acid; sulfur; urea,coal,36.726122, 104.857417,https://gem.wiki/Gansu_Jingmei_Energy_Baiyin_Coal_Gasification_Chemical_Plant,"Gansu, China",30.0,30.0,approximate,"36.726122, 104.857417",['China'],exact,CHN,Baiyin,Gansu Jingmei Energy Baiyin Coal Gasification Chemical Plant,,,E100002017972 [100%],Gansu Jingmei Energy Company Ltd [100%],甘肃靖煤能源有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140103,Gansu Nenghua Jinchang Energy Chemical Plant,甘肃能化金昌能源化工开发有限公司 (Chinese),Gansu Nenghua Jinchang Energy Chemical Development Co [100%],China;,Gansu,operating,30.0,ammonia,,coal,38.425855, 102.060862,https://gem.wiki/Gansu_Nenghua_Jinchang_Energy_Chemical_Plant,"Gansu, China",30.0,30.0,exact,"38.425855, 102.060862",['China'],exact,CHN,Jinchang,Gansu Nenghua Jinchang Energy Chemical Plant,,,E100002017974 [100%],Gansu Nenghua Jinchang Energy Chemical Development Co [100%],甘肃能化金昌能源化工开发有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140104,Gansu Meirun New Materials Technology Jiuquan Chemical Plant,甘肃美润新材料科技有限公司 (Chinese),Gansu Meirun New Materials Technology Co Ltd [100%],China;,Gansu,operating,30.0,xylene,,,39.823450, 97.593061,https://gem.wiki/Gansu_Meirun_New_Materials_Technology_Jiuquan_Chemical_Plant,"Gansu, China",30.0,30.0,exact,"39.823450, 97.593061",['China'],,CHN,Jiuquan,Gansu Meirun New Materials Technology Jiuquan Chemical Plant,,,E100002017973 [100%],Gansu Meirun New Materials Technology Co Ltd [100%],甘肃美润新材料科技有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140105,Lanzhou Petrochemical Complex,中国石油兰州石油化工有限公司 (Chinese),China National Petroleum Corporation Lanzhou Petrochemical Company Limited [100%],China;,Gansu,operating,30.0,ethylene; ammonia,catalyst; fertilizer (unknown type); polypropylene; synthetic resin; synthetic rubber,crude oil,36.119795, 103.602442,https://gem.wiki/Lanzhou_Petrochemical_Complex,"Gansu, China",30.0,30.0,exact,"36.119795, 103.602442",['China'],exact,CHN,Lanzhou,Lanzhou Petrochemical Complex,,,E100002017926 [100%],China National Petroleum Corporation Lanzhou Petrochemical Company Limited [100%],中国石油兰州石油化工有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0008,operating,GChI,GChI,n/a
chemicals,P100000140106,Zhenyuan County Hydrogen-to-Methanol Plant,镇原县制氢制甲醇及重卡一体科技园项目 (Chinese),State Power Investment Wuling Power Beijing Branch [100%],China;,Gansu,operating,30.0,methanol,,,35.668400, 107.216074,https://gem.wiki/Zhenyuan_County_Hydrogen-to-Methanol_Plant,"Gansu, China",30.0,30.0,approximate,"35.668400, 107.216074",['China'],,CHN,Zhenyuan,Zhenyuan County Hydrogen-to-Methanol Plant,,,E100002018364 [100%],State Power Investment Wuling Power Beijing Branch [100%],国家电投五凌电力北京分公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140107,Sinopec Guangzhou Petrochemical Plant,广州化工集团有限公司 (Chinese),Sinopec Guangzhou Petrochemical Company [100%],China;,Guangdong,operating,30.0,ethylene,,,23.122089, 113.471865,https://gem.wiki/Sinopec_Guangzhou_Petrochemical_Plant,"Guangdong, China",30.0,30.0,exact,"23.122089, 113.471865",['China'],,CHN,Guangzhou,Sinopec Guangzhou Petrochemical Plant,,,E100002018346 [100%],Sinopec Guangzhou Petrochemical Company [100%],广州化工集团有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0009,operating,GChI,GChI,n/a
chemicals,P100000140108,CNOOC Huizhou Petrochemical Plant,中海油惠州石化有限公司 (Chinese),CNOOC Huizhou Petrochemical Co Ltd [100%],China;,Guangdong,operating,30.0,aromatics (unknown type),,crude oil,22.743637, 114.536439,https://gem.wiki/CNOOC_Huizhou_Petrochemical_Plant,"Guangdong, China",30.0,30.0,exact,"22.743637, 114.536439",['China'],exact,CHN,Huizhou,CNOOC Huizhou Petrochemical Plant,,,E100002017910 [100%],CNOOC Huizhou Petrochemical Co Ltd [100%],中海油惠州石化有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140109,CNOOC and Shell Petrochemicals Huizhou Complex,广东省南海化工总厂有限公司 (Chinese),CNOOC and Shell Petrochemicals Company Ltd [100%],China;,Guangdong,operating,30.0,ethylene; butadiene,ethylene oxide; polypropylene; propylene oxide; styrene monomer,naphtha,22.758958, 114.602923,https://gem.wiki/CNOOC_and_Shell_Petrochemicals_Huizhou_Complex,"Guangdong, China",30.0,30.0,exact,"22.758958, 114.602923",['China'],exact,CHN,Huizhou,CNOOC and Shell Petrochemicals Huizhou Complex,,,E100002017913 [100%],CNOOC and Shell Petrochemicals Company Ltd [100%],广东省南海化工总厂有限公司 (CSPC) (Chinese),Asia Pacific,30.0,GEPDCHN0010,operating,GChI,GChI,n/a
chemicals,P100000140110,CNOOC Huizhou Branch Refinery,中海石油炼化有限责任公司惠州炼油分公司 (Chinese),CNOOC Refinery Co Ltd Huizhou Refinery Branch [100%],China;,Guangdong,operating,30.0,ethylene; benzene,polypropylene,crude oil,22.740397, 114.470720,https://gem.wiki/CNOOC_Huizhou_Branch_Refinery,"Guangdong, China",30.0,30.0,approximate,"22.740397, 114.470720",['China'],exact,CHN,Huizhou,CNOOC Huizhou Branch Refinery,,,E100002017911 [100%],CNOOC Refinery Co Ltd Huizhou Refinery Branch [100%],中海石油炼化有限责任公司惠州炼油分公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140114,Huizhou Daya Bay Petrochemical Plant,惠州大亚湾石化工业区发展集团有限公司 (Chinese),Huizhou Daya Bay Petrochemical Industrial Zone Development Group Co Ltd [100%],China;,Guangdong,operating,30.0,ethylene; propylene,,naphtha,22.737592, 114.570265,https://gem.wiki/Huizhou_Daya_Bay_Petrochemical_Plant,"Guangdong, China",30.0,30.0,exact,"22.737592, 114.570265",['China'],exact,CHN,Huizhou,Huizhou Daya Bay Petrochemical Plant,,,E100002018043 [100%],Huizhou Daya Bay Petrochemical Industrial Zone Development Group Co Ltd [100%],惠州大亚湾石化工业区发展集团有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0011,operating,GChI,GChI,n/a
chemicals,P100000140115,Boluo Xiangfeng Jingxi Huizhou Chemical Plant,博罗县湘沣精细化工有限公司 (Chinese),Boluo Xiangfeng Jingxi Chemical Industry Limited Company [100%],China;,Guangdong,operating,30.0,xylene,,,23.219179, 114.416969,https://gem.wiki/Boluo_Xiangfeng_Jingxi_Huizhou_Chemical_Plant,"Guangdong, China",30.0,30.0,exact,"23.219179, 114.416969",['China'],,CHN,Huizhou,Boluo Xiangfeng Jingxi Huizhou Chemical Plant,,,E100002017899 [100%],Boluo Xiangfeng Jingxi Chemical Industry Limited Company [100%],博罗县湘沣精细化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140116,CNPC Guangdong Petrochemical Jieyang Complex,广东石化有限责任公司 (Chinese),CNPC Guangdong Petrochemical [100%],China;,Guangdong,operating,30.0,ethylene; butadiene,high-density polyethylene (HDPE); linear low-density polyethylene (LLDPE); polypropylene; styrene monomer,crude oil; naphtha,22.949659, 116.212223,https://gem.wiki/CNPC_Guangdong_Petrochemical_Jieyang_Complex,"Guangdong, China",30.0,30.0,exact,"22.949659, 116.212223",['China'],exact,CHN,Jieyang,CNPC Guangdong Petrochemical Jieyang Complex,,,E100002017914 [100%],CNPC Guangdong Petrochemical [100%],中国石化广东石油分公司 (Chinese),Asia Pacific,30.0,GEPDCHN0015,operating,GChI,GChI,n/a
chemicals,P100000140118,Sinopec Maoming Petrochemical Plant,中国石化集团茂名石油化工有限公司 (Chinese),Sinopec Maoming Petrochemical Company [100%],China;,Guangdong,operating,30.0,ethylene; propylene; butadiene; xylene,polyethylene; polypropylene; rubber; styrene,crude oil,21.675491, 110.890649,https://gem.wiki/Sinopec_Maoming_Petrochemical_Plant,"Guangdong, China",30.0,30.0,exact,"21.675491, 110.890649",['China'],exact,CHN,Maoming,Sinopec Maoming Petrochemical Plant,,,E100002004456 [100%],Sinopec Maoming Petrochemical Company [100%],中国石化集团茂名石油化工有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0016,operating,GChI,GChI,n/a
chemicals,P100000140119,Donghua Energy Maoming Chemical Plant,东华能源股份有限公司茂名基地 (Chinese),Donghua Energy [100%],China;,Guangdong,operating,30.0,propylene,polypropylene,methane,21.658807, 110.956251,https://gem.wiki/Donghua_Energy_Maoming_Chemical_Plant,"Guangdong, China",30.0,30.0,approximate,"21.658807, 110.956251",['China'],exact,CHN,Maoming,Donghua Energy Maoming Chemical Plant,,,E100002017949 [100%],Donghua Energy [100%],东华能源股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140121,Sinopec Zhanjiang Dongxing Petrochemical Plant,中国石化湛江东兴石油化工有限公司 (Chinese),Sinopec Zhanjiang Dongxing Petrochemical Co Ltd [100%],China;,Guangdong,operating,30.0,benzene; xylene,polypropylene,crude oil,21.168338, 110.384642,https://gem.wiki/Sinopec_Zhanjiang_Dongxing_Petrochemical_Plant,"Guangdong, China",30.0,30.0,exact,"21.168338, 110.384642",['China'],exact,CHN,Zhanjiang,Sinopec Zhanjiang Dongxing Petrochemical Plant,,,E100002018356 [100%],Sinopec Zhanjiang Dongxing Petrochemical Co Ltd [100%],中国石化湛江东兴石油化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
