source_dataset,pid,name,noneng-name,owner,areas,subnat,status,capacity,primprod,secprod,feedstock,latitude,longitude,url,areas-subnat-sat-display,capacity-details,capacity-table,coordinate-accuracy,coordinates,country-to-check,feedacc,iso3-code,municipality,name-search,other-plant-names-(english),other-plant-names-(other-language),owner-gem-id,owner-search,owners-noneng,region,scaling-capacity,sfid,status-legend,tracker-acro,tracker-custom,units-of-m
chemicals,P100000140171,Anda Hongda Acetylene Gas Manufacturing Chemical Plant,安达市鸿达乙炔气制造有限责任公司 (Chinese),Anda Hongda Acetylene Gas Manufacturing Co [100%],China;,Heilongjiang,operating,30.0,xylene,,,46.447525, 125.390179,https://gem.wiki/Anda_Hongda_Acetylene_Gas_Manufacturing_Chemical_Plant,"Heilongjiang, China",30.0,30.0,exact,"46.447525, 125.390179",['China'],,CHN,Suihua,Anda Hongda Acetylene Gas Manufacturing Chemical Plant,,,E100002017853 [100%],Anda Hongda Acetylene Gas Manufacturing Co [100%],安达市鸿达乙炔气制造有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140172,Anyang Zhongying Fertilizer Plant,安阳中盈化肥有限公司 (Chinese),Anyang Zhongying Fertilizer Co Ltd [100%],China;,He,operating,30.0,ammonia,urea,coal,35.540047, 114.578330,https://gem.wiki/Anyang_Zhongying_Fertilizer_Plant,"He, China",30.0,30.0,exact,"35.540047, 114.578330",['China'],exact,CHN,Anyang,Anyang Zhongying Fertilizer Plant,,,E100002017864 [100%],Anyang Zhongying Fertilizer Co Ltd [100%],安阳中盈化肥有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140173,Anyang Chemical Industry Group Ammonia Plant,安阳化学工业集团有限责任公司 (Chinese),Anyang Chemical Industry Group Co [100%],China;,He,operating,30.0,ammonia,,coal,36.114200, 114.114140,https://gem.wiki/Anyang_Chemical_Industry_Group_Ammonia_Plant,"He, China",30.0,30.0,exact,"36.114200, 114.114140",['China'],exact,CHN,Anyang,Anyang Chemical Industry Group Ammonia Plant,,,E100002017863 [100%],Anyang Chemical Industry Group Co [100%],安阳化学工业集团有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140174,He Yutian Chemical Plant,河南宇天化工有限公司 (Chinese),He Yutian Chemical Co [100%],China;,He,operating,30.0,benzene; toluene; xylene,,coal,36.220950, 114.055818,https://gem.wiki/He_Yutian_Chemical_Plant,"He, China",30.0,30.0,exact,"36.220950, 114.055818",['China'],exact,CHN,Anyang,He Yutian Chemical Plant,,,E100002018020 [100%],He Yutian Chemical Co [100%],河南宇天化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140175,He Shuncheng Group Methanol Plant,吉利控股集团和河南顺成集团十万吨级绿色低碳甲醇项目 (Chinese),He Shuncheng Group Energy Technology Co [100%],China;,He,operating,30.0,methanol,liquefied natural gas (LNG),carbon dioxide; coke oven gas,36.218229, 114.054523,https://gem.wiki/He_Shuncheng_Group_Methanol_Plant,"He, China",30.0,30.0,exact,"36.218229, 114.054523",['China'],exact,CHN,Anyang,He Shuncheng Group Methanol Plant,,,E100002018018 [100%],He Shuncheng Group Energy Technology Co [100%],河南省顺成集团能源科技有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140177,He Energy Group Hebi Coal-to-Methanol Plant,河南能源集团鹤壁园区甲醇项目 (Chinese),He Energy Chemical Group Hebi Coal Chemical Co [100%],China;,He,operating,30.0,methanol,,coal,35.769274, 114.303817,https://gem.wiki/He_Energy_Group_Hebi_Coal-to-Methanol_Plant,"He, China",30.0,30.0,approximate,"35.769274, 114.303817",['China'],exact,CHN,Hebi,He Energy Group Hebi Coal-to-Methanol Plant,,,E100002018010 [100%],He Energy Chemical Group Hebi Coal Chemical Co [100%],河南能源化工集团鹤壁煤化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140178,He Jinshan Ammonia Plant,河南金山化工集团 (Chinese),He Jinshan Chemical Group [100%],China;,He,operating,30.0,ammonia,,coal,34.775133, 113.720399,https://gem.wiki/He_Jinshan_Ammonia_Plant,"He, China",30.0,30.0,exact,"34.775133, 113.720399",['China'],exact,CHN,Jiaozuo,He Jinshan Ammonia Plant,,,E100002018015 [100%],He Jinshan Chemical Group [100%],河南金山化工集团 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140179,He Jinkai Chemical Investment Ammonia Plant,河南晋开化工投资控股集团有限公司 (Chinese),He Jinkai Chemical Investment Holding Group Co [100%],China;,He,operating,30.0,ammonia,urea,coal,34.764047, 114.486738,https://gem.wiki/He_Jinkai_Chemical_Investment_Ammonia_Plant,"He, China",30.0,30.0,exact,"34.764047, 114.486738",['China'],exact,CHN,Kaifeng,He Jinkai Chemical Investment Ammonia Plant,,,E100002018013 [100%],He Jinkai Chemical Investment Holding Group Co [100%],河南晋开化工投资控股集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140180,He Jindadi Lianjian Ammonia Plant,河南金大地联碱绿色转型（五期）项目60万吨合成氨 (Chinese),He Jindadi Chemical Industry Co Ltd [100%],China;,He,operating,30.0,ammonia,ammonium chloride,coal,33.424123, 113.620271,https://gem.wiki/He_Jindadi_Lianjian_Ammonia_Plant,"He, China",30.0,30.0,exact,"33.424123, 113.620271",['China'],exact,CHN,Luohe,He Jindadi Lianjian Ammonia Plant,,,E100002018012 [100%],He Jindadi Chemical Industry Co Ltd [100%],河南金大地化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140181,Sinopec He Refining and Chemicals Plant,洛阳石化百万吨乙烯项目 (Chinese),Sinopec (He) Refining & Chemicals Co [100%],China;,He,operating,30.0,ethylene,,,34.910591, 112.603382,https://gem.wiki/Sinopec_He_Refining_and_Chemicals_Plant,"He, China",30.0,30.0,approximate,"34.910591, 112.603382",['China'],,CHN,Luoyang,Sinopec He Refining and Chemicals Plant,,,E100002018340 [100%],Sinopec (He) Refining & Chemicals Co [100%],中石化(河南)炼油化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140182,Luoyang Refining and Jiuyuan Petrochemical Plant,洛阳炼化九源石化有限公司 (Chinese),Luoyang Refining & Jiuyuan Petrochemical Co [100%],China;,He,operating,30.0,xylene,,,34.909407, 112.591966,https://gem.wiki/Luoyang_Refining_and_Jiuyuan_Petrochemical_Plant,"He, China",30.0,30.0,approximate,"34.909407, 112.591966",['China'],,CHN,Luoyang,Luoyang Refining and Jiuyuan Petrochemical Plant,,,E100002018143 [100%],Luoyang Refining & Jiuyuan Petrochemical Co [100%],洛阳炼化九源石化有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140183,He Shenma Hydrogen Ammonia Plant,河南神马氢化学有限责任公司 (Chinese),He Shenma Hydrogen Chemical Co [100%],China;,He,operating,30.0,ammonia,,coal,33.759770, 113.356906,https://gem.wiki/He_Shenma_Hydrogen_Ammonia_Plant,"He, China",30.0,30.0,approximate,"33.759770, 113.356906",['China'],exact,CHN,Pingdingshan,He Shenma Hydrogen Ammonia Plant,,,E100002018017 [100%],He Shenma Hydrogen Chemical Co [100%],河南神马氢化学有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140184,He Shenghongxiang Chemical Plant,河南盛鸿翔化工有限公司 (Chinese),He Shenghongxiang Chemical Co Ltd [100%],China;,He,operating,30.0,benzene; toluene,,,33.729183, 113.404987,https://gem.wiki/He_Shenghongxiang_Chemical_Plant,"He, China",30.0,30.0,exact,"33.729183, 113.404987",['China'],,CHN,Pingdingshan,He Shenghongxiang Chemical Plant,,,E100002018016 [100%],He Shenghongxiang Chemical Co Ltd [100%],河南盛鸿翔化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140185,He Zhongyuan Dahua Chemical Plant,河南中原大化集团有限责任公司 (Chinese),He Zhongyuan Dahua Group Co Ltd [100%],China;,He,operating,30.0,ammonia; methanol,,coal,35.750940, 114.975762,https://gem.wiki/He_Zhongyuan_Dahua_Chemical_Plant,"He, China",30.0,30.0,exact,"35.750940, 114.975762",['China'],exact,CHN,Puyang,He Zhongyuan Dahua Chemical Plant,,,E100002018021 [100%],He Zhongyuan Dahua Group Co Ltd [100%],河南中原大化集团有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140186,Sinopec Zhongyuan Puyang Refinery,中国石化中原石油化工有限责任公司 (Chinese),Sinopec Zhongyuan Petrochemical Corp Ltd [100%],China;,He,operating,30.0,ethylene; benzene,butene-1; hydrogen; methyl tert-butyl ether (MTBE); polyethylene; polypropylene,,35.764695, 114.979329,https://gem.wiki/Sinopec_Zhongyuan_Puyang_Refinery,"He, China",30.0,30.0,exact,"35.764695, 114.979329",['China'],,CHN,Puyang,Sinopec Zhongyuan Puyang Refinery,,,E100002018357 [100%],Sinopec Zhongyuan Petrochemical Corp Ltd [100%],中国石化中原石油化工有限责任公司 (Chinese),Asia Pacific,30.0,GEPDCHN0022,operating,GChI,GChI,n/a
chemicals,P100000140189,He Jinkai Group Yanhua Chemical Plant,延化公司年产60万吨合成氨80万吨尿素及其配套装置建设项目 (Chinese),He Jinkai Group Yanhua Chemical Co [100%],China;,He,operating,30.0,ammonia; methanol,urea,coal,35.140712, 114.186975,https://gem.wiki/He_Jinkai_Group_Yanhua_Chemical_Plant,"He, China",30.0,30.0,exact,"35.140712, 114.186975",['China'],exact,CHN,Xinxiang,He Jinkai Group Yanhua Chemical Plant,,,E100002018014 [100%],He Jinkai Group Yanhua Chemical Co [100%],河南晋开集团延化化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140190,He Xinlianxin Chemical Group Methanol Plant,河南心连心化学工业集团股份有限公司 (Chinese),He Xinlianxin Chemical Industry Group Co [100%],China;,He,operating,30.0,methanol,,,35.241295, 113.901937,https://gem.wiki/He_Xinlianxin_Chemical_Group_Methanol_Plant,"He, China",30.0,30.0,exact,"35.241295, 113.901937",['China'],,CHN,Xinxiang,He Xinlianxin Chemical Group Methanol Plant,,,E100002018019 [100%],He Xinlianxin Chemical Industry Group Co [100%],河南心连心化学工业集团股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140193,Xuchang Longi Bioenergy Methanol Plant,许昌隆基生物能源有限公司年产12万吨绿色甲醇项目 (Chinese),Xuchang Longi Bioenergy Co [100%],China;,He,operating,30.0,methanol,,,33.871754, 113.494693,https://gem.wiki/Xuchang_Longi_Bioenergy_Methanol_Plant,"He, China",30.0,30.0,approximate,"33.871754, 113.494693",['China'],,CHN,Xuchang,Xuchang Longi Bioenergy Methanol Plant,,,E100002018404 [100%],Xuchang Longi Bioenergy Co [100%],许昌隆基生物能源有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140194,He Energy Group Yima Park Methanol Plant,河南能源集团义马园区甲醇项目 (Chinese),He Energy Group Co [100%],China;,He,operating,30.0,methanol,,coal,34.716858, 111.908166,https://gem.wiki/He_Energy_Group_Yima_Park_Methanol_Plant,"He, China",30.0,30.0,approximate,"34.716858, 111.908166",['China'],exact,CHN,Yima,He Energy Group Yima Park Methanol Plant,,,E100002018011 [100%],He Energy Group Co [100%],河南能源集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140195,He Energy Group Yongcheng Park Methanol Plant,河南能源集团永城园区甲醇项目 (Chinese),He Energy Group Co [100%],China;,He,operating,30.0,methanol,,coal,33.900407, 116.424383,https://gem.wiki/He_Energy_Group_Yongcheng_Park_Methanol_Plant,"He, China",30.0,30.0,approximate,"33.900407, 116.424383",['China'],exact,CHN,Yongcheng,He Energy Group Yongcheng Park Methanol Plant,,,E100002018011 [100%],He Energy Group Co [100%],河南能源集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140196,Gongyi Kai Shun Chemical Plant,巩义市凯舜化工有限公司 (Chinese),Gongyi Kai Shun Chemical Co Ltd [100%],China;,He,operating,30.0,benzene; toluene; xylene,,,34.686331, 112.969163,https://gem.wiki/Gongyi_Kai_Shun_Chemical_Plant,"He, China",30.0,30.0,exact,"34.686331, 112.969163",['China'],,CHN,Zhengzhou,Gongyi Kai Shun Chemical Plant,,,E100002017977 [100%],Gongyi Kai Shun Chemical Co Ltd [100%],巩义市凯舜化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140197,Haohua Junhua Group Ammonia Plant,昊华骏化集团股份有限公司 (Chinese),Haohua Junhua Group Co Ltd [100%],China;,He,operating,30.0,ammonia,urea,,32.965035, 114.065094,https://gem.wiki/Haohua_Junhua_Group_Ammonia_Plant,"He, China",30.0,30.0,exact,"32.965035, 114.065094",['China'],,CHN,Zhumadian,Haohua Junhua Group Ammonia Plant,,,E100002018001 [100%],Haohua Junhua Group Co Ltd [100%],昊华骏化集团股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140198,China Garments Ammonia Plant,新洋丰农业科技股份有限公司 (Chinese),China Garments Co Ltd [100%],China;,Hubei,operating,30.0,ammonia,,,31.237130, 112.223579,https://gem.wiki/China_Garments_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"31.237130, 112.223579",['China'],,CHN,Jingmen,China Garments Ammonia Plant,,,E100002017925 [100%],China Garments Co Ltd [100%],新洋丰农业科技股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140201,Wuhan Yangpu Chemical Plant,武汉市洋浦化工原料有限公司 (Chinese),Wuhan Yangpu Chemical Material Co Ltd [100%],China;,Hubei,operating,30.0,benzene,,,30.597780, 114.141280,https://gem.wiki/Wuhan_Yangpu_Chemical_Plant,"Hubei, China",30.0,30.0,exact,"30.597780, 114.141280",['China'],,CHN,Wuhan,Wuhan Yangpu Chemical Plant,,,E100002018397 [100%],Wuhan Yangpu Chemical Material Co Ltd [100%],武汉市洋浦化工原料有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140203,Sinopec-SK Wuhan Petrochemical Plant,中韩（武汉）石化 (Chinese),Sinopec-SK Petrochemical Co Ltd [100%],China;,Hubei,operating,30.0,ethylene; butadiene,polyethylene; polypropylene,,30.637143, 114.510974,https://gem.wiki/Sinopec-SK_Wuhan_Petrochemical_Plant,"Hubei, China",30.0,30.0,exact,"30.637143, 114.510974",['China'],,CHN,Wuhan,Sinopec-SK Wuhan Petrochemical Plant,,,E100002018358 [100%],Sinopec-SK Petrochemical Co Ltd [100%],中韩（武汉）石油化工有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0023,operating,GChI,GChI,n/a
chemicals,P100000140204,Wuhan Evergreen Chemical Plant,武汉市常青化工有限责任公司 (Chinese),Wuhan Evergreen Chemical Co Ltd [100%],China;,Hubei,operating,30.0,toluene,,,30.612370, 114.137859,https://gem.wiki/Wuhan_Evergreen_Chemical_Plant,"Hubei, China",30.0,30.0,exact,"30.612370, 114.137859",['China'],,CHN,Wuhan,Wuhan Evergreen Chemical Plant,,,E100002018396 [100%],Wuhan Evergreen Chemical Co Ltd [100%],武汉市常青化工有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140205,Hubei Wuxue Xiangyun Ammonia Plant,湖北武穴祥云化工有限公司（简称：祥云化工） (Chinese),Hubei Wuxue Xiangyun Chemical Co [100%],China;,Hubei,operating,30.0,ammonia,ammonium phosphate; formaldehyde; phosphoric acid; resorcinol; sodium fluosilicate; sodium tripolyphosphate; sulfuric acid; triclosan; yellow phosphorus,,29.903607, 115.438224,https://gem.wiki/Hubei_Wuxue_Xiangyun_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"29.903607, 115.438224",['China'],,CHN,Wuxue,Hubei Wuxue Xiangyun Ammonia Plant,,,E100002018040 [100%],Hubei Wuxue Xiangyun Chemical Co [100%],湖北武穴祥云化工有限公司（简称：祥云化工） (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140206,Xiangyang Zedong Ammonia Plant,襄阳泽东化工集团有限公司 (Chinese),Xiangyang Zedong Chemical Group Co Ltd,China;,Hubei,operating,30.0,ammonia,,,31.892304, 112.150732,https://gem.wiki/Xiangyang_Zedong_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"31.892304, 112.150732",['China'],,CHN,Xiangyang,Xiangyang Zedong Ammonia Plant,,,E100002018399,Xiangyang Zedong Chemical Group Co Ltd,襄阳泽东化工集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140207,Hubei Shuanghuan Science & Technology Ammonia Plant,湖北双环科技股份有限公司 (Chinese),Hubei Shuanghuan Science & Technology Co [100%],China;,Hubei,operating,30.0,ammonia,,,30.921494, 113.703392,https://gem.wiki/Hubei_Shuanghuan_Science_&_Technology_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"30.921494, 113.703392",['China'],,CHN,Xiaogan,Hubei Shuanghuan Science & Technology Ammonia Plant,,,E100002018039 [100%],Hubei Shuanghuan Science & Technology Co [100%],湖北双环科技股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140208,Xingfa Yidu Eco-Industrial Park Ammonia Plant,兴发宜都绿色生态产业园合成氨项目 (Chinese),Hubei Xingfa Chemical Group [100%],China;,Hubei,operating,30.0,ammonia,,coal,30.273326, 111.523765,https://gem.wiki/Xingfa_Yidu_Eco-Industrial_Park_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"30.273326, 111.523765",['China'],exact,CHN,Yichang,Xingfa Yidu Eco-Industrial Park Ammonia Plant,,,E100000156895 [100%],Hubei Xingfa Chemical Group [100%],湖北兴发化工集团股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140209,Hubei Yihua Ammonia Plant,湖北宜化化工股份有限公司 (Chinese),Hubei Yihua Chemical Group [100%],China;,Hubei,operating,30.0,ammonia,ammonium phosphate; caustic soda; pentaerythritol; polyvinyl chloride (PVC); urea,coal,30.495925, 111.454722,https://gem.wiki/Hubei_Yihua_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"30.495925, 111.454722",['China'],exact,CHN,Yichang,Hubei Yihua Ammonia Plant,,,E100002018041 [100%],Hubei Yihua Chemical Group [100%],湖北宜化化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140210,Hubei Sanning Ammonia Plant,湖北三宁化工股份有限公司 (Chinese),Hubei Sanning Chemical Co [100%],China;,Hubei,operating,30.0,ammonia,urea,coal,30.371894, 111.646425,https://gem.wiki/Hubei_Sanning_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"30.371894, 111.646425",['China'],exact,CHN,Yichang,Hubei Sanning Ammonia Plant,,,E100002018037 [100%],Hubei Sanning Chemical Co [100%],湖北三宁化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140212,Huaqiang Chemical Group Ammonia Plant,华强化工集团股份有限公司 (Chinese),Huaqiang Chemical Group Co Ltd [100%],China;,Hubei,operating,30.0,ammonia,,coal,30.824233, 111.830927,https://gem.wiki/Huaqiang_Chemical_Group_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"30.824233, 111.830927",['China'],exact,CHN,Yichang,Huaqiang Chemical Group Ammonia Plant,,,E100002018035 [100%],Huaqiang Chemical Group Co Ltd [100%],华强化工集团股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140213,Yingcheng Xindu Ammonia Plant,应城市新都化工有限责任公司 (Chinese),Yingcheng Xindu Chemical Co [100%],China;,Hubei,operating,30.0,ammonia,,coal,30.940098, 113.581035,https://gem.wiki/Yingcheng_Xindu_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"30.940098, 113.581035",['China'],exact,CHN,Yingcheng,Yingcheng Xindu Ammonia Plant,,,E100002018423 [100%],Yingcheng Xindu Chemical Co [100%],应城市新都化工有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140214,Sinopec Hubei Fertilizer Ammonia Plant,中石化湖北化肥 20 万吨 / 年合成气制乙二醇 (Chinese),Hubei Fertilizer Branch of China Petroleum & Chemical Corporation [100%],China;,Hubei,operating,30.0,ammonia,ethylene glycol; urea,coal,30.421739, 111.774061,https://gem.wiki/Sinopec_Hubei_Fertilizer_Ammonia_Plant,"Hubei, China",30.0,30.0,exact,"30.421739, 111.774061",['China'],exact,CHN,Zhijiang,Sinopec Hubei Fertilizer Ammonia Plant,,,E100002018036 [100%],Hubei Fertilizer Branch of China Petroleum & Chemical Corporation [100%],中国石油化工股份有限公司湖北化肥分公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140215,Hanshou Xinhua Lian Petrochemical Plant,汉寿新华联石油化工有限公司 (Chinese),Hanshou Xinhua Lian Petrochemical Co [100%],China;,Hu,operating,30.0,benzene; xylene; methanol,ethanol,,28.809513, 112.213895,https://gem.wiki/Hanshou_Xinhua_Lian_Petrochemical_Plant,"Hu, China",30.0,30.0,approximate,"28.809513, 112.213895",['China'],,CHN,Changde,Hanshou Xinhua Lian Petrochemical Plant,,,E100002017999 [100%],Hanshou Xinhua Lian Petrochemical Co [100%],汉寿新华联石油化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140216,Heng Xiangyang Chemical Plant,衡南县向阳化工厂 (Chinese),Heng Xiangyang Chemical Factory [100%],China;,Hu,operating,30.0,benzene,,,26.652541, 112.735242,https://gem.wiki/Heng_Xiangyang_Chemical_Plant,"Hu, China",30.0,30.0,approximate,"26.652541, 112.735242",['China'],,CHN,Hengyang,Heng Xiangyang Chemical Plant,,,E100002018023 [100%],Heng Xiangyang Chemical Factory [100%],衡南县向阳化工厂 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140217,Sinopec Baling Ammonia Plant,中石化巴陵石油化工有限公司 (Chinese),Sinopec Baling Petrochemical Co Ltd [100%],China;,Hu,operating,30.0,ammonia,,coal,29.840139, 113.111724,https://gem.wiki/Sinopec_Baling_Ammonia_Plant,"Hu, China",30.0,30.0,exact,"29.840139, 113.111724",['China'],exact,CHN,Yueyang,Sinopec Baling Ammonia Plant,,,E100002018342 [100%],Sinopec Baling Petrochemical Co Ltd [100%],中石化巴陵石油化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140218,Sinopec Changling Refining and Chemical Plant,中国石油化工股份有限公司长岭分公司 (Chinese),Sinopec Changling Branch [100%],China;,Hu,operating,30.0,benzene; toluene; xylene,,crude oil,29.542833, 113.377937,https://gem.wiki/Sinopec_Changling_Refining_and_Chemical_Plant,"Hu, China",30.0,30.0,exact,"29.542833, 113.377937",['China'],exact,CHN,Yueyang,Sinopec Changling Refining and Chemical Plant,,,E100002018345 [100%],Sinopec Changling Branch [100%],中国石油化工股份有限公司长岭分公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140219,Hu Zhongling Chemical Plant,湖南中岭化工有限责任公司 (Chinese),Hu Zhongling Chemical Co [100%],China;,Hu,operating,30.0,benzene; xylene,,,29.542208, 113.375045,https://gem.wiki/Hu_Zhongling_Chemical_Plant,"Hu, China",30.0,30.0,exact,"29.542208, 113.375045",['China'],,CHN,Yueyang,Hu Zhongling Chemical Plant,,,E100002018045 [100%],Hu Zhongling Chemical Co [100%],湖南中岭化工有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140220,Sinopec Yueyang Ethylene Plant,岳阳乙烯项目 (Chinese),China Petroleum and Chemical Corporation [100%],China;,Hu,operating,30.0,ethylene,ethylene-vinyl acetate (EVA); high-density polyethylene (HDPE),,29.549646, 113.368596,https://gem.wiki/Sinopec_Yueyang_Ethylene_Plant,"Hu, China",30.0,30.0,approximate,"29.549646, 113.368596",['China'],,CHN,Yueyang,Sinopec Yueyang Ethylene Plant,,,E100000188939 [100%],China Petroleum and Chemical Corporation [100%],中国石化集团公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140221,Baotou Shuimu Mingtuo Green Ammonia Plant,内蒙古包头市达尔罕茂明安联合旗国际氢能冶金化工产业示范区日产1800吨绿氨项目 (Chinese),Shuimu Mingtuo Hydrogen Energy Technology Co Ltd; Topsoe International Co Ltd,China;,Inner Mongolia,operating,30.0,ammonia,,green hydrogen,41.691958,110.427195,https://gem.wiki/Baotou_Shuimu_Mingtuo_Green_Ammonia_Plant,"Inner Mongolia, China",30.0,30.0,approximate,"41.691958,110.427195",['China'],exact,CHN,Baotou,Baotou Shuimu Mingtuo Green Ammonia Plant,,,E100002018329; E100002018386,Shuimu Mingtuo Hydrogen Energy Technology Co Ltd; Topsoe International Co Ltd,水木明拓氢能源科技有限公司;(丹麦)托普索国际公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140222,Baotou Xiongshi Ammonia Plant,包头市雄狮化工有 (Chinese),Baotou Xiongshi Chemical Co Ltd [100%],China;,Inner Mongolia,operating,30.0,ammonia,fertilizer (unknown type),,40.542742, 110.497652,https://gem.wiki/Baotou_Xiongshi_Ammonia_Plant,"Inner Mongolia, China",30.0,30.0,approximate,"40.542742, 110.497652",['China'],,CHN,Baotou,Baotou Xiongshi Ammonia Plant,,,E100002017893 [100%],Baotou Xiongshi Chemical Co Ltd [100%],包头市雄狮化工有 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140223,Zhongjiao (Inner Mongolia) New Material Chemical Plant,中胶(内蒙古)新材料有限责任公司 (Chinese),Zhongjiao Inner Mongolia New Material Co Ltd [100%],China;,Inner Mongolia,operating,30.0,butadiene,,,40.648827,109.876295,https://gem.wiki/Zhongjiao_(Inner_Mongolia)_New_Material_Chemical_Plant,"Inner Mongolia, China",30.0,30.0,approximate,"40.648827,109.876295",['China'],,CHN,Baotou,Zhongjiao (Inner Mongolia) New Material Chemical Plant,,,E100002018449 [100%],Zhongjiao Inner Mongolia New Material Co Ltd [100%],中胶(内蒙古)新材料有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140224,Shenhua Baotou Coal-to-Olefins Plant,神华包头煤制烯烃项目 (Chinese),Guoneng Baotou Coal Chemical Co Ltd [100%],China;,Inner Mongolia,operating,30.0,methanol; olefins (unknown type),,coal,40.608307, 109.640400,https://gem.wiki/Shenhua_Baotou_Coal-to-Olefins_Plant,"Inner Mongolia, China",30.0,30.0,exact,"40.608307, 109.640400",['China'],exact,CHN,Baotou,Shenhua Baotou Coal-to-Olefins Plant,,,E100002017988 [100%],Guoneng Baotou Coal Chemical Co Ltd [100%],国能包头煤化工有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
