sector,subsector,source_id,source_name,source_type,year,lat,lon,gas,emissions_tco2,activity_sum,activity_units,capacity,capacity_units,rows
manufacturing,cement,42547339,Tongchuan Shengwei Building Materials Co. Cement Plant,integrated dry,2022,35.0294655041217,109.024185272417,co2,2322426.5499,3510318.2434,t of cement,522105.2632,t of cement,12
manufacturing,cement,42547339,Tongchuan Shengwei Building Materials Co. Cement Plant,integrated dry,2023,35.0294655041217,109.024185272417,co2,2300341.5236,3476937.0066,t of cement,522105.2632,t of cement,12
manufacturing,cement,42547339,Tongchuan Shengwei Building Materials Co. Cement Plant,integrated dry,2024,35.0294655041217,109.024185272417,co2,2240953.0772,3387172.1237999997,t of cement,520678.746,t of cement,12
manufacturing,cement,42547339,Tongchuan Shengwei Building Materials Co. Cement Plant,integrated dry,2025,35.0294655041217,109.024185272417,co2,2196752.250482058,3320363.135344948,t of cement,522105.2632,t of cement,12
manufacturing,cement,42547339,Tongchuan Shengwei Building Materials Co. Cement Plant,integrated dry,2026,35.0294655041217,109.024185272417,co2,184411.40401335887,278735.4957880273,t of cement,522105.2631578948,t of cement,1
manufacturing,cement,1896338,Tongchuan Yaobai Special Cement Co. Cement Plant,integrated dry,2021,34.930114709636,109.059396916333,co2,2404173.2119000005,3633877.2857999993,t of cement,382191.7808,t of cement,12
manufacturing,cement,1896338,Tongchuan Yaobai Special Cement Co. Cement Plant,integrated dry,2022,34.930114709636,109.059396916333,co2,1523825.8894000002,2303243.4851,t of cement,382191.7808,t of cement,12
manufacturing,cement,1896338,Tongchuan Yaobai Special Cement Co. Cement Plant,integrated dry,2023,34.930114709636,109.059396916333,co2,1523797.1197000002,2303200.0002,t of cement,382191.7808,t of cement,12
manufacturing,cement,1896338,Tongchuan Yaobai Special Cement Co. Cement Plant,integrated dry,2024,34.930114709636,109.059396916333,co2,1523797.1202000002,2303199.9997,t of cement,381147.541,t of cement,12
manufacturing,cement,1896338,Tongchuan Yaobai Special Cement Co. Cement Plant,integrated dry,2025,34.930114709636,109.059396916333,co2,1503496.4151427867,2272515.742652338,t of cement,382191.7808,t of cement,12
manufacturing,cement,1896338,Tongchuan Yaobai Special Cement Co. Cement Plant,integrated dry,2026,34.930114709636,109.059396916333,co2,211453.39689192065,319609.1246854907,t of cement,382191.7808219178,t of cement,1
manufacturing,cement,32437647,Tongling Shangfeng Cement Co Ltd Cement Plant,integrated dry,2021,30.8218614377057,117.798897976487,co2,222116.78999000002,335726.70796,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437647,Tongling Shangfeng Cement Co Ltd Cement Plant,integrated dry,2022,30.8218614377057,117.798897976487,co2,289640.941747,437788.60604,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437647,Tongling Shangfeng Cement Co Ltd Cement Plant,integrated dry,2023,30.8218614377057,117.798897976487,co2,270212.06917900004,408422.111843,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437647,Tongling Shangfeng Cement Co Ltd Cement Plant,integrated dry,2024,30.8218614377057,117.798897976487,co2,256988.366721,388434.65345000004,t of cement,84699.45355,t of cement,12
manufacturing,cement,32437647,Tongling Shangfeng Cement Co Ltd Cement Plant,integrated dry,2025,30.8218614377057,117.798897976487,co2,234121.07041668874,353871.02541455976,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437647,Tongling Shangfeng Cement Co Ltd Cement Plant,integrated dry,2026,30.8218614377057,117.798897976487,co2,8847.132712328767,13372.328767123285,t of cement,84931.50684931506,t of cement,1
manufacturing,cement,1895594,Tonglu Nanfang Cement Co Ltd Cement Plant,integrated dry,2021,29.8274232814849,119.686180120068,co2,635046.4978100001,959864.71856,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895594,Tonglu Nanfang Cement Co Ltd Cement Plant,integrated dry,2022,29.8274232814849,119.686180120068,co2,632000.33143,955260.47676,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895594,Tonglu Nanfang Cement Co Ltd Cement Plant,integrated dry,2023,29.8274232814849,119.686180120068,co2,604100.90467,913090.84743,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895594,Tonglu Nanfang Cement Co Ltd Cement Plant,integrated dry,2024,29.8274232814849,119.686180120068,co2,383551.55159999995,579733.3004899999,t of cement,101639.3443,t of cement,12
manufacturing,cement,1895594,Tonglu Nanfang Cement Co Ltd Cement Plant,integrated dry,2025,29.8274232814849,119.686180120068,co2,290779.8409235617,439510.0376728356,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895594,Tonglu Nanfang Cement Co Ltd Cement Plant,integrated dry,2026,29.8274232814849,119.686180120068,co2,61340.56120547946,92715.4794520548,t of cement,101917.80821917808,t of cement,1
manufacturing,cement,1895793,Tonglu Red Lion Cement Co Ltd Cement Plant,integrated dry,2021,29.8433480230502,119.701248610803,co2,1244817.42097,1881525.7265000003,t of cement,424657.5342,t of cement,12
manufacturing,cement,1895793,Tonglu Red Lion Cement Co Ltd Cement Plant,integrated dry,2022,29.8433480230502,119.701248610803,co2,1898743.6423419998,2869926.90824,t of cement,424657.5342,t of cement,12
manufacturing,cement,1895793,Tonglu Red Lion Cement Co Ltd Cement Plant,integrated dry,2023,29.8433480230502,119.701248610803,co2,1337306.283225,2021321.46808,t of cement,424657.5342,t of cement,12
manufacturing,cement,1895793,Tonglu Red Lion Cement Co Ltd Cement Plant,integrated dry,2024,29.8433480230502,119.701248610803,co2,1956931.7971500002,2957877.56524,t of cement,423497.2678,t of cement,12
manufacturing,cement,1895793,Tonglu Red Lion Cement Co Ltd Cement Plant,integrated dry,2025,29.8433480230502,119.701248610803,co2,2374690.9865262667,3589315.2759082625,t of cement,424657.5342,t of cement,12
manufacturing,cement,1895793,Tonglu Red Lion Cement Co Ltd Cement Plant,integrated dry,2026,29.8433480230502,119.701248610803,co2,103795.9014611872,156886.18721461185,t of cement,424657.5342465753,t of cement,1
manufacturing,cement,32438047,"Tongren Conch Panjiang Cement Co.,Ltd. Cement Plant",integrated dry,2021,27.7182201491392,109.13551803189,co2,1590284.8819,2403695.4084,t of cement,373698.6301,t of cement,12
manufacturing,cement,32438047,"Tongren Conch Panjiang Cement Co.,Ltd. Cement Plant",integrated dry,2022,27.7182201491392,109.13551803189,co2,1458935.9413100001,2205163.1519,t of cement,373698.6301,t of cement,12
manufacturing,cement,32438047,"Tongren Conch Panjiang Cement Co.,Ltd. Cement Plant",integrated dry,2023,27.7182201491392,109.13551803189,co2,1485237.4101,2244917.4883000003,t of cement,373698.6301,t of cement,12
manufacturing,cement,32438047,"Tongren Conch Panjiang Cement Co.,Ltd. Cement Plant",integrated dry,2024,27.7182201491392,109.13551803189,co2,1426885.252479,2156718.94263,t of cement,372677.5956,t of cement,12
manufacturing,cement,32438047,"Tongren Conch Panjiang Cement Co.,Ltd. Cement Plant",integrated dry,2025,27.7182201491392,109.13551803189,co2,1368012.6286817444,2067733.7194357805,t of cement,373698.6301,t of cement,12
manufacturing,cement,32438047,"Tongren Conch Panjiang Cement Co.,Ltd. Cement Plant",integrated dry,2026,27.7182201491392,109.13551803189,co2,126113.87378751906,190619.51902587523,t of cement,373698.6301369863,t of cement,1
manufacturing,cement,32437508,Tongxiang Heshan Nanfang Cement Co Ltd Cement Plant,integrated dry,2021,30.6487327215381,120.366702349885,co2,337416.00004,509999.99997999996,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437508,Tongxiang Heshan Nanfang Cement Co Ltd Cement Plant,integrated dry,2022,30.6487327215381,120.366702349885,co2,337418.71894,510004.1095699999,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437508,Tongxiang Heshan Nanfang Cement Co Ltd Cement Plant,integrated dry,2023,30.6487327215381,120.366702349885,co2,337568.91119,510231.12327,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437508,Tongxiang Heshan Nanfang Cement Co Ltd Cement Plant,integrated dry,2024,30.6487327215381,120.366702349885,co2,337470.90436000004,510082.98725,t of cement,84699.45355,t of cement,12
manufacturing,cement,32437508,Tongxiang Heshan Nanfang Cement Co Ltd Cement Plant,integrated dry,2025,30.6487327215381,120.366702349885,co2,337467.24056544685,510077.4494405544,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437508,Tongxiang Heshan Nanfang Cement Co Ltd Cement Plant,integrated dry,2026,30.6487327215381,120.366702349885,co2,28657.24931506849,43315.068493150684,t of cement,84931.50684931506,t of cement,1
manufacturing,cement,1896448,"Turpan Tianshan Cement Co.,Ltd. Cement Plant",integrated dry,2021,43.1659017184378,88.8491032390128,co2,337423.61297,510011.50682999997,t of cement,84931.50685,t of cement,12
manufacturing,cement,1896448,"Turpan Tianshan Cement Co.,Ltd. Cement Plant",integrated dry,2022,43.1659017184378,88.8491032390128,co2,337423.93598,510011.99506999995,t of cement,84931.50685,t of cement,12
manufacturing,cement,1896448,"Turpan Tianshan Cement Co.,Ltd. Cement Plant",integrated dry,2023,43.1659017184378,88.8491032390128,co2,337569.92152,510232.6503999999,t of cement,84931.50685,t of cement,12
manufacturing,cement,1896448,"Turpan Tianshan Cement Co.,Ltd. Cement Plant",integrated dry,2024,43.1659017184378,88.8491032390128,co2,338085.48893,511011.92405000003,t of cement,84699.45355,t of cement,12
manufacturing,cement,1896448,"Turpan Tianshan Cement Co.,Ltd. Cement Plant",integrated dry,2025,43.1659017184378,88.8491032390128,co2,337997.44960854587,510878.85370080086,t of cement,84931.50685,t of cement,12
manufacturing,cement,1896448,"Turpan Tianshan Cement Co.,Ltd. Cement Plant",integrated dry,2026,43.1659017184378,88.8491032390128,co2,28751.16803131115,43457.025440313104,t of cement,84931.50684931506,t of cement,1
manufacturing,cement,32438114,Wangcang Chuanmei Cement Co. Cement Plant,integrated dry,2021,32.2603563781457,106.060529442789,co2,1088954.252787,1645940.527229,t of cement,169863.0137,t of cement,12
manufacturing,cement,32438114,Wangcang Chuanmei Cement Co. Cement Plant,integrated dry,2022,32.2603563781457,106.060529442789,co2,630816.3196759999,953470.8580700002,t of cement,169863.0137,t of cement,12
manufacturing,cement,32438114,Wangcang Chuanmei Cement Co. Cement Plant,integrated dry,2023,32.2603563781457,106.060529442789,co2,571458.848338,863752.793706,t of cement,169863.0137,t of cement,12
manufacturing,cement,32438114,Wangcang Chuanmei Cement Co. Cement Plant,integrated dry,2024,32.2603563781457,106.060529442789,co2,887561.3566389999,1341537.7216210002,t of cement,169398.9071,t of cement,12
manufacturing,cement,32438114,Wangcang Chuanmei Cement Co. Cement Plant,integrated dry,2025,32.2603563781457,106.060529442789,co2,966141.1451961845,1460310.0743159743,t of cement,169863.0137,t of cement,12
manufacturing,cement,32438114,Wangcang Chuanmei Cement Co. Cement Plant,integrated dry,2026,32.2603563781457,106.060529442789,co2,39332.83727279843,59451.084148727976,t of cement,169863.01369863012,t of cement,1
manufacturing,cement,1895902,Weifang Shanshui Cement Co Ltd Cement Plant,integrated dry,2021,36.6760427769603,118.984383155449,co2,784539.94968,1185822.1729899999,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895902,Weifang Shanshui Cement Co Ltd Cement Plant,integrated dry,2022,36.6760427769603,118.984383155449,co2,755583.98026,1142055.5929100001,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895902,Weifang Shanshui Cement Co Ltd Cement Plant,integrated dry,2023,36.6760427769603,118.984383155449,co2,748398.78334,1131195.25898,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895902,Weifang Shanshui Cement Co Ltd Cement Plant,integrated dry,2024,36.6760427769603,118.984383155449,co2,729077.19975,1101990.93071,t of cement,169398.9071,t of cement,12
manufacturing,cement,1895902,Weifang Shanshui Cement Co Ltd Cement Plant,integrated dry,2025,36.6760427769603,118.984383155449,co2,714696.7938032723,1080255.1297048975,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895902,Weifang Shanshui Cement Co Ltd Cement Plant,integrated dry,2026,36.6760427769603,118.984383155449,co2,59996.860894757156,90684.4934926801,t of cement,169863.01369863012,t of cement,1
manufacturing,cement,32437638,Weihui Tianrui Cement Co Ltd Cement Plant,integrated dry,2021,35.4330246830057,114.037553146878,co2,1771490.0511999999,2677584.7208000002,t of cement,254794.5205,t of cement,12
manufacturing,cement,32437638,Weihui Tianrui Cement Co Ltd Cement Plant,integrated dry,2022,35.4330246830057,114.037553146878,co2,1174954.834801,1775929.314544,t of cement,254794.5205,t of cement,12
manufacturing,cement,32437638,Weihui Tianrui Cement Co Ltd Cement Plant,integrated dry,2023,35.4330246830057,114.037553146878,co2,1268561.0649800003,1917413.9434999998,t of cement,254794.5205,t of cement,12
manufacturing,cement,32437638,Weihui Tianrui Cement Co Ltd Cement Plant,integrated dry,2024,35.4330246830057,114.037553146878,co2,1100283.281179,1663064.2098,t of cement,254098.3607,t of cement,12
manufacturing,cement,32437638,Weihui Tianrui Cement Co Ltd Cement Plant,integrated dry,2025,35.4330246830057,114.037553146878,co2,951432.7764960667,1438078.5618790605,t of cement,254794.5205,t of cement,12
manufacturing,cement,32437638,Weihui Tianrui Cement Co Ltd Cement Plant,integrated dry,2026,35.4330246830057,114.037553146878,co2,137107.72587858688,207236.58687815428,t of cement,254794.5205479452,t of cement,1
manufacturing,cement,1895923,Weishan Shanshui Cement Co Ltd Cement Plant,integrated dry,2021,35.1321201704773,116.737897742856,co2,533484.0664800002,806354.3930799998,t of cement,84931.50685,t of cement,12
manufacturing,cement,1895923,Weishan Shanshui Cement Co Ltd Cement Plant,integrated dry,2022,35.1321201704773,116.737897742856,co2,502133.66407999996,758968.65793,t of cement,84931.50685,t of cement,12
manufacturing,cement,1895923,Weishan Shanshui Cement Co Ltd Cement Plant,integrated dry,2023,35.1321201704773,116.737897742856,co2,378756.93666000006,572486.3008699999,t of cement,84931.50685,t of cement,12
manufacturing,cement,1895923,Weishan Shanshui Cement Co Ltd Cement Plant,integrated dry,2024,35.1321201704773,116.737897742856,co2,441825.047186,667812.949165,t of cement,84699.45355,t of cement,12
manufacturing,cement,1895923,Weishan Shanshui Cement Co Ltd Cement Plant,integrated dry,2025,35.1321201704773,116.737897742856,co2,445268.7889988251,673018.1212168699,t of cement,84931.50685,t of cement,12
manufacturing,cement,1895923,Weishan Shanshui Cement Co Ltd Cement Plant,integrated dry,2026,35.1321201704773,116.737897742856,co2,28657.24931506849,43315.068493150684,t of cement,84931.50684931506,t of cement,1
manufacturing,cement,32437421,Wenshan Conch Cement Co Ltd Cement Plant,integrated dry,2021,23.7643509016727,103.667188186681,co2,1352904.9968000003,2044898.7254999997,t of cement,339726.0274,t of cement,12
manufacturing,cement,32437421,Wenshan Conch Cement Co Ltd Cement Plant,integrated dry,2022,23.7643509016727,103.667188186681,co2,1547227.017445,2338613.99243,t of cement,339726.0274,t of cement,12
manufacturing,cement,32437421,Wenshan Conch Cement Co Ltd Cement Plant,integrated dry,2023,23.7643509016727,103.667188186681,co2,1465671.684971,2215344.14313,t of cement,339726.0274,t of cement,12
manufacturing,cement,32437421,Wenshan Conch Cement Co Ltd Cement Plant,integrated dry,2024,23.7643509016727,103.667188186681,co2,1882558.2630399999,2845462.91253,t of cement,338797.8142,t of cement,12
manufacturing,cement,32437421,Wenshan Conch Cement Co Ltd Cement Plant,integrated dry,2025,23.7643509016727,103.667188186681,co2,1437516.2542271917,2172787.566751378,t of cement,339726.0274,t of cement,12
manufacturing,cement,32437421,Wenshan Conch Cement Co Ltd Cement Plant,integrated dry,2026,23.7643509016727,103.667188186681,co2,181765.3211217933,274735.97509339976,t of cement,339726.02739726024,t of cement,1
manufacturing,cement,1896364,Wuan Xinfeng Cement Co. Cement Plant,integrated dry,2021,36.6721168276907,114.109157833199,co2,769851.85785,1163621.3088800001,t of cement,127397.2603,t of cement,12
manufacturing,cement,1896364,Wuan Xinfeng Cement Co. Cement Plant,integrated dry,2022,36.6721168276907,114.109157833199,co2,566239.4050100001,855863.6714800001,t of cement,127397.2603,t of cement,12
manufacturing,cement,1896364,Wuan Xinfeng Cement Co. Cement Plant,integrated dry,2023,36.6721168276907,114.109157833199,co2,562749.0812100001,850588.0913499999,t of cement,127397.2603,t of cement,12
manufacturing,cement,1896364,Wuan Xinfeng Cement Co. Cement Plant,integrated dry,2024,36.6721168276907,114.109157833199,co2,445792.30466,673809.40853,t of cement,127049.1803,t of cement,12
manufacturing,cement,1896364,Wuan Xinfeng Cement Co. Cement Plant,integrated dry,2025,36.6721168276907,114.109157833199,co2,507332.4565973568,766826.5668287254,t of cement,127397.2603,t of cement,12
manufacturing,cement,1896364,Wuan Xinfeng Cement Co. Cement Plant,integrated dry,2026,36.6721168276907,114.109157833199,co2,16640.21796240841,25151.478177763616,t of cement,127397.2602739726,t of cement,1
manufacturing,cement,32437484,Wubao Jidong Cement Co Ltd Cement Plant,integrated dry,2021,37.4529738232499,110.682352590204,co2,351151.04182,530760.34131,t of cement,88328.76712,t of cement,12
manufacturing,cement,32437484,Wubao Jidong Cement Co Ltd Cement Plant,integrated dry,2022,37.4529738232499,110.682352590204,co2,351132.80663,530732.77907,t of cement,88328.76712,t of cement,12
manufacturing,cement,32437484,Wubao Jidong Cement Co Ltd Cement Plant,integrated dry,2023,37.4529738232499,110.682352590204,co2,351233.12226,530884.4048699999,t of cement,88328.76712,t of cement,12
manufacturing,cement,32437484,Wubao Jidong Cement Co Ltd Cement Plant,integrated dry,2024,37.4529738232499,110.682352590204,co2,351306.84076000005,530995.8294599999,t of cement,88087.43169,t of cement,12
manufacturing,cement,32437484,Wubao Jidong Cement Co Ltd Cement Plant,integrated dry,2025,37.4529738232499,110.682352590204,co2,351057.6141294651,530619.1265324443,t of cement,88328.76712,t of cement,12
manufacturing,cement,32437484,Wubao Jidong Cement Co Ltd Cement Plant,integrated dry,2026,37.4529738232499,110.682352590204,co2,29803.539287671236,45047.67123287672,t of cement,88328.76712328767,t of cement,1
manufacturing,cement,1895659,Wuhai Saima Cement Co Ltd Cement Plant,integrated dry,2021,39.355899296246,106.839395533165,co2,154378.141195,233340.60035000002,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895659,Wuhai Saima Cement Co Ltd Cement Plant,integrated dry,2022,39.355899296246,106.839395533165,co2,447414.27710999997,676260.99925,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895659,Wuhai Saima Cement Co Ltd Cement Plant,integrated dry,2023,39.355899296246,106.839395533165,co2,462371.62539000006,698868.8412599999,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895659,Wuhai Saima Cement Co Ltd Cement Plant,integrated dry,2024,39.355899296246,106.839395533165,co2,488410.6219600001,738226.4539600001,t of cement,101639.3443,t of cement,12
manufacturing,cement,1895659,Wuhai Saima Cement Co Ltd Cement Plant,integrated dry,2025,39.355899296246,106.839395533165,co2,486318.99495472136,735064.9863376442,t of cement,101917.8082,t of cement,12
manufacturing,cement,1895659,Wuhai Saima Cement Co Ltd Cement Plant,integrated dry,2026,39.355899296246,106.839395533165,co2,34388.69917808219,51978.08219178082,t of cement,101917.80821917808,t of cement,1
manufacturing,cement,1895476,Wuhan Ya Xin Cement Co Ltd Cement Plant,integrated dry,2021,30.2714859579135,114.324745427145,co2,354472.04799,714373.3333200001,t of cement,118904.1096,t of cement,12
manufacturing,cement,1895476,Wuhan Ya Xin Cement Co Ltd Cement Plant,integrated dry,2022,30.2714859579135,114.324745427145,co2,354596.92546999996,714625.0008699998,t of cement,118904.1096,t of cement,12
manufacturing,cement,1895476,Wuhan Ya Xin Cement Co Ltd Cement Plant,integrated dry,2023,30.2714859579135,114.324745427145,co2,354564.67202,714559.9999499997,t of cement,118904.1096,t of cement,12
manufacturing,cement,1895476,Wuhan Ya Xin Cement Co Ltd Cement Plant,integrated dry,2024,30.2714859579135,114.324745427145,co2,354564.67201000004,714559.9999899998,t of cement,118579.235,t of cement,12
manufacturing,cement,1895476,Wuhan Ya Xin Cement Co Ltd Cement Plant,integrated dry,2025,30.2714859579135,114.324745427145,co2,354474.2951439181,714377.8620012576,t of cement,118904.1096,t of cement,12
manufacturing,cement,1895476,Wuhan Ya Xin Cement Co Ltd Cement Plant,integrated dry,2026,30.2714859579135,114.324745427145,co2,30103.035638356167,60667.14155251142,t of cement,118904.1095890411,t of cement,1
manufacturing,cement,1895376,Wuhu Conch Cement Co Ltd Cement Plant,integrated dry,2021,31.1372388310637,118.169192054582,co2,3395414.98336,5132126.6373000005,t of cement,560547.9452,t of cement,12
manufacturing,cement,1895376,Wuhu Conch Cement Co Ltd Cement Plant,integrated dry,2022,31.1372388310637,118.169192054582,co2,1939487.49063,2931510.7173399995,t of cement,560547.9452,t of cement,12
manufacturing,cement,1895376,Wuhu Conch Cement Co Ltd Cement Plant,integrated dry,2023,31.1372388310637,118.169192054582,co2,2183752.21628,3300713.74896,t of cement,560547.9452,t of cement,12
manufacturing,cement,1895376,Wuhu Conch Cement Co Ltd Cement Plant,integrated dry,2024,31.1372388310637,118.169192054582,co2,1958233.628389,2959845.26673,t of cement,559016.3934,t of cement,12
manufacturing,cement,1895376,Wuhu Conch Cement Co Ltd Cement Plant,integrated dry,2025,31.1372388310637,118.169192054582,co2,1151814.7855599262,1740953.4243997673,t of cement,560547.9452,t of cement,12
manufacturing,cement,1895376,Wuhu Conch Cement Co Ltd Cement Plant,integrated dry,2026,31.1372388310637,118.169192054582,co2,303778.66151379,459157.5899543379,t of cement,560547.9452054794,t of cement,1
manufacturing,cement,1896303,Wuhu Ruixin Cement Co. Cement Plant,integrated dry,2021,31.1147714028095,118.031358525258,co2,70800.1733851,107013.5631577,t of cement,31290.55516,t of cement,12
manufacturing,cement,1896303,Wuhu Ruixin Cement Co. Cement Plant,integrated dry,2022,31.1147714028095,118.031358525258,co2,123206.53491249996,186225.11320999995,t of cement,31290.55516,t of cement,12
manufacturing,cement,1896303,Wuhu Ruixin Cement Co. Cement Plant,integrated dry,2023,31.1147714028095,118.031358525258,co2,118100.61717869998,178507.5834033,t of cement,31290.55516,t of cement,12
manufacturing,cement,1896303,Wuhu Ruixin Cement Co. Cement Plant,integrated dry,2024,31.1147714028095,118.031358525258,co2,139427.332219,210742.64244,t of cement,31205.06183,t of cement,12
manufacturing,cement,1896303,Wuhu Ruixin Cement Co. Cement Plant,integrated dry,2025,31.1147714028095,118.031358525258,co2,124353.65817508931,187958.97546451222,t of cement,31290.55516,t of cement,12
manufacturing,cement,1896303,Wuhu Ruixin Cement Co. Cement Plant,integrated dry,2026,31.1147714028095,118.031358525258,co2,10557.93395818313,15958.183129055516,t of cement,31290.555155010818,t of cement,1
manufacturing,cement,1896152,Wuhu Southern Cement Co. Cement Plant 1,integrated dry,2021,31.1476014106085,118.007599970312,co2,548061.81637,828388.4770199999,t of cement,91726.0274,t of cement,12
manufacturing,cement,1896152,Wuhu Southern Cement Co. Cement Plant 1,integrated dry,2022,31.1476014106085,118.007599970312,co2,535198.81709,808946.2168899999,t of cement,91726.0274,t of cement,12
manufacturing,cement,1896152,Wuhu Southern Cement Co. Cement Plant 1,integrated dry,2023,31.1476014106085,118.007599970312,co2,373258.503292,564175.488678,t of cement,91726.0274,t of cement,12
manufacturing,cement,1896152,Wuhu Southern Cement Co. Cement Plant 1,integrated dry,2024,31.1476014106085,118.007599970312,co2,360262.82895799994,544532.6918800002,t of cement,91475.40984,t of cement,12
manufacturing,cement,1896152,Wuhu Southern Cement Co. Cement Plant 1,integrated dry,2025,31.1476014106085,118.007599970312,co2,364731.18314883026,551286.5525154269,t of cement,91726.0274,t of cement,12
manufacturing,cement,1896152,Wuhu Southern Cement Co. Cement Plant 1,integrated dry,2026,31.1476014106085,118.007599970312,co2,49429.80128757161,74712.51706102116,t of cement,91726.02739726027,t of cement,1
manufacturing,cement,1896151,Wuhu Southern Cement Co. Cement Plant 2,integrated dry,2021,31.1335469920137,118.014064576953,co2,1061192.3540600003,1603978.7695000002,t of cement,167315.0685,t of cement,12
manufacturing,cement,1896151,Wuhu Southern Cement Co. Cement Plant 2,integrated dry,2022,31.1335469920137,118.014064576953,co2,793339.84768,1199123.10714,t of cement,167315.0685,t of cement,12
manufacturing,cement,1896151,Wuhu Southern Cement Co. Cement Plant 2,integrated dry,2023,31.1335469920137,118.014064576953,co2,682255.6097869999,1031220.6919900001,t of cement,167315.0685,t of cement,12
manufacturing,cement,1896151,Wuhu Southern Cement Co. Cement Plant 2,integrated dry,2024,31.1335469920137,118.014064576953,co2,696678.52479,1053020.74478,t of cement,166857.9235,t of cement,12
manufacturing,cement,1896151,Wuhu Southern Cement Co. Cement Plant 2,integrated dry,2025,31.1335469920137,118.014064576953,co2,810225.7679470393,1224645.9612329612,t of cement,167315.0685,t of cement,12
manufacturing,cement,1896151,Wuhu Southern Cement Co. Cement Plant 2,integrated dry,2026,31.1335469920137,118.014064576953,co2,3873.9981608190337,5855.499033886083,t of cement,167315.06849315067,t of cement,1
manufacturing,cement,1895585,Wulanchabu Zhonglian Cement Co Ltd Cement Plant,integrated dry,2021,41.7123718080819,113.106670706128,co2,678033.14287,1024838.4870199999,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895585,Wulanchabu Zhonglian Cement Co Ltd Cement Plant,integrated dry,2022,41.7123718080819,113.106670706128,co2,1084674.06625,1639471.0797399997,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895585,Wulanchabu Zhonglian Cement Co Ltd Cement Plant,integrated dry,2023,41.7123718080819,113.106670706128,co2,564722.69517,853571.183771,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895585,Wulanchabu Zhonglian Cement Co Ltd Cement Plant,integrated dry,2024,41.7123718080819,113.106670706128,co2,443839.139461,670857.224081,t of cement,169398.9071,t of cement,12
manufacturing,cement,1895585,Wulanchabu Zhonglian Cement Co Ltd Cement Plant,integrated dry,2025,41.7123718080819,113.106670706128,co2,702261.4505751918,1061459.266271822,t of cement,169863.0137,t of cement,12
manufacturing,cement,1895585,Wulanchabu Zhonglian Cement Co Ltd Cement Plant,integrated dry,2026,41.7123718080819,113.106670706128,co2,57343.998739726034,86674.72602739726,t of cement,169863.01369863012,t of cement,1
manufacturing,cement,1896171,Wuwei Leida Cement Plant,integrated dry,2021,31.4772196549412,117.930477878321,co2,1165124.3813,1761070.7094,t of cement,489473.6842,t of cement,12
manufacturing,cement,1896171,Wuwei Leida Cement Plant,integrated dry,2022,31.4772196549412,117.930477878321,co2,1334383.6499,2016903.9451,t of cement,489473.6842,t of cement,12
manufacturing,cement,1896171,Wuwei Leida Cement Plant,integrated dry,2023,31.4772196549412,117.930477878321,co2,1323170.2715,1999955.0658999998,t of cement,489473.6842,t of cement,12
manufacturing,cement,1896171,Wuwei Leida Cement Plant,integrated dry,2024,31.4772196549412,117.930477878321,co2,1323170.2717,1999955.0658,t of cement,488136.3244,t of cement,12
manufacturing,cement,1896171,Wuwei Leida Cement Plant,integrated dry,2025,31.4772196549412,117.930477878321,co2,1570046.3885030488,2373105.1821384653,t of cement,489473.6842,t of cement,12
manufacturing,cement,1896171,Wuwei Leida Cement Plant,integrated dry,2026,31.4772196549412,117.930477878321,co2,262665.46161281463,397015.51029748283,t of cement,489473.6842105263,t of cement,1
manufacturing,cement,32437758,Wuxiang Shanshui Cement Co Ltd Cement Plant,integrated dry,2021,36.7945549088308,113.141095884912,co2,229427.71706,346777.08139000006,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437758,Wuxiang Shanshui Cement Co Ltd Cement Plant,integrated dry,2022,36.7945549088308,113.141095884912,co2,390998.372581,590989.07585,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437758,Wuxiang Shanshui Cement Co Ltd Cement Plant,integrated dry,2023,36.7945549088308,113.141095884912,co2,345411.105924,522084.5011099999,t of cement,84931.50685,t of cement,12
manufacturing,cement,32437758,Wuxiang Shanshui Cement Co Ltd Cement Plant,integrated dry,2024,36.7945549088308,113.141095884912,co2,305063.84341,461100.12607000006,t of cement,84699.45355,t of cement,12
