sector,subsector,source_id,source_name,source_type,year,lat,lon,gas,emissions_tco2,activity_sum,activity_units,capacity,capacity_units,rows
manufacturing,lime,31716473,Laishui County Yongyang Brothers Cement Factory,Manufacturer | Lime,2023,39.39609,115.61653,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,31716473,Laishui County Yongyang Brothers Cement Factory,Manufacturer | Lime,2024,39.39609,115.61653,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,31716473,Laishui County Yongyang Brothers Cement Factory,Manufacturer | Lime,2025,39.39609,115.61653,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,31716473,Laishui County Yongyang Brothers Cement Factory,Manufacturer | Lime,2026,39.39609,115.61653,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,31715704,"Laishui Fuyang Building Materials Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2021,39.40133,115.60224,co2,171261.62238588175,148426.62656728883,t of lime,23041.06185654509,t of lime,12
manufacturing,lime,31715704,"Laishui Fuyang Building Materials Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2022,39.40133,115.60224,co2,177261.38883991257,148426.6265672855,t of lime,23041.061856544573,t of lime,12
manufacturing,lime,31715704,"Laishui Fuyang Building Materials Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2023,39.40133,115.60224,co2,183458.6769699029,148426.6265672825,t of lime,23041.061856544107,t of lime,12
manufacturing,lime,31715704,"Laishui Fuyang Building Materials Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2024,39.40133,115.60224,co2,183458.6769699029,148426.6265672825,t of lime,23041.061856544107,t of lime,12
manufacturing,lime,31715704,"Laishui Fuyang Building Materials Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2025,39.40133,115.60224,co2,183458.6769699029,148426.6265672825,t of lime,23041.061856544107,t of lime,12
manufacturing,lime,31715704,"Laishui Fuyang Building Materials Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2026,39.40133,115.60224,co2,15096.724014165204,12213.95387042625,t of lime,23041.061856544107,t of lime,1
manufacturing,lime,31715708,"Laishui Honglin Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2021,39.43454,115.63204,co2,161475.24396383137,139945.10504915804,t of lime,21724.429750456795,t of lime,12
manufacturing,lime,31715708,"Laishui Honglin Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2022,39.43454,115.63204,co2,167132.16662048898,139945.1050491549,t of lime,21724.42975045631,t of lime,12
manufacturing,lime,31715708,"Laishui Honglin Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2023,39.43454,115.63204,co2,172975.32400019417,139945.1050491521,t of lime,21724.42975045587,t of lime,12
manufacturing,lime,31715708,"Laishui Honglin Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2024,39.43454,115.63204,co2,172975.32400019417,139945.1050491521,t of lime,21724.42975045587,t of lime,12
manufacturing,lime,31715708,"Laishui Honglin Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2025,39.43454,115.63204,co2,172975.32400019417,139945.1050491521,t of lime,21724.42975045587,t of lime,12
manufacturing,lime,31715708,"Laishui Honglin Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2026,39.43454,115.63204,co2,14234.05407049862,11516.013649259035,t of lime,21724.42975045587,t of lime,1
manufacturing,lime,31715891,"Laishui Lituo Lime Manufacturing Co., Ltd.",Manufacturer | Lime | Quick Lime | Ash Calcium Powder,2021,39.40133,115.60224,co2,36698.919082688946,31805.705692990472,t of lime,4937.3703978310905,t of lime,12
manufacturing,lime,31715891,"Laishui Lituo Lime Manufacturing Co., Ltd.",Manufacturer | Lime | Quick Lime | Ash Calcium Powder,2022,39.40133,115.60224,co2,37984.58332283841,31805.705692989748,t of lime,4937.3703978309795,t of lime,12
manufacturing,lime,31715891,"Laishui Lituo Lime Manufacturing Co., Ltd.",Manufacturer | Lime | Quick Lime | Ash Calcium Powder,2023,39.40133,115.60224,co2,39312.573636407775,31805.705692989108,t of lime,4937.3703978308795,t of lime,12
manufacturing,lime,31715891,"Laishui Lituo Lime Manufacturing Co., Ltd.",Manufacturer | Lime | Quick Lime | Ash Calcium Powder,2024,39.40133,115.60224,co2,39312.573636407775,31805.705692989108,t of lime,4937.3703978308795,t of lime,12
manufacturing,lime,31715891,"Laishui Lituo Lime Manufacturing Co., Ltd.",Manufacturer | Lime | Quick Lime | Ash Calcium Powder,2025,39.40133,115.60224,co2,39312.573636407775,31805.705692989108,t of lime,4937.3703978308795,t of lime,12
manufacturing,lime,31715891,"Laishui Lituo Lime Manufacturing Co., Ltd.",Manufacturer | Lime | Quick Lime | Ash Calcium Powder,2026,39.40133,115.60224,co2,3235.012288749687,2617.2758293770535,t of lime,4937.3703978308795,t of lime,1
manufacturing,lime,31715862,"Laishui Zhencheng Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2021,39.40133,115.60224,co2,48931.89211025192,42407.60759065396,t of lime,6583.160530441454,t of lime,12
manufacturing,lime,31715862,"Laishui Zhencheng Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2022,39.40133,115.60224,co2,50646.11109711788,42407.607590653,t of lime,6583.160530441306,t of lime,12
manufacturing,lime,31715862,"Laishui Zhencheng Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2023,39.40133,115.60224,co2,52416.764848543695,42407.607590652144,t of lime,6583.160530441173,t of lime,12
manufacturing,lime,31715862,"Laishui Zhencheng Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2024,39.40133,115.60224,co2,52416.764848543695,42407.607590652144,t of lime,6583.160530441173,t of lime,12
manufacturing,lime,31715862,"Laishui Zhencheng Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2025,39.40133,115.60224,co2,52416.764848543695,42407.607590652144,t of lime,6583.160530441173,t of lime,12
manufacturing,lime,31715862,"Laishui Zhencheng Lime Manufacturing Co., Ltd.",Manufacturer | Lime,2026,39.40133,115.60224,co2,4313.3497183329155,3489.7011058360713,t of lime,6583.160530441173,t of lime,1
manufacturing,lime,38468451,"Laiwu District, Jinan City, Xiquan River Lime Factory.",Manufacturer | Lime,2021,36.1919699,117.58084,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468451,"Laiwu District, Jinan City, Xiquan River Lime Factory.",Manufacturer | Lime,2022,36.1919699,117.58084,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468451,"Laiwu District, Jinan City, Xiquan River Lime Factory.",Manufacturer | Lime,2023,36.1919699,117.58084,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468451,"Laiwu District, Jinan City, Xiquan River Lime Factory.",Manufacturer | Lime,2024,36.1919699,117.58084,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468451,"Laiwu District, Jinan City, Xiquan River Lime Factory.",Manufacturer | Lime,2025,36.1919699,117.58084,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468451,"Laiwu District, Jinan City, Xiquan River Lime Factory.",Manufacturer | Lime,2026,36.1919699,117.58084,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38467980,"Laiwu Jinquancheng Calcium Industry Co., Ltd.",Manufacturer | Lime,2021,36.120777,117.773924,co2,1009.2202747739459,874.6569065572377,t of lime,135.77768594035498,t of lime,12
manufacturing,lime,38467980,"Laiwu Jinquancheng Calcium Industry Co., Ltd.",Manufacturer | Lime,2022,36.120777,117.773924,co2,1044.576041378056,874.6569065572181,t of lime,135.77768594035194,t of lime,12
manufacturing,lime,38467980,"Laiwu Jinquancheng Calcium Industry Co., Ltd.",Manufacturer | Lime,2023,36.120777,117.773924,co2,1081.0957750012135,874.6569065572004,t of lime,135.7776859403492,t of lime,12
manufacturing,lime,38467980,"Laiwu Jinquancheng Calcium Industry Co., Ltd.",Manufacturer | Lime,2024,36.120777,117.773924,co2,1081.0957750012135,874.6569065572004,t of lime,135.7776859403492,t of lime,12
manufacturing,lime,38467980,"Laiwu Jinquancheng Calcium Industry Co., Ltd.",Manufacturer | Lime,2025,36.120777,117.773924,co2,1081.0957750012135,874.6569065572004,t of lime,135.7776859403492,t of lime,12
manufacturing,lime,38467980,"Laiwu Jinquancheng Calcium Industry Co., Ltd.",Manufacturer | Lime,2026,36.120777,117.773924,co2,88.96283794061637,71.97508530786897,t of lime,135.7776859403492,t of lime,1
manufacturing,lime,38468450,"Laiwu Senyan Calcium Industry Co., Ltd.",Manufacturer | Lime,2021,36.120777,117.773924,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468450,"Laiwu Senyan Calcium Industry Co., Ltd.",Manufacturer | Lime,2022,36.120777,117.773924,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468450,"Laiwu Senyan Calcium Industry Co., Ltd.",Manufacturer | Lime,2023,36.120777,117.773924,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468450,"Laiwu Senyan Calcium Industry Co., Ltd.",Manufacturer | Lime,2024,36.120777,117.773924,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468450,"Laiwu Senyan Calcium Industry Co., Ltd.",Manufacturer | Lime,2025,36.120777,117.773924,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468450,"Laiwu Senyan Calcium Industry Co., Ltd.",Manufacturer | Lime,2026,36.120777,117.773924,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,31716467,Laiyuan County Hongtai Lime Stone Factory (General Partnership),Manufacturer | Lime,2021,39.4493999,114.6052,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,31716467,Laiyuan County Hongtai Lime Stone Factory (General Partnership),Manufacturer | Lime,2022,39.4493999,114.6052,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,31716467,Laiyuan County Hongtai Lime Stone Factory (General Partnership),Manufacturer | Lime,2023,39.4493999,114.6052,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,31716467,Laiyuan County Hongtai Lime Stone Factory (General Partnership),Manufacturer | Lime,2024,39.4493999,114.6052,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,31716467,Laiyuan County Hongtai Lime Stone Factory (General Partnership),Manufacturer | Lime,2025,39.4493999,114.6052,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,31716467,Laiyuan County Hongtai Lime Stone Factory (General Partnership),Manufacturer | Lime,2026,39.4493999,114.6052,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468342,Laizhou Xinxin Metallurgical Auxiliary Materials Factory.,Manufacturer | Lime,2021,36.120777,117.773924,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468342,Laizhou Xinxin Metallurgical Auxiliary Materials Factory.,Manufacturer | Lime,2022,36.120777,117.773924,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468342,Laizhou Xinxin Metallurgical Auxiliary Materials Factory.,Manufacturer | Lime,2023,36.120777,117.773924,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468342,Laizhou Xinxin Metallurgical Auxiliary Materials Factory.,Manufacturer | Lime,2024,36.120777,117.773924,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468342,Laizhou Xinxin Metallurgical Auxiliary Materials Factory.,Manufacturer | Lime,2025,36.120777,117.773924,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468342,Laizhou Xinxin Metallurgical Auxiliary Materials Factory.,Manufacturer | Lime,2026,36.120777,117.773924,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38467654,"Lake Beijing Mountain Scenery Feng Building Materials Co., Ltd.",Manufacturer | Lime | Quick Lime,2021,32.1895899,119.425,co2,183494.59541344477,159028.5284649523,t of lime,24686.851989155453,t of lime,12
manufacturing,lime,38467654,"Lake Beijing Mountain Scenery Feng Building Materials Co., Ltd.",Manufacturer | Lime | Quick Lime,2022,32.1895899,119.425,co2,189922.91661419207,159028.52846494876,t of lime,24686.851989154897,t of lime,12
manufacturing,lime,38467654,"Lake Beijing Mountain Scenery Feng Building Materials Co., Ltd.",Manufacturer | Lime | Quick Lime,2023,32.1895899,119.425,co2,196562.86818203886,159028.52846494553,t of lime,24686.851989154402,t of lime,12
manufacturing,lime,38467654,"Lake Beijing Mountain Scenery Feng Building Materials Co., Ltd.",Manufacturer | Lime | Quick Lime,2024,32.1895899,119.425,co2,196562.86818203886,159028.52846494553,t of lime,24686.851989154402,t of lime,12
manufacturing,lime,38467654,"Lake Beijing Mountain Scenery Feng Building Materials Co., Ltd.",Manufacturer | Lime | Quick Lime,2025,32.1895899,119.425,co2,196562.86818203886,159028.52846494553,t of lime,24686.851989154402,t of lime,12
manufacturing,lime,38467654,"Lake Beijing Mountain Scenery Feng Building Materials Co., Ltd.",Manufacturer | Lime | Quick Lime,2026,32.1895899,119.425,co2,16175.061443748435,13086.379146885267,t of lime,24686.851989154402,t of lime,1
manufacturing,lime,38468341,Lancang Sea Wave New Lime Plant.,Manufacturer | Lime,2021,22.81989,99.78451,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468341,Lancang Sea Wave New Lime Plant.,Manufacturer | Lime,2022,22.81989,99.78451,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468341,Lancang Sea Wave New Lime Plant.,Manufacturer | Lime,2023,22.81989,99.78451,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468341,Lancang Sea Wave New Lime Plant.,Manufacturer | Lime,2024,22.81989,99.78451,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468341,Lancang Sea Wave New Lime Plant.,Manufacturer | Lime,2025,22.81989,99.78451,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468341,Lancang Sea Wave New Lime Plant.,Manufacturer | Lime,2026,22.81989,99.78451,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468340,"Lanling County Dongrun Chemical Building Materials Co., Ltd.",Manufacturer | Lime,2021,35.03749,118.07585,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468340,"Lanling County Dongrun Chemical Building Materials Co., Ltd.",Manufacturer | Lime,2022,35.03749,118.07585,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468340,"Lanling County Dongrun Chemical Building Materials Co., Ltd.",Manufacturer | Lime,2023,35.03749,118.07585,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468340,"Lanling County Dongrun Chemical Building Materials Co., Ltd.",Manufacturer | Lime,2024,35.03749,118.07585,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468340,"Lanling County Dongrun Chemical Building Materials Co., Ltd.",Manufacturer | Lime,2025,35.03749,118.07585,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468340,"Lanling County Dongrun Chemical Building Materials Co., Ltd.",Manufacturer | Lime,2026,35.03749,118.07585,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468339,Lanling County Hongfeng Qing Calcite Lime Factory,Manufacturer | Lime,2021,31.18045,89.03277,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468339,Lanling County Hongfeng Qing Calcite Lime Factory,Manufacturer | Lime,2022,31.18045,89.03277,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468339,Lanling County Hongfeng Qing Calcite Lime Factory,Manufacturer | Lime,2023,31.18045,89.03277,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468339,Lanling County Hongfeng Qing Calcite Lime Factory,Manufacturer | Lime,2024,31.18045,89.03277,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468339,Lanling County Hongfeng Qing Calcite Lime Factory,Manufacturer | Lime,2025,31.18045,89.03277,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468339,Lanling County Hongfeng Qing Calcite Lime Factory,Manufacturer | Lime,2026,31.18045,89.03277,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468338,Lanling County Huasheng Lime Factory.,Manufacturer | Lime,2021,34.89218,118.17149,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468338,Lanling County Huasheng Lime Factory.,Manufacturer | Lime,2022,34.89218,118.17149,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468338,Lanling County Huasheng Lime Factory.,Manufacturer | Lime,2023,34.89218,118.17149,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468338,Lanling County Huasheng Lime Factory.,Manufacturer | Lime,2024,34.89218,118.17149,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468338,Lanling County Huasheng Lime Factory.,Manufacturer | Lime,2025,34.89218,118.17149,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468338,Lanling County Huasheng Lime Factory.,Manufacturer | Lime,2026,34.89218,118.17149,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468337,"Lanling County Xiaomin Calcium Industry Co., Ltd.",Manufacturer | Lime,2021,34.87363,118.16451,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468337,"Lanling County Xiaomin Calcium Industry Co., Ltd.",Manufacturer | Lime,2022,34.87363,118.16451,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468337,"Lanling County Xiaomin Calcium Industry Co., Ltd.",Manufacturer | Lime,2023,34.87363,118.16451,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468337,"Lanling County Xiaomin Calcium Industry Co., Ltd.",Manufacturer | Lime,2024,34.87363,118.16451,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468337,"Lanling County Xiaomin Calcium Industry Co., Ltd.",Manufacturer | Lime,2025,34.87363,118.16451,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468337,"Lanling County Xiaomin Calcium Industry Co., Ltd.",Manufacturer | Lime,2026,34.87363,118.16451,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468336,Laohekou City Calcium Powder Processing Plant.,Manufacturer | Ash Calcium Powder,2021,32.5977,111.70232,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468336,Laohekou City Calcium Powder Processing Plant.,Manufacturer | Ash Calcium Powder,2022,32.5977,111.70232,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468336,Laohekou City Calcium Powder Processing Plant.,Manufacturer | Ash Calcium Powder,2023,32.5977,111.70232,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468336,Laohekou City Calcium Powder Processing Plant.,Manufacturer | Ash Calcium Powder,2024,32.5977,111.70232,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468336,Laohekou City Calcium Powder Processing Plant.,Manufacturer | Ash Calcium Powder,2025,32.5977,111.70232,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468336,Laohekou City Calcium Powder Processing Plant.,Manufacturer | Ash Calcium Powder,2026,32.5977,111.70232,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468335,"Le Ping City Linyang Calcium Industry Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2021,29.027615,117.312445,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468335,"Le Ping City Linyang Calcium Industry Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2022,29.027615,117.312445,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468335,"Le Ping City Linyang Calcium Industry Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2023,29.027615,117.312445,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468335,"Le Ping City Linyang Calcium Industry Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2024,29.027615,117.312445,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468335,"Le Ping City Linyang Calcium Industry Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2025,29.027615,117.312445,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468335,"Le Ping City Linyang Calcium Industry Co., Ltd.",Manufacturer | Lime | Ash Calcium Powder,2026,29.027615,117.312445,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468334,Le Ping City Shuangtian He Dinghong Lime Factory,Manufacturer | Lime,2021,29.053409,117.162127,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468334,Le Ping City Shuangtian He Dinghong Lime Factory,Manufacturer | Lime,2022,29.053409,117.162127,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468334,Le Ping City Shuangtian He Dinghong Lime Factory,Manufacturer | Lime,2023,29.053409,117.162127,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468334,Le Ping City Shuangtian He Dinghong Lime Factory,Manufacturer | Lime,2024,29.053409,117.162127,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468334,Le Ping City Shuangtian He Dinghong Lime Factory,Manufacturer | Lime,2025,29.053409,117.162127,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468334,Le Ping City Shuangtian He Dinghong Lime Factory,Manufacturer | Lime,2026,29.053409,117.162127,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468333,"Le Ping Hong Wei Calcium Industry Co., Ltd.",Manufacturer | Lime,2021,29.07307,117.18794,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468333,"Le Ping Hong Wei Calcium Industry Co., Ltd.",Manufacturer | Lime,2022,29.07307,117.18794,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468333,"Le Ping Hong Wei Calcium Industry Co., Ltd.",Manufacturer | Lime,2023,29.07307,117.18794,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468333,"Le Ping Hong Wei Calcium Industry Co., Ltd.",Manufacturer | Lime,2024,29.07307,117.18794,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468333,"Le Ping Hong Wei Calcium Industry Co., Ltd.",Manufacturer | Lime,2025,29.07307,117.18794,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468333,"Le Ping Hong Wei Calcium Industry Co., Ltd.",Manufacturer | Lime,2026,29.07307,117.18794,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468332,"Le Shan City Haosheng Mineral Products Co., Ltd.",Manufacturer | Lime,2021,29.458615,103.544088,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468332,"Le Shan City Haosheng Mineral Products Co., Ltd.",Manufacturer | Lime,2022,29.458615,103.544088,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468332,"Le Shan City Haosheng Mineral Products Co., Ltd.",Manufacturer | Lime,2023,29.458615,103.544088,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468332,"Le Shan City Haosheng Mineral Products Co., Ltd.",Manufacturer | Lime,2024,29.458615,103.544088,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468332,"Le Shan City Haosheng Mineral Products Co., Ltd.",Manufacturer | Lime,2025,29.458615,103.544088,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468332,"Le Shan City Haosheng Mineral Products Co., Ltd.",Manufacturer | Lime,2026,29.458615,103.544088,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
manufacturing,lime,38468331,Lead Mountain County Snow-Like Calcium Powder Factory.,Manufacturer | Lime | Quick Lime | Hydrated Lime | Ash Calcium Powder,2021,28.175025,117.728817,co2,250660.5323252329,217238.96287030744,t of lime,33723.17014075142,t of lime,12
manufacturing,lime,38468331,Lead Mountain County Snow-Like Calcium Powder Factory.,Manufacturer | Lime | Quick Lime | Hydrated Lime | Ash Calcium Powder,2022,28.175025,117.728817,co2,259441.8613366205,217238.9628703025,t of lime,33723.17014075066,t of lime,12
manufacturing,lime,38468331,Lead Mountain County Snow-Like Calcium Powder Factory.,Manufacturer | Lime | Quick Lime | Hydrated Lime | Ash Calcium Powder,2023,28.175025,117.728817,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468331,Lead Mountain County Snow-Like Calcium Powder Factory.,Manufacturer | Lime | Quick Lime | Hydrated Lime | Ash Calcium Powder,2024,28.175025,117.728817,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468331,Lead Mountain County Snow-Like Calcium Powder Factory.,Manufacturer | Lime | Quick Lime | Hydrated Lime | Ash Calcium Powder,2025,28.175025,117.728817,co2,268512.2854047524,217238.9628702982,t of lime,33723.17014074998,t of lime,12
manufacturing,lime,38468331,Lead Mountain County Snow-Like Calcium Powder Factory.,Manufacturer | Lime | Quick Lime | Hydrated Lime | Ash Calcium Powder,2026,28.175025,117.728817,co2,22095.743489054617,17876.487074603745,t of lime,33723.17014074998,t of lime,1
