source_dataset,id,pid,name,unit-name,noneng-name,owner,parent,areas,subnat,status,start-year,capacity,annual-co2-(million-tonnes-/-annum),lifetime-co2-(million-tonnes),capacity-factor,heat-rate-(btu-per-kwh),emission-factor-(kg-of-co2-per-tj),latitude,longitude,url,alternate-fuel,areas-subnat-sat-display,capacity-details,capacity-table,captive,captive-industry-use,captive-residential-use,china-capacity-payment-recipient,chp,cleaned-cap,coal-phaseout-year,coal-source,coal-type,combustion-technology,conversion-factor,conversion-to-(fuel),conversion-to-(gem-unit-id),count-of-semi,country-to-check,float-col-clean-lat,float-col-clean-lng,"local-area-(taluk,-county)",location,location-accuracy,"major-area-(prefecture,-district)",multi-country,name-search,net-zero-year,original-units,other-name,owner-gem-entity-id,owner-search,parent-gem-entity-id,parent-search,permit-date,permit-parsed,permits,planned-retirement,plant-age-(years),region,remaining-plant-lifetime-(years),retired-year,scaling-capacity,status-legend,subregion,tracker-acro,tracker-custom,tracker-display,tracker-legend,units-of-m,wiki-from-name
coal,G100000115918,L100000105009,Akesu power station,Unit 1,新疆能源集团阿克苏电厂,Xinjiang Energy (Group) Co Ltd [100%],Xinjiang Energy (Group) Co Ltd [100.0%],China;,Xinjiang,shelved,2025,660,2.6,91.7,0.54,8272,96100,41.094952,80.118172,https://www.gem.wiki/Akesu_power_station,,"Xinjiang, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],41.094952,80.118172,Kuche,,approximate,Aksu,f,Akesu power station,2060,MW,,E100000123121 [100%],Xinjiang Energy (Group) Co Ltd [100%],E100000123121 [100.0%],Xinjiang Energy (Group) Co Ltd [100.0%],,,,,0,Asia,35,,36616.799999999996,shelved,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Akesu_power_station
coal,G100000115919,L100000105009,Akesu power station,Unit 2,新疆能源集团阿克苏电厂,Xinjiang Energy (Group) Co Ltd [100%],Xinjiang Energy (Group) Co Ltd [100.0%],China;,Xinjiang,shelved,2025,660,2.6,91.7,0.54,8272,96100,41.094952,80.118172,https://www.gem.wiki/Akesu_power_station,,"Xinjiang, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],41.094952,80.118172,Kuche,,approximate,Aksu,f,Akesu power station,2060,MW,,E100000123121 [100%],Xinjiang Energy (Group) Co Ltd [100%],E100000123121 [100.0%],Xinjiang Energy (Group) Co Ltd [100.0%],,,,,0,Asia,35,,36616.799999999996,shelved,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Akesu_power_station
coal,G100000100098,L100000101596,Aksu Cogen power station,Unit 1,浙能新疆阿克苏纺织工业城热电厂,Zheneng Aksu Thermal Power Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [100.0%],China;,Xinjiang,operating,2016,350,1.6,40.4,0.54,9250,96100,41.154153,80.399732,https://www.gem.wiki/Aksu_Cogen_power_station,,"Xinjiang, China",350.0,350.0,,,,,yes,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],41.154153,80.399732,Aksu,Textile Industry Town,exact,Aksu,f,Aksu Cogen power station,2060,MW,,E100000123019 [100%],Zheneng Aksu Thermal Power Co Ltd [100%],E100000000310 [100.0%],Zhejiang Zheneng Electric Power Co Ltd [100.0%],15-Jan-15,"Year: 2015, Month: 1, Day: 15",15-Jan-15,,9,Asia,26,,19418.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Aksu_Cogen_power_station
coal,G100000100099,L100000101596,Aksu Cogen power station,Unit 2,浙能新疆阿克苏纺织工业城热电厂,Zheneng Aksu Thermal Power Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [100.0%],China;,Xinjiang,operating,2017,350,1.6,41.9,0.54,9250,96100,41.154153,80.399732,https://www.gem.wiki/Aksu_Cogen_power_station,,"Xinjiang, China",350.0,350.0,,,,,yes,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],41.154153,80.399732,Aksu,Textile Industry Town,exact,Aksu,f,Aksu Cogen power station,2060,MW,,E100000123019 [100%],Zheneng Aksu Thermal Power Co Ltd [100%],E100000000310 [100.0%],Zhejiang Zheneng Electric Power Co Ltd [100.0%],15-Jan-15,"Year: 2015, Month: 1, Day: 15",15-Jan-15,,8,Asia,27,,19418.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Aksu_Cogen_power_station
coal,G100000100108,L100000101597,Aksu Xuzhou cogen power station,Unit 1,徐矿集团新疆阿克苏电厂,Xinjiang Aksu Thermal Power Co Ltd [100%],Jiangsu Xukuang Energy Co Ltd [100.0%],China;,Xinjiang,operating,2011,200,1.1,22.8,0.54,11313,96100,41.078773,80.16948,https://www.gem.wiki/Aksu_Xuzhou_cogen_power_station,,"Xinjiang, China",200.0,200.0,,,,,yes,200.0,,,unknown,subcritical,55.48,,,['China'],['China'],41.078773,80.16948,Aksu,Western Heavey Industry Park near 314 National Road,exact,Aksu,f,Aksu Xuzhou cogen power station,2060,MW,一期热电联产项目,E100000123064 [100%],Xinjiang Aksu Thermal Power Co Ltd [100%],E100000122229 [100.0%],Jiangsu Xukuang Energy Co Ltd [100.0%],30-Sep-09,"Year: 2009, Month: 9, Day: 30",30-Sep-09,,14,Asia,21,,11096.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Aksu_Xuzhou_cogen_power_station
coal,G100000100109,L100000101597,Aksu Xuzhou cogen power station,Unit 2,徐矿集团新疆阿克苏电厂,Xinjiang Aksu Thermal Power Co Ltd [100%],Jiangsu Xukuang Energy Co Ltd [100.0%],China;,Xinjiang,operating,2011,200,1.1,22.8,0.54,11313,96100,41.078773,80.16948,https://www.gem.wiki/Aksu_Xuzhou_cogen_power_station,,"Xinjiang, China",200.0,200.0,,,,,yes,200.0,,,unknown,subcritical,55.48,,,['China'],['China'],41.078773,80.16948,Aksu,Western Heavey Industry Park near 314 National Road,exact,Aksu,f,Aksu Xuzhou cogen power station,2060,MW,一期热电联产项目,E100000123064 [100%],Xinjiang Aksu Thermal Power Co Ltd [100%],E100000122229 [100.0%],Jiangsu Xukuang Energy Co Ltd [100.0%],30-Sep-09,"Year: 2009, Month: 9, Day: 30",30-Sep-09,,14,Asia,21,,11096.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Aksu_Xuzhou_cogen_power_station
coal,G100001071574,L100001062317,Alar Power station,Unit 1,第一师阿拉尔市南能集团2×66万千瓦煤电项目,Nanjiang Energy Group Co Ltd,Nanjiang Energy Group Co Ltd,China;,Xinjiang,announced,,660,2.6,91.7,0.54,8272,96100,41.741151,83.02622,https://www.gem.wiki/Alar_Power_station,,"Xinjiang, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],41.741151,83.02622,Kuqa (Kuche),,approximate,Aksu,f,Alar Power station,2060,MW,,E100002015199,Nanjiang Energy Group Co Ltd,E100002015199,Nanjiang Energy Group Co Ltd,,,,,0,Asia,35,,36616.799999999996,proposed-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Alar_Power_station
coal,G100001071575,L100001062317,Alar Power station,Unit 2,第一师阿拉尔市南能集团2×66万千瓦煤电项目,Nanjiang Energy Group Co Ltd,Nanjiang Energy Group Co Ltd,China;,Xinjiang,announced,,660,2.6,91.7,0.54,8272,96100,41.741151,83.02622,https://www.gem.wiki/Alar_Power_station,,"Xinjiang, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],41.741151,83.02622,Kuqa (Kuche),,approximate,Aksu,f,Alar Power station,2060,MW,,E100002015199,Nanjiang Energy Group Co Ltd,E100002015199,Nanjiang Energy Group Co Ltd,,,,,0,Asia,35,,36616.799999999996,proposed-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Alar_Power_station
coal,G100001089986,L100001080151,Altay peak shaving power station,Unit 1,阿勒泰2x660MW深度调峰煤电项目,,,China;,Xinjiang,announced,,660,2.7,95.3,0.54,8605,96100,47.858319,88.148851,https://www.gem.wiki/Altay_peak_shaving_power_station,,"Xinjiang, China",660.0,660.0,,,,,,660.0,,,unknown,unknown,55.48,,,['China'],['China'],47.858319,88.148851,,,approximate,Altay Prefecture,f,Altay peak shaving power station,2060,MW,,,,,,,,,,0,Asia,35,,36616.799999999996,proposed-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Altay_peak_shaving_power_station
coal,G100001089990,L100001080151,Altay peak shaving power station,Unit 2,阿勒泰2x660MW深度调峰煤电项目,,,China;,Xinjiang,announced,,660,2.7,95.3,0.54,8605,96100,47.858319,88.148851,https://www.gem.wiki/Altay_peak_shaving_power_station,,"Xinjiang, China",660.0,660.0,,,,,,660.0,,,unknown,unknown,55.48,,,['China'],['China'],47.858319,88.148851,,,approximate,Altay Prefecture,f,Altay peak shaving power station,2060,MW,,,,,,,,,,0,Asia,35,,36616.799999999996,proposed-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Altay_peak_shaving_power_station
coal,G100000113040,L100000100602,Anda Cogen power station,Unit 1,鑫玛热电集团安达热电,Anda Shunxiang Thermal Power Co Ltd [100%],Heilongjiang Province Xinma Thermoelectricity Group Co Ltd [50.0%]; natural person(s) [50.0%],China;,Heilongjiang,operating,2014,50,0.3,6.5,0.54,11313,96100,46.399604,125.298159,https://www.gem.wiki/Anda_Cogen_power_station,,"Heilongjiang, China",50.0,50.0,,,,,yes,50.0,,,unknown,subcritical,55.48,,,['China'],['China'],46.399604,125.298159,Anda,Tiexi Tiancaizhan,exact,Suihua,f,Anda Cogen power station,2060,MW,安达鑫玛热电,E100000121980 [100%],Anda Shunxiang Thermal Power Co Ltd [100%],E100000122000 [50.0%]; E100000123261 [50.0%],Heilongjiang Province Xinma Thermoelectricity Group Co Ltd [50.0%]; natural person(s) [50.0%],15-Feb-15,"Year: 2015, Month: 2, Day: 15",15-Feb-15,,11,Asia,24,,2774.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anda_Cogen_power_station
coal,G100000113041,L100000100602,Anda Cogen power station,Unit 2,鑫玛热电集团安达热电,Anda Shunxiang Thermal Power Co Ltd [100%],Heilongjiang Province Xinma Thermoelectricity Group Co Ltd [50.0%]; natural person(s) [50.0%],China;,Heilongjiang,operating,2014,50,0.3,6.5,0.54,11313,96100,46.399604,125.298159,https://www.gem.wiki/Anda_Cogen_power_station,,"Heilongjiang, China",50.0,50.0,,,,,yes,50.0,,,unknown,subcritical,55.48,,,['China'],['China'],46.399604,125.298159,Anda,Tiexi Tiancaizhan,exact,Suihua,f,Anda Cogen power station,2060,MW,安达鑫玛热电,E100000121980 [100%],Anda Shunxiang Thermal Power Co Ltd [100%],E100000122000 [50.0%]; E100000123261 [50.0%],Heilongjiang Province Xinma Thermoelectricity Group Co Ltd [50.0%]; natural person(s) [50.0%],15-Feb-15,"Year: 2015, Month: 2, Day: 15",15-Feb-15,,11,Asia,24,,2774.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anda_Cogen_power_station
coal,G100000100236,L100000100200,Anhui Bengbu power station,Phase II Unit 3,国电蚌埠发电厂,Guodian Bengbu Power Generation Co Ltd [100%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],China;,Anhui,operating,2018,660,2.6,72.2,0.54,8272,94600,32.78444,117.11472,https://www.gem.wiki/Anhui_Bengbu_power_station,,"Anhui, China",660.0,660.0,,,,yes,,660.0,,,bituminous,ultra-supercritical,55.48,,,['China'],['China'],32.78444,117.11472,Huaiyuan,Xiaoyi Township,exact,Bengbu,f,Anhui Bengbu power station,2060,MW,,E100000121610 [100%],Guodian Bengbu Power Generation Co Ltd [100%],E100000001366 [39.2%]; E100000000188 [23.4%]; E100000000175 [17.4%]; E100000000216 [16.6%]; E100000132388 [1.8%]; E100000123329 [1.7%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],12-May-15,"Year: 2015, Month: 5, Day: 12",12-May-15,,7,Asia,28,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Bengbu_power_station
coal,G100000100237,L100000100200,Anhui Bengbu power station,Phase II Unit 4,国电蚌埠发电厂,Guodian Bengbu Power Generation Co Ltd [100%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],China;,Anhui,operating,2018,660,2.6,72.2,0.54,8272,94600,32.78444,117.11472,https://www.gem.wiki/Anhui_Bengbu_power_station,,"Anhui, China",660.0,660.0,,,,yes,,660.0,,,bituminous,ultra-supercritical,55.48,,,['China'],['China'],32.78444,117.11472,Huaiyuan,Xiaoyi Township,exact,Bengbu,f,Anhui Bengbu power station,2060,MW,,E100000121610 [100%],Guodian Bengbu Power Generation Co Ltd [100%],E100000001366 [39.2%]; E100000000188 [23.4%]; E100000000175 [17.4%]; E100000000216 [16.6%]; E100000132388 [1.8%]; E100000123329 [1.7%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],12-May-15,"Year: 2015, Month: 5, Day: 12",12-May-15,,7,Asia,28,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Bengbu_power_station
coal,G100000100238,L100000100200,Anhui Bengbu power station,Phase I Unit 1,国电蚌埠发电厂,Guodian Bengbu Power Generation Co Ltd [100%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],China;,Anhui,operating,2008,630,2.8,49.5,0.54,9250,94600,32.78444,117.11472,https://www.gem.wiki/Anhui_Bengbu_power_station,,"Anhui, China",630.0,630.0,,,,,,630.0,,,bituminous,supercritical,55.48,,,['China'],['China'],32.78444,117.11472,Huaiyuan,Xiaoyi,exact,Bengbu,f,Anhui Bengbu power station,2060,MW,,E100000121610 [100%],Guodian Bengbu Power Generation Co Ltd [100%],E100000001366 [39.2%]; E100000000188 [23.4%]; E100000000175 [17.4%]; E100000000216 [16.6%]; E100000132388 [1.8%]; E100000123329 [1.7%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],,,,,17,Asia,18,,34952.4,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Bengbu_power_station
coal,G100000100239,L100000100200,Anhui Bengbu power station,Phase I Unit 2,国电蚌埠发电厂,Guodian Bengbu Power Generation Co Ltd [100%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],China;,Anhui,operating,2009,630,2.8,52.3,0.54,9250,94600,32.78444,117.11472,https://www.gem.wiki/Anhui_Bengbu_power_station,,"Anhui, China",630.0,630.0,,,,,,630.0,,,bituminous,supercritical,55.48,,,['China'],['China'],32.78444,117.11472,Huaiyuan,Xiaoyi,exact,Bengbu,f,Anhui Bengbu power station,2060,MW,,E100000121610 [100%],Guodian Bengbu Power Generation Co Ltd [100%],E100000001366 [39.2%]; E100000000188 [23.4%]; E100000000175 [17.4%]; E100000000216 [16.6%]; E100000132388 [1.8%]; E100000123329 [1.7%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; unknown [1.8%]; China Cinda Asset Management Co Ltd [1.7%],,,,,16,Asia,19,,34952.4,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Bengbu_power_station
coal,G100000115310,L100000100201,Anhui Huai Panji power station,Phase II Unit 3,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],China;,Anhui,operating,2025,660,2.6,91.7,0.54,8272,96100,32.76917,116.759595,https://www.gem.wiki/Anhui_Huai_Panji_power_station,,"Anhui, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],32.76917,116.759595,Panji District,Jiahe,exact,Huai,f,Anhui Huai Panji power station,2060,MW,,E100000121611 [100%],Huaihe Energy Power Group Co Ltd [100%],E100000000216 [74.0%]; E100001001051 [10.7%]; E100000132388 [7.8%]; E100000123329 [7.4%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],28-Sep-22,"Year: 2022, Month: 9, Day: 28",28-Sep-22,,0,Asia,35,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Panji_power_station
coal,G100000115311,L100000100201,Anhui Huai Panji power station,Phase II Unit 4,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],China;,Anhui,operating,2025,660,2.6,91.7,0.54,8272,96100,32.76917,116.759595,https://www.gem.wiki/Anhui_Huai_Panji_power_station,,"Anhui, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],32.76917,116.759595,Panji District,Jiahe,exact,Huai,f,Anhui Huai Panji power station,2060,MW,,E100000121611 [100%],Huaihe Energy Power Group Co Ltd [100%],E100000000216 [74.0%]; E100001001051 [10.7%]; E100000132388 [7.8%]; E100000123329 [7.4%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],28-Sep-22,"Year: 2022, Month: 9, Day: 28",28-Sep-22,,0,Asia,35,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Panji_power_station
coal,G100000113322,L100000100201,Anhui Huai Panji power station,Phase I Unit 1,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],China;,Anhui,operating,2022,660,2.6,83.8,0.54,8272,96100,32.76917,116.759595,https://www.gem.wiki/Anhui_Huai_Panji_power_station,,"Anhui, China",660.0,660.0,,,,yes,,660.0,,Zhuji East mine,unknown,ultra-supercritical,55.48,,,['China'],['China'],32.76917,116.759595,Panji District,Jiahe,exact,Huai,f,Anhui Huai Panji power station,2060,MW,,E100000121611 [100%],Huaihe Energy Power Group Co Ltd [100%],E100000000216 [74.0%]; E100001001051 [10.7%]; E100000132388 [7.8%]; E100000123329 [7.4%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],15-Jun-20,"Year: 2020, Month: 6, Day: 15",15-Jun-20,,3,Asia,32,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Panji_power_station
coal,G100000113323,L100000100201,Anhui Huai Panji power station,Phase I Unit 2,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],China;,Anhui,operating,2023,660,2.6,86.4,0.54,8272,96100,32.76917,116.759595,https://www.gem.wiki/Anhui_Huai_Panji_power_station,,"Anhui, China",660.0,660.0,,,,yes,,660.0,,Zhuji East mine,unknown,ultra-supercritical,55.48,,,['China'],['China'],32.76917,116.759595,Panji District,Jiahe,exact,Huai,f,Anhui Huai Panji power station,2060,MW,,E100000121611 [100%],Huaihe Energy Power Group Co Ltd [100%],E100000000216 [74.0%]; E100001001051 [10.7%]; E100000132388 [7.8%]; E100000123329 [7.4%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],15-Jun-20,"Year: 2020, Month: 6, Day: 15",15-Jun-20,,2,Asia,33,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Panji_power_station
coal,G100000114000,L100000104482,Anhui Huai Panji Waste Coal power station,Unit 1,淮南矿业潘集煤矸石电厂,Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],China;,Anhui,cancelled,,350,0.0,0.0,0.0,9250,96100,32.750622,116.807205,https://www.gem.wiki/Anhui_Huai_Panji_Waste_Coal_power_station,,"Anhui, China",350.0,350.0,,,,,,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],32.750622,116.807205,Panji District,Jiahe,approximate,Huai,f,Anhui Huai Panji Waste Coal power station,2060,MW,,E100000121611 [100%],Huaihe Energy Power Group Co Ltd [100%],E100000000216 [74.0%]; E100001001051 [10.7%]; E100000132388 [7.8%]; E100000123329 [7.4%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],,,,,0,Asia,0,,19418.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Panji_Waste_Coal_power_station
coal,G100000114001,L100000104482,Anhui Huai Panji Waste Coal power station,Unit 2,淮南矿业潘集煤矸石电厂,Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],China;,Anhui,cancelled,,350,0.0,0.0,0.0,9250,96100,32.750622,116.807205,https://www.gem.wiki/Anhui_Huai_Panji_Waste_Coal_power_station,,"Anhui, China",350.0,350.0,,,,,,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],32.750622,116.807205,Panji District,Jiahe,approximate,Huai,f,Anhui Huai Panji Waste Coal power station,2060,MW,,E100000121611 [100%],Huaihe Energy Power Group Co Ltd [100%],E100000000216 [74.0%]; E100001001051 [10.7%]; E100000132388 [7.8%]; E100000123329 [7.4%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; unknown [7.8%]; China Cinda Asset Management Co Ltd [7.4%],,,,,0,Asia,0,,19418.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Panji_Waste_Coal_power_station
coal,G100000101996,L100000100207,Anhui Huai Tianjia'an power station,Unit 1,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,retired,1972,120,0.0,0.0,0.0,12618,96100,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",120.0,120.0,,,,,,120.0,,,unknown,subcritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Tianjia'an,Dianchang Road,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,35,Asia,0,2007,6657.599999999999,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
coal,G100000102072,L100000100207,Anhui Huai Tianjia'an power station,Unit 15,大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],China;,Anhui,shelved,,1000,4.0,138.9,0.54,8272,96100,32.6699252,117.0253207,https://www.gem.wiki/Anhui_Huai_Tianjia%27an_power_station,,"Anhui, China",1000.0,1000.0,,,,,,1000.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],32.6699252,117.0253207,Panji,Gaohuang Town,exact,Huai,f,Anhui Huai Tianjia'an power station,2060,MW,"高皇电厂 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 淮南田家庵发电厂异地扩建项目 (Unit 15 & 16)",E100000121612 [100%],Anhui Electric Power Co Ltd [100%],E100000000163 [47.5%]; E100000000188 [44.9%]; E100000132388 [7.6%],China Datang Corp Ltd [47.5%]; GD POWER Development Co Ltd [44.9%]; unknown [7.6%],,,,,0,Asia,35,,55480.0,shelved,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Anhui_Huai_Tianjia'an_power_station
