source_dataset,id,pid,name,unit-name,noneng-name,owner,parent,areas,subnat,status,start-year,capacity,annual-co2-(million-tonnes-/-annum),lifetime-co2-(million-tonnes),capacity-factor,heat-rate-(btu-per-kwh),emission-factor-(kg-of-co2-per-tj),latitude,longitude,url,alternate-fuel,areas-subnat-sat-display,capacity-details,capacity-table,captive,captive-industry-use,captive-residential-use,china-capacity-payment-recipient,chp,cleaned-cap,coal-phaseout-year,coal-source,coal-type,combustion-technology,conversion-factor,conversion-to-(fuel),conversion-to-(gem-unit-id),count-of-semi,country-to-check,float-col-clean-lat,float-col-clean-lng,"local-area-(taluk,-county)",location,location-accuracy,"major-area-(prefecture,-district)",multi-country,name-search,net-zero-year,original-units,other-name,owner-gem-entity-id,owner-search,parent-gem-entity-id,parent-search,permit-date,permit-parsed,permits,planned-retirement,plant-age-(years),region,remaining-plant-lifetime-(years),retired-year,scaling-capacity,status-legend,subregion,tracker-acro,tracker-custom,tracker-display,tracker-legend,units-of-m,wiki-from-name
coal,G100000110766,L100000101409,Weihai power station,Phase II Unit 1,华能威海发电厂,Huaneng Weihai Power Generation Co Ltd [100%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],China;,Shandong,operating,1998,320,1.7,13.7,0.54,11313,94600,37.44899,122.20724,https://www.gem.wiki/Weihai_power_station,,"Shandong, China",320.0,320.0,,,,yes,yes,320.0,,,bituminous,subcritical,55.48,,,['China'],['China'],37.44899,122.20724,Huancui District,Haibu Village,exact,Weihai,f,Weihai power station,2060,MW,,E100000122794 [100%],Huaneng Weihai Power Generation Co Ltd [100%],E100000000217 [60.0%]; E100000123471 [40.0%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],,,,,27,Asia,8,,17753.6,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_power_station
coal,G100000110767,L100000101409,Weihai power station,Phase II Unit 2,华能威海发电厂,Huaneng Weihai Power Generation Co Ltd [100%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],China;,Shandong,operating,1998,320,1.7,13.7,0.54,11313,94600,37.44899,122.20724,https://www.gem.wiki/Weihai_power_station,,"Shandong, China",320.0,320.0,,,,yes,yes,320.0,,,bituminous,subcritical,55.48,,,['China'],['China'],37.44899,122.20724,Huancui District,Haibu Village,exact,Weihai,f,Weihai power station,2060,MW,,E100000122794 [100%],Huaneng Weihai Power Generation Co Ltd [100%],E100000000217 [60.0%]; E100000123471 [40.0%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],,,,,27,Asia,8,,17753.6,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_power_station
coal,G100000110764,L100000101409,Weihai power station,Phase I Unit 1,华能威海发电厂,Huaneng Weihai Power Generation Co Ltd [100%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],China;,Shandong,retired,1993,125,0.0,0.0,0.0,11313,94600,37.44899,122.20724,https://www.gem.wiki/Weihai_power_station,,"Shandong, China",125.0,125.0,,,,,,125.0,,,bituminous,subcritical,55.48,,,['China'],['China'],37.44899,122.20724,Huancui District,Haibu Village,exact,Weihai,f,Weihai power station,2060,MW,,E100000122794 [100%],Huaneng Weihai Power Generation Co Ltd [100%],E100000000217 [60.0%]; E100000123471 [40.0%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],,,,,16,Asia,0,2009,6935.0,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_power_station
coal,G100000110765,L100000101409,Weihai power station,Phase I Unit 2,华能威海发电厂,Huaneng Weihai Power Generation Co Ltd [100%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],China;,Shandong,retired,1994,125,0.0,0.0,0.0,11313,94600,37.44899,122.20724,https://www.gem.wiki/Weihai_power_station,,"Shandong, China",125.0,125.0,,,,,,125.0,,,bituminous,subcritical,55.48,,,['China'],['China'],37.44899,122.20724,Huancui District,Haibu Village,exact,Weihai,f,Weihai power station,2060,MW,,E100000122794 [100%],Huaneng Weihai Power Generation Co Ltd [100%],E100000000217 [60.0%]; E100000123471 [40.0%],Huaneng Power International Inc [60.0%]; Weihai Industrial Investment Group Co Ltd [40.0%],,,,,15,Asia,0,2009,6935.0,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_power_station
coal,G100000115857,L100000104995,Weihai Puyuan cogen power station,Unit 1,"威海热电2×66万千瓦热电联产项目, 威海普源“上大压小”热电联产项目",Weihai Puyuan Heating Co Ltd [100%],Weihai Industrial Investment Group Co Ltd [56.4%]; Weihai Lingang Development Group Co Ltd [20.0%]; Weihai Xintai Investment Co Ltd [11.6%]; Weihai Shenglai Investment Co Ltd [4.0%]; Agricultural Development Bank of China [3.6%]; unknown [2.6%]; Weihai Jinshi Investment Co Ltd [1.7%],China;,Shandong,permitted,2027,660,2.6,91.7,0.54,8272,96100,37.29428,122.078367,https://www.gem.wiki/Weihai_Puyuan_cogen_power_station,,"Shandong, China",660.0,660.0,,,,,yes,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],37.29428,122.078367,Lingang Economic and Technological Development Zone,Qingshan Town,approximate,Weihai,f,Weihai Puyuan cogen power station,2060,MW,,E100000122870 [100%],Weihai Puyuan Heating Co Ltd [100%],E100000123471 [56.4%]; E100000124556 [20.0%]; E100000124391 [11.6%]; E100000125063 [4.0%]; E100000000152 [3.6%]; E100000132388 [2.6%]; E100000124393 [1.7%],Weihai Industrial Investment Group Co Ltd [56.4%]; Weihai Lingang Development Group Co Ltd [20.0%]; Weihai Xintai Investment Co Ltd [11.6%]; Weihai Shenglai Investment Co Ltd [4.0%]; Agricultural Development Bank of China [3.6%]; unknown [2.6%]; Weihai Jinshi Investment Co Ltd [1.7%],24-Sep,"Year: 2024, Month: 9",September 2024 – 鲁发改项审〔2024〕305号,,0,Asia,35,,36616.799999999996,pre-construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_Puyuan_cogen_power_station
coal,G100000115858,L100000104995,Weihai Puyuan cogen power station,Unit 2,"威海热电2×66万千瓦热电联产项目, 威海普源“上大压小”热电联产项目",Weihai Puyuan Heating Co Ltd [100%],Weihai Industrial Investment Group Co Ltd [56.4%]; Weihai Lingang Development Group Co Ltd [20.0%]; Weihai Xintai Investment Co Ltd [11.6%]; Weihai Shenglai Investment Co Ltd [4.0%]; Agricultural Development Bank of China [3.6%]; unknown [2.6%]; Weihai Jinshi Investment Co Ltd [1.7%],China;,Shandong,permitted,2027,660,2.6,91.7,0.54,8272,96100,37.29428,122.078367,https://www.gem.wiki/Weihai_Puyuan_cogen_power_station,,"Shandong, China",660.0,660.0,,,,,yes,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],37.29428,122.078367,Lingang Economic and Technological Development Zone,Qingshan Town,approximate,Weihai,f,Weihai Puyuan cogen power station,2060,MW,,E100000122870 [100%],Weihai Puyuan Heating Co Ltd [100%],E100000123471 [56.4%]; E100000124556 [20.0%]; E100000124391 [11.6%]; E100000125063 [4.0%]; E100000000152 [3.6%]; E100000132388 [2.6%]; E100000124393 [1.7%],Weihai Industrial Investment Group Co Ltd [56.4%]; Weihai Lingang Development Group Co Ltd [20.0%]; Weihai Xintai Investment Co Ltd [11.6%]; Weihai Shenglai Investment Co Ltd [4.0%]; Agricultural Development Bank of China [3.6%]; unknown [2.6%]; Weihai Jinshi Investment Co Ltd [1.7%],24-Sep,"Year: 2024, Month: 9",September 2024 – 鲁发改项审〔2024〕305号,,0,Asia,35,,36616.799999999996,pre-construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_Puyuan_cogen_power_station
coal,G100000114392,L100000104636,Weihai Wendeng cogen power station,Unit 1,威海文登热电厂,Weihai Wendeng Thermal Power Plant Co Ltd [100%],Weihai Industrial Investment Group Co Ltd [94.0%]; Agricultural Development Bank of China [6.0%],China;,Shandong,operating,,35,0.2,1.0,0.54,12477,96100,37.17459,122.076619,https://www.gem.wiki/Weihai_Wendeng_cogen_power_station,,"Shandong, China",35.0,35.0,,,,yes,yes,35.0,,,unknown,unknown,55.48,,,['China'],['China'],37.17459,122.076619,Wendeng,,exact,Weihai,f,Weihai Wendeng cogen power station,2060,MW,,E100000122833 [100%],Weihai Wendeng Thermal Power Plant Co Ltd [100%],E100000123471 [94.0%]; E100000000152 [6.0%],Weihai Industrial Investment Group Co Ltd [94.0%]; Agricultural Development Bank of China [6.0%],,,,,30,Asia,5,,1941.8,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_Wendeng_cogen_power_station
coal,G100000114393,L100000104636,Weihai Wendeng cogen power station,Unit 2,威海文登热电厂,Weihai Wendeng Thermal Power Plant Co Ltd [100%],Weihai Industrial Investment Group Co Ltd [94.0%]; Agricultural Development Bank of China [6.0%],China;,Shandong,operating,,49,0.3,1.5,0.54,12477,96100,37.17459,122.076619,https://www.gem.wiki/Weihai_Wendeng_cogen_power_station,,"Shandong, China",49.0,49.0,,,,yes,yes,49.0,,,unknown,unknown,55.48,,,['China'],['China'],37.17459,122.076619,Wendeng,,exact,Weihai,f,Weihai Wendeng cogen power station,2060,MW,,E100000122833 [100%],Weihai Wendeng Thermal Power Plant Co Ltd [100%],E100000123471 [94.0%]; E100000000152 [6.0%],Weihai Industrial Investment Group Co Ltd [94.0%]; Agricultural Development Bank of China [6.0%],,,,,30,Asia,5,,2718.52,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_Wendeng_cogen_power_station
coal,G100001031167,L100000104636,Weihai Wendeng cogen power station,Unit 3,威海文登热电厂,Weihai Wendeng Thermal Power Plant Co Ltd [100%],Weihai Industrial Investment Group Co Ltd [94.0%]; Agricultural Development Bank of China [6.0%],China;,Shandong,permitted,,50,0.3,8.8,0.54,10442,96100,37.17459,122.076619,https://www.gem.wiki/Weihai_Wendeng_cogen_power_station,,"Shandong, China",50.0,50.0,,,,,yes,50.0,,,unknown,subcritical,55.48,,,['China'],['China'],37.17459,122.076619,Wendeng,,exact,Weihai,f,Weihai Wendeng cogen power station,2060,MW,,E100000122833 [100%],Weihai Wendeng Thermal Power Plant Co Ltd [100%],E100000123471 [94.0%]; E100000000152 [6.0%],Weihai Industrial Investment Group Co Ltd [94.0%]; Agricultural Development Bank of China [6.0%],25-Mar,"Year: 2025, Month: 3",25-Mar,,0,Asia,35,,2774.0,pre-construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_Wendeng_cogen_power_station
coal,G100000114401,L100000104637,Weihai Xijiao cogen power station,Unit 5,威海西郊热电厂,Shandong Weihai Xijiao Thermoelectricity Co Ltd [100%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; unknown [18.8%],China;,Shandong,operating,,30,0.2,0.9,0.54,12477,96100,37.173544,121.998484,https://www.gem.wiki/Weihai_Xijiao_cogen_power_station,,"Shandong, China",30.0,30.0,,,,,yes,30.0,,,unknown,unknown,55.48,,,['China'],['China'],37.173544,121.998484,Huancui,88 Huancui Road,exact,Weihai,f,Weihai Xijiao cogen power station,2060,MW,,E100000122834 [100%],Shandong Weihai Xijiao Thermoelectricity Co Ltd [100%],E100000123805 [31.2%]; E100000122698 [30.0%]; E100000123806 [20.0%]; E100000132388 [18.8%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; unknown [18.8%],,,,,30,Asia,5,,1664.3999999999999,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_Xijiao_cogen_power_station
coal,G100000114402,L100000104637,Weihai Xijiao cogen power station,Unit 6,威海西郊热电厂,Shandong Weihai Xijiao Thermoelectricity Co Ltd [100%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; unknown [18.8%],China;,Shandong,operating,,30,0.2,0.9,0.54,12477,96100,37.173544,121.998484,https://www.gem.wiki/Weihai_Xijiao_cogen_power_station,,"Shandong, China",30.0,30.0,,,,,yes,30.0,,,unknown,unknown,55.48,,,['China'],['China'],37.173544,121.998484,Huancui,88 Huancui Road,exact,Weihai,f,Weihai Xijiao cogen power station,2060,MW,,E100000122834 [100%],Shandong Weihai Xijiao Thermoelectricity Co Ltd [100%],E100000123805 [31.2%]; E100000122698 [30.0%]; E100000123806 [20.0%]; E100000132388 [18.8%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; unknown [18.8%],,,,,30,Asia,5,,1664.3999999999999,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihai_Xijiao_cogen_power_station
coal,G100000110774,L100000101283,Weihe-2 power station,Unit 3,陕西投资集团渭河发电厂,Shaanxi Weihe Electrical Power Co Ltd [100%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],China;,Shaanxi,operating,1991,300,1.7,1.7,0.54,11748,94600,34.427859,108.911676,https://www.gem.wiki/Weihe-2_power_station,,"Shaanxi, China",300.0,300.0,,,,,yes,300.0,,,bituminous,subcritical,55.48,,,['China'],['China'],34.427859,108.911676,Weicheng,Zhengyang Town,exact,Xianyang,f,Weihe-2 power station,2060,MW,港中旅渭河电厂,E100000122674 [100%],Shaanxi Weihe Electrical Power Co Ltd [100%],E100000124336 [66.7%]; E100000000171 [30.0%]; E100000132388 [3.3%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],,,,,34,Asia,1,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihe-2_power_station
coal,G100000110775,L100000101283,Weihe-2 power station,Unit 4,陕西投资集团渭河发电厂,Shaanxi Weihe Electrical Power Co Ltd [100%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],China;,Shaanxi,operating,1992,300,1.7,3.3,0.54,11748,94600,34.427859,108.911676,https://www.gem.wiki/Weihe-2_power_station,,"Shaanxi, China",300.0,300.0,,,,,yes,300.0,,,bituminous,subcritical,55.48,,,['China'],['China'],34.427859,108.911676,Weicheng,Zhengyang Town,exact,Xianyang,f,Weihe-2 power station,2060,MW,港中旅渭河电厂,E100000122674 [100%],Shaanxi Weihe Electrical Power Co Ltd [100%],E100000124336 [66.7%]; E100000000171 [30.0%]; E100000132388 [3.3%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],,,,,33,Asia,2,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihe-2_power_station
coal,G100000110776,L100000101283,Weihe-2 power station,Unit 5,陕西投资集团渭河发电厂,Shaanxi Weihe Electrical Power Co Ltd [100%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],China;,Shaanxi,operating,1995,300,1.7,8.3,0.54,11748,94600,34.427859,108.911676,https://www.gem.wiki/Weihe-2_power_station,,"Shaanxi, China",300.0,300.0,,,,,yes,300.0,,,bituminous,subcritical,55.48,,,['China'],['China'],34.427859,108.911676,Weicheng,Zhengyang Town,exact,Xianyang,f,Weihe-2 power station,2060,MW,港中旅渭河电厂,E100000122674 [100%],Shaanxi Weihe Electrical Power Co Ltd [100%],E100000124336 [66.7%]; E100000000171 [30.0%]; E100000132388 [3.3%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],,,,,30,Asia,5,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihe-2_power_station
coal,G100000110777,L100000101283,Weihe-2 power station,Unit 6,陕西投资集团渭河发电厂,Shaanxi Weihe Electrical Power Co Ltd [100%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],China;,Shaanxi,operating,1996,300,1.6,9.6,0.54,11313,94600,34.427859,108.911676,https://www.gem.wiki/Weihe-2_power_station,,"Shaanxi, China",300.0,300.0,,,,,yes,300.0,,,bituminous,subcritical,55.48,,,['China'],['China'],34.427859,108.911676,Weicheng,Zhengyang Town,exact,Xianyang,f,Weihe-2 power station,2060,MW,港中旅渭河电厂,E100000122674 [100%],Shaanxi Weihe Electrical Power Co Ltd [100%],E100000124336 [66.7%]; E100000000171 [30.0%]; E100000132388 [3.3%],Shaanxi Investment Group Co Ltd [66.7%]; China Huaneng Group Co Ltd [30.0%]; unknown [3.3%],,,,,29,Asia,6,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihe-2_power_station
coal,G100000110770,L100000100514,Weihe power station,Unit 1,贵阳能源威赫煤电气一体化发电厂,Hezhang Electric Power Co Ltd of Guiyang Energy Group [100%],Shenzhen Huidayu Technology Co Ltd [34.0%]; TCL Holdings (BVI) Ltd [19.1%]; Guizhou Hezong Boyuan Energy Technology Co Ltd [16.8%]; Guizhou Qunfa Energy Investment Co Ltd [15.0%]; Guiyang Jucong Technology Center LP [12.0%]; unknown [3.1%],China;,Guizhou,construction,2025,660,2.7,93.7,0.54,8272,98300,27.2196455,104.648633,https://www.gem.wiki/Weihe_power_station,,"Guizhou, China",660.0,660.0,,,,,,660.0,,,anthracite,ultra-supercritical,55.48,,,['China'],['China'],27.2196455,104.648633,Hezhang County,Caishen Town Xiaohai Village,exact,Bijie,f,Weihe power station,2060,MW,贵州赫章县威赫2×660MW超超临界CFB燃用高硫无烟煤发电示范项目,E100000121906 [100%],Hezhang Electric Power Co Ltd of Guiyang Energy Group [100%],E100000124239 [34.0%]; E100000125807 [19.1%]; E100000124376 [16.8%]; E100000124240 [15.0%]; E100000124377 [12.0%]; E100000132388 [3.1%],Shenzhen Huidayu Technology Co Ltd [34.0%]; TCL Holdings (BVI) Ltd [19.1%]; Guizhou Hezong Boyuan Energy Technology Co Ltd [16.8%]; Guizhou Qunfa Energy Investment Co Ltd [15.0%]; Guiyang Jucong Technology Center LP [12.0%]; unknown [3.1%],7-Aug-19,"Year: 2019, Month: 8, Day: 7",7-Aug-19,,0,Asia,35,,36616.799999999996,construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihe_power_station
coal,G100000110771,L100000100514,Weihe power station,Unit 2,贵阳能源威赫煤电气一体化发电厂,Hezhang Electric Power Co Ltd of Guiyang Energy Group [100%],Shenzhen Huidayu Technology Co Ltd [34.0%]; TCL Holdings (BVI) Ltd [19.1%]; Guizhou Hezong Boyuan Energy Technology Co Ltd [16.8%]; Guizhou Qunfa Energy Investment Co Ltd [15.0%]; Guiyang Jucong Technology Center LP [12.0%]; unknown [3.1%],China;,Guizhou,construction,2025,660,2.7,93.7,0.54,8272,98300,27.2196455,104.648633,https://www.gem.wiki/Weihe_power_station,,"Guizhou, China",660.0,660.0,,,,,,660.0,,,anthracite,ultra-supercritical,55.48,,,['China'],['China'],27.2196455,104.648633,Hezhang County,Caishen Town Xiaohai Village,exact,Bijie,f,Weihe power station,2060,MW,贵州赫章县威赫2×660MW超超临界CFB燃用高硫无烟煤发电示范项目,E100000121906 [100%],Hezhang Electric Power Co Ltd of Guiyang Energy Group [100%],E100000124239 [34.0%]; E100000125807 [19.1%]; E100000124376 [16.8%]; E100000124240 [15.0%]; E100000124377 [12.0%]; E100000132388 [3.1%],Shenzhen Huidayu Technology Co Ltd [34.0%]; TCL Holdings (BVI) Ltd [19.1%]; Guizhou Hezong Boyuan Energy Technology Co Ltd [16.8%]; Guizhou Qunfa Energy Investment Co Ltd [15.0%]; Guiyang Jucong Technology Center LP [12.0%]; unknown [3.1%],13-Dec-19,"Year: 2019, Month: 12, Day: 13",13-Dec-19,,0,Asia,35,,36616.799999999996,construction-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihe_power_station
coal,G100000113599,L100000101410,Weihua cogen power station,Unit 4,炜华集团炜华热电,Shandong Weiye Heat Power Co Ltd [100%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],China;,Shandong,cancelled,,50,0.0,0.0,0.0,10442,96100,37.705662,118.161189,https://www.gem.wiki/Weihua_cogen_power_station,,"Shandong, China",50.0,50.0,aluminum,both,heat,,yes,50.0,,,unknown,subcritical,55.48,,,['China'],['China'],37.705662,118.161189,Zhanhua,117 Hengye 3rd Road,exact,Binzhou,f,Weihua cogen power station,2060,MW,,E100000122835 [100%],Shandong Weiye Heat Power Co Ltd [100%],E100000125911 [34.9%]; E100000124824 [28.7%]; E100000123789 [19.1%]; E100000123787 [15.4%]; E100000125910 [1.8%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],,,,,0,Asia,0,,2774.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihua_cogen_power_station
coal,G100000113600,L100000101410,Weihua cogen power station,Unit 5,炜华集团炜华热电,Shandong Weiye Heat Power Co Ltd [100%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],China;,Shandong,cancelled,,50,0.0,0.0,0.0,10442,96100,37.705662,118.161189,https://www.gem.wiki/Weihua_cogen_power_station,,"Shandong, China",50.0,50.0,aluminum,both,heat,,yes,50.0,,,unknown,subcritical,55.48,,,['China'],['China'],37.705662,118.161189,Zhanhua,117 Hengye 3rd Road,exact,Binzhou,f,Weihua cogen power station,2060,MW,,E100000122835 [100%],Shandong Weiye Heat Power Co Ltd [100%],E100000125911 [34.9%]; E100000124824 [28.7%]; E100000123789 [19.1%]; E100000123787 [15.4%]; E100000125910 [1.8%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],,,,,0,Asia,0,,2774.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihua_cogen_power_station
coal,G100000113601,L100000101410,Weihua cogen power station,Unit 6,炜华集团炜华热电,Shandong Weiye Heat Power Co Ltd [100%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],China;,Shandong,cancelled,,50,0.0,0.0,0.0,10442,96100,37.705292,118.156327,https://www.gem.wiki/Weihua_cogen_power_station,,"Shandong, China",50.0,50.0,aluminum,both,heat,,yes,50.0,,,unknown,subcritical,55.48,,,['China'],['China'],37.705292,118.156327,Zhanhua,117 Hengye 3rd Road,exact,Binzhou,f,Weihua cogen power station,2060,MW,,E100000122835 [100%],Shandong Weiye Heat Power Co Ltd [100%],E100000125911 [34.9%]; E100000124824 [28.7%]; E100000123789 [19.1%]; E100000123787 [15.4%]; E100000125910 [1.8%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],,,,,0,Asia,0,,2774.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihua_cogen_power_station
coal,G100000113602,L100000101410,Weihua cogen power station,Unit 7,炜华集团炜华热电,Shandong Weiye Heat Power Co Ltd [100%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],China;,Shandong,cancelled,,50,0.0,0.0,0.0,10442,96100,37.705292,118.156327,https://www.gem.wiki/Weihua_cogen_power_station,,"Shandong, China",50.0,50.0,aluminum,both,heat,,yes,50.0,,,unknown,subcritical,55.48,,,['China'],['China'],37.705292,118.156327,Zhanhua,117 Hengye 3rd Road,exact,Binzhou,f,Weihua cogen power station,2060,MW,,E100000122835 [100%],Shandong Weiye Heat Power Co Ltd [100%],E100000125911 [34.9%]; E100000124824 [28.7%]; E100000123789 [19.1%]; E100000123787 [15.4%]; E100000125910 [1.8%],Hong Kong Weiye New Material Co Ltd [34.9%]; Binzhou state-backed Management Co Ltd [28.7%]; Zhanhua County Weiye New Energy Group Co Ltd [19.1%]; Binzhou Zhanhua Hongda Fice Investment Group Co Ltd [15.4%]; Hong Kong Chunhua Mining [1.8%],,,,,0,Asia,0,,2774.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weihua_cogen_power_station
coal,G100000113679,L100000101284,Weilai Energy & Chemical captive power station,Unit 1,兖矿集团陕西未来能源化工自备电厂,Shaanxi Weilai Energy Chemical Co Ltd [100%],Yankuang Energy Group Co Ltd [74.0%]; Shaanxi Yanchang Petroleum (Group) Co Ltd [21.1%]; unknown [2.5%]; Chang'an Huitong Co Ltd [2.5%],China;,Shaanxi,operating,2016,50,0.2,6.4,0.54,10442,94600,38.233409,109.489132,https://www.gem.wiki/Weilai_Energy_%26_Chemical_captive_power_station,,"Shaanxi, China",50.0,50.0,chemicals,both,,,yes,50.0,,,bituminous,subcritical,55.48,,,['China'],['China'],38.233409,109.489132,Yuyang District,Qinhe,exact,Yulin,f,Weilai Energy & Chemical captive power station,2060,MW,,E100000122675 [100%],Shaanxi Weilai Energy Chemical Co Ltd [100%],E100000123366 [74.0%]; E100000124313 [21.1%]; E100000132388 [2.5%]; E100000124954 [2.5%],Yankuang Energy Group Co Ltd [74.0%]; Shaanxi Yanchang Petroleum (Group) Co Ltd [21.1%]; unknown [2.5%]; Chang'an Huitong Co Ltd [2.5%],,,,,9,Asia,26,,2774.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Weilai_Energy_&_Chemical_captive_power_station
