entity_type,entity_id,latitude,longitude,prefecture_code,prefecture_name,province_code,province_name,boundary_level,join_method,fallback_distance_km,boundary_source,evidence_grade
source,CT_25451406,42.3033,119.3242,150400,赤峰市,150000,内蒙古自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25454093,32.109,114.1409,411500,信阳市,410000,河南省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25453389,39.9453,119.643,130300,秦皇岛市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25453562,21.5822,109.5816,450500,北海市,450000,广西壮族自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566525,40.2093985931339,118.221859080856,130200,唐山市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566675,28.8928735451478,118.866497281036,330800,衢州市,330000,浙江省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566636,36.1090917381904,117.820735633707,370100,济南市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566607,41.7780944194965,126.021399048944,220500,通化市,220000,吉林省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_32440460,40.5140766964231,117.596965388124,130800,承德市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566521,39.9383757147729,118.573388843089,130200,唐山市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25453381,27.0517,106.1252,520500,毕节市,520000,贵州省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_449217,34.8144,117.5731,370400,枣庄市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25450366,27.6253,111.4824,431300,娄底市,430000,湖南省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_451058,45.5129,119.6504,150500,通辽市,150000,内蒙古自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25452016,36.0383,120.2194,370200,青岛市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25451555,45.9663,126.6637,230100,哈尔滨市,230000,黑龙江省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25451404,43.6714,122.1535,150500,通辽市,150000,内蒙古自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25453395,34.3927,113.1988,410100,郑州市,410000,河南省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566658,36.5958246139766,113.748486258865,130400,邯郸市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566517,39.4663389256675,118.254596568189,130200,唐山市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566661,38.9694332349327,117.496250906514,120000,天津市,120000,天津市,municipality,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_33999157,35.0328249849787,117.310051940638,370400,枣庄市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_450756,47.1665,123.5847,230200,齐齐哈尔市,230000,黑龙江省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25451014,32.6846,117.0751,340400,淮南市,340000,安徽省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25452013,36.2123,116.5136,370900,泰安市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25454688,22.7545,115.042,441500,汕尾市,440000,广东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25451059,40.3038,122.106,210800,营口市,210000,辽宁省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_718119,31.4444,120.437,320500,苏州市,320000,江苏省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566532,39.2708026932197,119.028294446331,130200,唐山市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566547,47.4974801406479,129.283063064515,230700,伊春市,230000,黑龙江省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25452686,28.5967,112.2686,430900,益阳市,430000,湖南省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_32437866,31.3852071365067,119.295366914756,320400,常州市,320000,江苏省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455939,38.0172,117.9755,371600,滨州市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566519,39.9540494731673,118.550105134219,130200,唐山市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455048,29.7593,122.1266,330900,舟山市,330000,浙江省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_38467506,29.189179,117.45901,361100,上饶市,360000,江西省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25454806,44.8955,89.05,652300,昌吉回族自治州,650000,新疆维吾尔自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455011,26.3888,119.7872,350100,福州市,350000,福建省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_18648409,30.315957,121.959413,330900,舟山市,330000,浙江省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566662,39.299055924436,117.79848367804,120000,天津市,120000,天津市,municipality,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566655,27.7457858648316,102.20763182921,513400,凉山彝族自治州,510000,四川省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566604,29.7813481418631,116.27938542166,360400,九江市,360000,江西省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25452022,37.4003,118.5243,370500,东营市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566676,29.9161612301233,121.875936509,330200,宁波市,330000,浙江省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455287,21.5359,109.5902,450500,北海市,450000,广西壮族自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455495,44.8524,89.1959,652300,昌吉回族自治州,650000,新疆维吾尔自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25453203,32.1858,119.2709,321100,镇江市,320000,江苏省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455489,31.1494,117.4546,340100,合肥市,340000,安徽省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455503,44.3122,86.4185,652300,昌吉回族自治州,650000,新疆维吾尔自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_25455377,44.8412,89.1954,652300,昌吉回族自治州,650000,新疆维吾尔自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_48193111,37.6135928249813,117.878839573766,371600,滨州市,370000,山东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_48193119,21.8058610964229,108.077042429088,450600,防城港市,450000,广西壮族自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_48193108,39.4089113608289,108.618039637608,150600,鄂尔多斯市,150000,内蒙古自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566522,36.7329478265541,113.926163277216,130400,邯郸市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_716031,28.8445,106.7732,500000,重庆市,500000,重庆市,municipality,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_45257081,26.6325352,107.513673,522700,黔南布依族苗族自治州,520000,贵州省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1566533,39.6061411059843,118.36135857497,130200,唐山市,130000,河北省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,CT_1567219,23.402121,111.134606,450400,梧州市,450000,广西壮族自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,DAC_ORDOS,39.6086,109.7816,150600,鄂尔多斯市,150000,内蒙古自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,DAC_HAMI,42.8185,93.515,650500,哈密市,650000,新疆维吾尔自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,DAC_JIUQUAN,39.7326,98.4943,620900,酒泉市,620000,甘肃省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,DAC_HAIXI,37.3747,97.3609,632800,海西蒙古族藏族自治州,630000,青海省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,DAC_NINGXIA,38.4872,106.2309,640100,银川市,640000,宁夏回族自治区,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
source,DAC_GUANGDONG_PORT,22.5431,114.0579,440300,深圳市,440000,广东省,city,polygon_contains,0.0,DataV areas_v3 public boundary service,B
