FID,County name,Province name,Storage potential-DSA (Mt),Storage potential-EOR (Mt),Storage potential-ALL (Mt),Injection rate capability-DSA (Mt/a),Injection rate capability-EOR (Mt/a)
1500,Xunwu County,Jiangxi,0,0,0,0,0
1501,Yudu County,Jiangxi,0,0,0,0,0
1502,Zhanggong District,Jiangxi,0,0,0,0,0
1503,Anfu County,Jiangxi,0,0,0,0,0
1504,Ji'an County,Jiangxi,0,0,0,0,0
1505,Jishui County,Jiangxi,0,0,0,0,0
1506,Jizhou District,Jiangxi,0,0,0,0,0
1507,Jinggangshan City,Jiangxi,0,0,0,0,0
1508,Qingyuan District,Jiangxi,0,0,0,0,0
1509,Suichuan County,Jiangxi,0,0,0,0,0
1510,Taihe County,Jiangxi,0,0,0,0,0
1511,Wan'an County,Jiangxi,0,0,0,0,0
1512,Xiajiang County,Jiangxi,0,0,0,0,0
1513,Xingan County,Jiangxi,0,0,0,0,0
1514,Yongfeng County,Jiangxi,0,0,0,0,0
1515,Yongxin County,Jiangxi,0,0,0,0,0
1516,Changjiang District,Jiangxi,0,0,0,0,0
1517,Fuliang County,Jiangxi,0,0,0,0,0
1518,Leping City,Jiangxi,0,0,0,0,0
1519,Zhushan District,Jiangxi,0,0,0,0,0
1520,Chaisang District,Jiangxi,0,0,0,0,0
1521,De'an County,Jiangxi,0,0,0,0,0
1522,Duchang County,Jiangxi,0,0,0,0,0
1523,Gongqingcheng City,Jiangxi,0,0,0,0,0
1524,Hukou County,Jiangxi,0,0,0,0,0
1525,Lianxi District,Jiangxi,0,0,0,0,0
1526,Lushan City,Jiangxi,0,0,0,0,0
1527,Pengze County,Jiangxi,0,0,0,0,0
1528,Ruichang City,Jiangxi,0,0,0,0,0
1529,Wuning County,Jiangxi,0,0,0,0,0
1530,Xiushui County,Jiangxi,0,0,0,0,0
1531,Xunyang District,Jiangxi,0,0,0,0,0
1532,Yongxiu County,Jiangxi,0,0,0,0,0
1533,Anyi County,Jiangxi,0,0,0,0,0
1534,Donghu District,Jiangxi,0,0,0,0,0
1535,Honggutan District,Jiangxi,0,0,0,0,0
1536,jinxian County,Jiangxi,0,0,0,0,0
1537,Nanchang County,Jiangxi,0,0,0,0,0
1538,Qingshanhu District,Jiangxi,0,0,0,0,0
1539,Qingyunpu District,Jiangxi,0,0,0,0,0
1540,Xihu District,Jiangxi,0,0,0,0,0
1541,Xinjian District,Jiangxi,0,0,0,0,0
1542,Anyuan District,Jiangxi,0,0,0,0,0
1543,Lianhua County,Jiangxi,0,0,0,0,0
1544,Lixi County,Jiangxi,0,0,0,0,0
1545,Shangli County,Jiangxi,0,0,0,0,0
1546,Xiangdong District,Jiangxi,0,0,0,0,0
1547,Dexing City,Jiangxi,0,0,0,0,0
1548,Guangfeng District,Jiangxi,0,0,0,0,0
1549,Guangxin District,Jiangxi,0,0,0,0,0
1550,Hengfeng County,Jiangxi,0,0,0,0,0
1551,Poyang County,Jiangxi,0,0,0,0,0
1552,Lead County,Jiangxi,0,0,0,0,0
1553,Wannian County,Jiangxi,0,0,0,0,0
1554,Wuyuan County,Jiangxi,0,0,0,0,0
1555,Xinzhou District,Jiangxi,0,0,0,0,0
1556,Yiyang County,Jiangxi,0,0,0,0,0
1557,Yugan County,Jiangxi,0,0,0,0,0
1558,Yushan County,Jiangxi,0,0,0,0,0
1559,Fenyi County,Jiangxi,0,0,0,0,0
1560,Yushui District,Jiangxi,0,0,0,0,0
1561,Fengcheng City,Jiangxi,0,0,0,0,0
1562,Fengxin County,Jiangxi,0,0,0,0,0
1563,Gao'an City,Jiangxi,0,0,0,0,0
1564,Jing'an County,Jiangxi,0,0,0,0,0
1565,Shanggao County,Jiangxi,0,0,0,0,0
1566,Tonggu County,Jiangxi,0,0,0,0,0
1567,Wanzai County,Jiangxi,0,0,0,0,0
1568,Yifeng County,Jiangxi,0,0,0,0,0
1569,Yuanzhou City,Jiangxi,0,0,0,0,0
1570,Zhangshu City,Jiangxi,0,0,0,0,0
1571,Guixi City,Jiangxi,0,0,0,0,0
1572,Yujiang District,Jiangxi,0,0,0,0,0
1573,Yuehu District,Jiangxi,0,0,0,0,0
1574,Haicheng City,Liaoning,0,1.54,1.54,0,17.02
1575,Lishan District,Liaoning,0,0,0,0,0
1576,Qianshan District,Liaoning,0,0,0,0,0
1577,Tai 'an County,Liaoning,0,26.36,26.36,0,58.05
1578,Tiedong District,Liaoning,0,0,0,0,0
1579,Tiexi District,Liaoning,0,0,0,0,0
1580,Xiuyan Manchu Autonomous County,Liaoning,0,0,0,0,0
1581,Benxi Manchu Autonomous County,Liaoning,0,0,0,0,0
1582,Huanren Manchu autonomous County,Liaoning,0,0,0,0,0
1583,Mingshan District,Liaoning,0,0,0,0,0
1584,Nanfen District,Liaoning,0,0,0,0,0
1585,Pingshan District,Liaoning,0,0,0,0,0
1586,Xihu District,Liaoning,0,0,0,0,0
1587,Beipiao City,Liaoning,0,0,0,0,0
1588,Chaoyang County,Liaoning,0,0,0,0,0
1589,Jianping County,Liaoning,0,0,0,0,0
1590,Harqin Left Wing Mongolian Autonomous County,Liaoning,0,0,0,0,0
1591,Lingyuan City,Liaoning,0,0,0,0,0
1592,Longcheng District,Liaoning,0,0,0,0,0
1593,Shuangta District,Liaoning,0,0,0,0,0
1594,Ganjingzi District,Liaoning,0,0,0,0,0
1595,Jinzhou District,Liaoning,0,0,0,0,0
1596,Lushunkoukou District,Liaoning,0,0,0,0,0
1597,Pulandian District,Liaoning,0,0,0,0,0
1598,Shahekou District,Liaoning,0,0,0,0,0
1599,Wafangdian City,Liaoning,0,0,0,0,0
1600,Xigang District,Liaoning,0,0,0,0,0
1601,Changhai County,Liaoning,0,0,0,0,0
1602,Zhongshan District,Liaoning,0,0,0,0,0
1603,Zhuanghe City,Liaoning,0,0,0,0,0
1604,Donggang City,Liaoning,0,0,0,0,0
1605,Fengcheng City,Liaoning,0,0,0,0,0
1606,Kuandian Manzu Autonomous County,Liaoning,0,0,0,0,0
1607,Yuanbao District,Liaoning,0,0,0,0,0
1608,Zhen'an District,Liaoning,0,0,0,0,0
1609,Zhenxing District,Liaoning,0,0,0,0,0
1610,Dongzhou District,Liaoning,0,0,0,0,0
1611,Fushun County,Liaoning,0,0,0,0,0
1612,Qingyuan Manzu autonomous County,Liaoning,0,0,0,0,0
1613,Shuncheng District,Liaoning,0,0,0,0,0
1614,Wanghua District,Liaoning,0,0,0,0,0
1615,Xinbin Manzu Autonomous County,Liaoning,0,0,0,0,0
1616,Xinfu District,Liaoning,0,0,0,0,0
1617,Fuxin Mongolian Autonomous County,Liaoning,0,0,0,0,0
1618,Haizhou District,Liaoning,0,0,0,0,0
1619,Qinghemen District,Liaoning,0,0,0,0,0
1620,Taiping District,Liaoning,0,0,0,0,0
1621,Xihe District,Liaoning,0,0,0,0,0
1622,Xinqiu District,Liaoning,0,0,0,0,0
1623,Changwu County,Liaoning,0,0.04,0.04,0,0
1624,Jianchang County,Liaoning,0,0,0,0,0
1625,Lianshan District,Liaoning,0,0,0,0,0
1626,Longgang District,Liaoning,0,0,0,0,0
1627,Nanpiao District,Liaoning,0,0,0,0,0
1628,Suizhong County,Liaoning,0,0,0,0,0
1629,Xingcheng City,Liaoning,0,0,0,0,0
1630,Beizhen City,Liaoning,0,0,0,0,0
1631,Guta District,Liaoning,0,0,0,0,0
1632,Heishan County,Liaoning,0,0,0,0,0
1633,Linghai City,Liaoning,0,8.37,8.37,0,0
1634,Linghe District,Liaoning,0,0,0,0,0
1635,Taihe District,Liaoning,0,0,0,0,0
1636,Yi County,Liaoning,0,0,0,0,0
1637,Baita District,Liaoning,0,0,0,0,0
1638,Dengta City,Liaoning,0,3.33,3.33,0,61.74
1639,Gongchangling District,Liaoning,0,0,0,0,0
1640,Hongwei District,Liaoning,0,0,0,0,0
1641,Liaoyang County,Liaoning,0,5.5,5.5,0,62.74
1642,Taizihe District,Liaoning,0,0,0,0,0
1643,Wensheng District,Liaoning,0,0,0,0,0
1644,Dawa District,Liaoning,0,21.48,21.48,0,58.05
1645,Panshan District,Liaoning,0,152.25,152.25,0,58.05
1646,Shuangtaizi District,Liaoning,0,0,0,0,0
1647,Xinglongtai District,Liaoning,0,34.6,34.6,0,26.08
1648,Dandong District,Liaoning,0,0,0,0,0
1649,Faku County,Liaoning,0,0,0,0,0
1650,Heping District,Liaoning,0,0,0,0,0
1651,Huanggu District,Liaoning,0,0,0,0,0
1652,Hunnan District,Liaoning,0,0,0,0,0
1653,Kangping County,Liaoning,0,1.24,1.24,0,0.4
1654,Liaoyang District,Liaoning,0,13.88,13.88,0,61.74
1655,Shenbei New District,Liaoning,0,0,0,0,0
1656,Shenhe District,Liaoning,0,0,0,0,0
1657,Sujiatun District,Liaoning,0,0,0,0,0
1658,Tiexi District,Liaoning,0,0,0,0,0
1659,Xinmin City,Liaoning,0,38.51,38.51,0,10.33
1660,Yuhong District,Liaoning,0,11.71,11.71,0,10.33
1661,Changtu County,Liaoning,139.03,0,139.03,0.1,0
1662,Zhaibingshan,Liaoning,0,0,0,0,0
1663,Kaiyuan City,Liaoning,0,0,0,0,0
1664,Qinghe District,Liaoning,0,0,0,0,0
1665,Tieling County,Liaoning,0,0,0,0,0
1666,Xifeng County,Liaoning,0,0,0,0,0
1667,Yinzhou District,Liaoning,0,0,0,0,0
1668,Mackerel District,Liaoning,0,0,0,0,0
1669,Dashiqiao City,Liaoning,0,0,0,0,0
1670,Gaizhou City,Liaoning,0,0,0,0,0
1671,Laobian District,Liaoning,0,0,0,0,0
1672,Xishi District,Liaoning,0,0,0,0,0
1673,Zhanqian District,Liaoning,0,0,0,0,0
1674,Alxa Right Banner,Inner Mongolia Autonomous Region,8338.19,0,8338.19,0.12,0
1675,Alxa Left Banner,Inner Mongolia Autonomous Region,6371.2,0.4,6371.6,0.12,0.05
1676,Ejin Banner,Inner Mongolia Autonomous Region,6766.89,0.01,6766.9,0.09,0.04
1677,Dengkou County,Inner Mongolia Autonomous Region,0,0,0,0,0
1678,Hangjin Houqi Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1679,Linhe District,Inner Mongolia Autonomous Region,0,0,0,0,0
1680,Urad Rear Banner,Inner Mongolia Autonomous Region,4473.03,1.36,4474.39,0.12,0.05
1681,Urad Front Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1682,Urad Middle Banner,Inner Mongolia Autonomous Region,160.57,3.07,163.64,0.06,12.72
1683,Wuyuan County,Inner Mongolia Autonomous Region,0,0,0,0,0
1684,Bayan Obo Mining District,Inner Mongolia Autonomous Region,0,0,0,0,0
1685,Darhan-Muminggan Joint County,Inner Mongolia Autonomous Region,1016.77,0,1016.77,5.02,0
1686,Donghe District,Inner Mongolia Autonomous Region,0,0,0,0,0
1687,Guyang County,Inner Mongolia Autonomous Region,0,0,0,0,0
1688,Jiuyuan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1689,Hondlon District,Inner Mongolia Autonomous Region,0,0,0,0,0
1690,Qingshan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1691,Shiguai District,Inner Mongolia Autonomous Region,0,0,0,0,0
1692,Tumed Right Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1693,Ar Horqin Banner,Inner Mongolia Autonomous Region,0,6.18,6.18,0,1.24
1694,Aohan Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1695,Bahrain Right Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1696,Bahrain Left Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1697,Hongshan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1698,Harqin Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1699,Keshketeng Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1700,Linxi County,Inner Mongolia Autonomous Region,0,0,0,0,0
1701,Ningcheng County,Inner Mongolia Autonomous Region,0,0,0,0,0
1702,Songshan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1703,Ongniud Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1704,Yuanbaoshan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1705,Dalad Banner,Inner Mongolia Autonomous Region,0.52,0,0.52,0,0
1706,Dongsheng District,Inner Mongolia Autonomous Region,7.88,0,7.88,0,0
1707,OtogBanner,Inner Mongolia Autonomous Region,1920.11,0,1920.11,0.58,0
1708,Otog Front Banner,Inner Mongolia Autonomous Region,2286.62,0,2286.62,0.69,0
1709,Hangjin Banner,Inner Mongolia Autonomous Region,22.86,0,22.86,0,0
1710,Kangbashi District,Inner Mongolia Autonomous Region,1.91,0,1.91,0,0
1711,Uxin Banner,Inner Mongolia Autonomous Region,131.41,0,131.41,0.02,0
1712,Ejin Horo Banner,Inner Mongolia Autonomous Region,25.26,0,25.26,0,0
1713,Jungar Banner,Inner Mongolia Autonomous Region,10.33,0,10.33,0,0
1714,Horinger County,Inner Mongolia Autonomous Region,0,0,0,0,0
1715,Huimin District,Inner Mongolia Autonomous Region,0,0,0,0,0
1716,Qingshuihe District,Inner Mongolia Autonomous Region,0,0,0,0,0
1717,Saihan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1718,Tumet Left Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1719,Toktor County,Inner Mongolia Autonomous Region,0,0,0,0,0
1720,Wuchuan County,Inner Mongolia Autonomous Region,0,0,0,0,0
1721,Xincheng District,Inner Mongolia Autonomous Region,0,0,0,0,0
1722,Yuquan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1723,Arong Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1724,Prairie Chenbarhu banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1725,Ergun City,Inner Mongolia Autonomous Region,0,0,0,0,0
1726,Oroqen Autonomous Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1727,Ewenke Autonomous Region,Inner Mongolia Autonomous Region,0,0,0,0,0
1728,Genhe City,Inner Mongolia Autonomous Region,0,0,0,0,0
1729,Hailar District,Inner Mongolia Autonomous Region,0,0,0,0,0
1730,Manzhouli City,Inner Mongolia Autonomous Region,0,0,0,0,0
1731,Daur Autonomous Banner of Morin Dawa,Inner Mongolia Autonomous Region,113.37,0,113.37,0.38,0
1732,New Barag West County,Inner Mongolia Autonomous Region,7.23,68.51,75.74,0.03,0.88
1733,New Barag East County,Inner Mongolia Autonomous Region,66.69,31.65,98.34,0.06,1.65
1734,Yakeshi City,Inner Mongolia Autonomous Region,0,0,0,0,0
1735,Jalainur District,Inner Mongolia Autonomous Region,0,0,0,0,0
1736,Zhalantun City,Inner Mongolia Autonomous Region,0,0,0,0,0
1737,Holingola City,Inner Mongolia Autonomous Region,0,0,0,0,0
1738,Kailu County,Inner Mongolia Autonomous Region,0,1.22,1.22,0,0.27
1739,Horqin District,Inner Mongolia Autonomous Region,0,0,0,0,0
1740,Horqin Left Rear Banner,Inner Mongolia Autonomous Region,22.56,0.21,22.77,0.12,0.4
1741,Horqin Right Middle Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1742,Kulun Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1743,Naiman Banner,Inner Mongolia Autonomous Region,0,2.04,2.04,0,0
1744,Zalut Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1745,Haibowan District,Inner Mongolia Autonomous Region,0,0,0,0,0
1746,Hainan District,Inner Mongolia Autonomous Region,0.9,0,0.9,0,0
1747,Wuda District,Inner Mongolia Autonomous Region,0,0,0,0,0
1748,Chahar Right Wing Rear Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1749,Chahar Right Wing Front Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1750,Chahar Right Wing Middle Banner,Inner Mongolia Autonomous Region,0,1.18,1.18,0,0
1751,Fengzhen City,Inner Mongolia Autonomous Region,0,0,0,0,0
1752,Huade County,Inner Mongolia Autonomous Region,0,0,0,0,0
1753,Jining District,Inner Mongolia Autonomous Region,0,0,0,0,0
1754,Liangcheng County,Inner Mongolia Autonomous Region,0,0,0,0,0
1755,Shangdu County,Inner Mongolia Autonomous Region,0,0,0,0,0
1756,Siziwang Banner,Inner Mongolia Autonomous Region,7012.35,0,7012.35,7.82,0
1757,Xinghe County,Inner Mongolia Autonomous Region,0,0,0,0,0
1758,Zhuozi County,Inner Mongolia Autonomous Region,0,0,0,0,0
1759,The Abaga Flag,Inner Mongolia Autonomous Region,13820.7,0.43,13821.13,14.67,6.37
1760,East Ujumuqin Banner,Inner Mongolia Autonomous Region,4761.33,49.06,4810.39,13.07,6.84
1761,Duolun County,Inner Mongolia Autonomous Region,0,0,0,0,0
1762,Erenhot City,Inner Mongolia Autonomous Region,2430.4,3.17,2433.57,12.7,5.96
1763,Sonid Right Banner,Inner Mongolia Autonomous Region,5501.89,2.39,5504.28,12.91,5.96
1764,Sonid Left Banner,Inner Mongolia Autonomous Region,4501.62,1.84,4503.46,13.43,6.37
1765,Taibus Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1766,West Ujimqin Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1767,Xilinhot City,Inner Mongolia Autonomous Region,5465.9,5.38,5471.28,12.54,6.84
1768,Boarder Yellow Banner,Inner Mongolia Autonomous Region,0,0.4,0.4,0,0
1769,Zhenglan Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1770,Zhengxiangbai Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1771,Alxa City,Inner Mongolia Autonomous Region,0,0,0,0,0
1772,Horqin Right Wing Front Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1773,Horqin Right Wing Middle Banner,Inner Mongolia Autonomous Region,0,0,0,0,0
1774,Tuquan County,Inner Mongolia Autonomous Region,0,0,0,0,0
1775,Ulan Hot City,Inner Mongolia Autonomous Region,0,0,0,0,0
1776,Jalaid Banner,Inner Mongolia Autonomous Region,220.88,0,220.88,0.21,0
1777,Jingyuan County,Ningxia Hui Autonomous Region,0,0,0,0,0
1778,Longde County,Ningxia Hui Autonomous Region,0,0,0,0,0
1779,Panyang County,Ningxia Hui Autonomous Region,0,0,0,0,0
1780,Xiji County,Ningxia Hui Autonomous Region,0,0,0,0,0
1781,Yuanzhou District,Ningxia Hui Autonomous Region,0,0,0,0,0
1782,Dawukou District,Ningxia Hui Autonomous Region,0,0,0,0,0
1783,Huinong District,Ningxia Hui Autonomous Region,0,0,0,0,0
1784,Pingluo County,Ningxia Hui Autonomous Region,0.13,0,0.13,0,0
1785,Hongshibao District,Ningxia Hui Autonomous Region,1.03,0,1.03,0,0
1786,Litong District,Ningxia Hui Autonomous Region,0.13,0,0.13,0,0
1787,Qingtongxia,Ningxia Hui Autonomous Region,0,0,0,0,0
1788,Tongxin County,Ningxia Hui Autonomous Region,0,0.09,0.09,0,0
1789,Yanchi County,Ningxia Hui Autonomous Region,2177.37,5.51,2182.88,0.79,2.69
1790,Helan County,Ningxia Hui Autonomous Region,0,0,0,0,0
1791,Jinfeng District,Ningxia Hui Autonomous Region,0,0,0,0,0
1792,Lingwu City,Ningxia Hui Autonomous Region,7.1,0.15,7.25,0,0.31
1793,Xixia District,Ningxia Hui Autonomous Region,0,0,0,0,0
1794,Xingqing District,Ningxia Hui Autonomous Region,0,0,0,0,0
1795,Yongning County,Ningxia Hui Autonomous Region,0,0,0,0,0
1796,Haiyuan County,Ningxia Hui Autonomous Region,0,0,0,0,0
1797,Shapotou District,Ningxia Hui Autonomous Region,0,0,0,0,0
1798,Zhongning County,Ningxia Hui Autonomous Region,0,0,0,0,0
1799,Banma County,Qinghai,0,0,0,0,0
1800,Dari County,Qinghai,0,0,0,0,0
1801,Gande County,Qinghai,0,0,0,0,0
1802,Jiuzhi County,Qinghai,0,0,0,0,0
1803,Mado County,Qinghai,0,0,0,0,0
1804,Maqin County,Qinghai,0,0,0,0,0
1805,Gangcha County,Qinghai,0,0,0,0,0
1806,Haiyan County,Qinghai,0,0,0,0,0
1807,Menyuan Hui Autonomous County,Qinghai,0,0,0,0,0
1808,Qilian County,Qinghai,0,0,0,0,0
1809,Tu Autonomous County of Huzhu,Qinghai,0,0,0,0,0
1810,Hualong Hui Autonomous County,Qinghai,0,0,0,0,0
1811,Ledu District,Qinghai,0,0,0,0,0
1812,Minhe Hui Tuzuzizhiqu,Qinghai,0,0,0,0,0
1813,Ping'an District,Qinghai,0,0,0,0,0
1814,Xunhua Salar Autonomous County,Qinghai,0,0,0,0,0
1815,Republican County,Qinghai,0,0,0,0,0
1816,Guide County,Qinghai,0,0,0,0,0
1817,Guinan County,Qinghai,0,0,0,0,0
1818,Tongde County,Qinghai,0,0,0,0,0
1819,Xinghai County,Qinghai,0,0,0,0,0
1820,Delingha City,Qinghai,0,0,0,0,0
1821,Dulan County,Qinghai,3670.32,0,3670.32,8.78,0
1822,Geermu City,Qinghai,13584.71,0,13584.71,14.64,0
1823,Haixi Mongol and Tibetan Autonomous Prefecture,Qinghai,3520.11,3.15,3523.26,11.71,20.62
1824,Mangya City,Qinghai,20960.41,141.25,21101.66,17.56,20.62
1825,Tianjun County,Qinghai,0,0,0,0,0
1826,Wulan County,Qinghai,0,0,0,0,0
1827,Henan Mongolian Autonomous County,Qinghai,0,0,0,0,0
1828,Jianzha County,Qinghai,0,0,0,0,0
1829,Tongren City,Qinghai,0,0,0,0,0
1830,Zeku County,Qinghai,0,0,0,0,0
1831,Chengbei District,Qinghai,0,0,0,0,0
1832,Chengdong District,Qinghai,0,0,0,0,0
1833,Chengxi District,Qinghai,0,0,0,0,0
1834,Chengzhong District,Qinghai,0,0,0,0,0
1835,Datong Hui and Tu Autonomous County,Qinghai,0,0,0,0,0
1836,Huangyuan County,Qinghai,0,0,0,0,0
1837,Huangzhong District,Qinghai,0,0,0,0,0
1838,Chindu County,Qinghai,0,0,0,0,0
1839,Nangqian County,Qinghai,0,0,0,0,0
1840,Qumalai County,Qinghai,0,0,0,0,0
1841,Yushu City,Qinghai,0,0,0,0,0
1842,Zadoi County,Qinghai,0,0,0,0,0
1843,Zhiduo County,Qinghai,0,0,0,0,0
1844,Bincheng District,Shandong,0,30.31,30.31,0,150
1845,Boxing County,Shandong,0,25.99,25.99,0,21.77
1846,Huimin County,Shandong,0,2.63,2.63,0,9.65
1847,Wudi County,Shandong,0,3.72,3.72,0,0
1848,Yangxin County,Shandong,0,0.46,0.46,0,0
1849,Zhanhua District,Shandong,0,15.14,15.14,0,76.9
1850,Zouping City,Shandong,0,0,0,0,0
1851,DeCheng District,Shandong,0,0,0,0,0
1852,Laoling City,Shandong,55.9,0,55.9,15,0
1853,Linyi County,Shandong,0,44.96,44.96,0,0
1854,Lingsheng District,Shandong,0,0,0,0,0
1855,Ningjin County,Shandong,111.79,0,111.79,15,0
1856,Pingyuan County,Shandong,0,0,0,0,0
1857,Qihe County,Shandong,0,0,0,0,0
1858,Qingyun County,Shandong,0,0,0,0,0
1859,Wucheng County,Shandong,0,0,0,0,0
1860,Xiajin County,Shandong,0,0,0,0,0
1861,Yucheng City,Shandong,0,0,0,0,0
1862,Dongying District,Shandong,0,79.63,79.63,0,40.09
1863,Guangrao County,Shandong,0,14.81,14.81,0,152.46
1864,Hekou District,Shandong,0,135.36,135.36,0,43.01
1865,Kenli District,Shandong,0,145.12,145.12,0,65.63
1866,Lijin County,Shandong,0,24.03,24.03,0,65.63
1867,Caoxian County,Shandong,0,0,0,0,0
1868,Chengwu County,Shandong,0,0,0,0,0
1869,Shanxian County,Shandong,0,0,0,0,0
1870,Dingtao District,Shandong,0,0,0,0,0
1871,Dongming County,Shandong,0,0.62,0.62,0,0
1872,Juye County,Shandong,0,0,0,0,0
1873,Juancheng County,Shandong,0,0,0,0,0
1874,Mudan District,Shandong,0,4.82,4.82,0,0
1875,Yuncheng County,Shandong,0,0,0,0,0
1876,Gangcheng District,Shandong,0,0,0,0,0
1877,Huaiyin District,Shandong,0,0,0,0,0
1878,Jiyang District,Shandong,0,0,0,0,0
1879,Laiwu District,Shandong,0,0,0,0,0
1880,Licheng District,Shandong,0,0,0,0,0
1881,Lixia District,Shandong,0,0,0,0,0
1882,Pingyin County,Shandong,0,0,0,0,0
1883,Shanghe County,Shandong,0,11.46,11.46,0,0
1884,Shizhong District,Shandong,0,0,0,0,0
1885,Tianqiao District,Shandong,0,0,0,0,0
1886,Zhangqiu District,Shandong,0,0,0,0,0
1887,Changqing District,Shandong,0,0,0,0,0
1888,Jiaxiang County,Shandong,0,0,0,0,0
1889,Jinxiang County,Shandong,0,0,0,0,0
1890,Liangshan County,Shandong,0,0,0,0,0
1891,Qufu City,Shandong,0,0,0,0,0
1892,Rencheng District,Shandong,0,0,0,0,0
1893,Sishui County,Shandong,0,0,0,0,0
1894,Weishan County,Shandong,0,0,0,0,0
1895,Wenshang County,Shandong,0,0,0,0,0
1896,Yanzhou District,Shandong,0,0,0,0,0
1897,Yutai County,Shandong,0,0,0,0,0
1898,Zoucheng City,Shandong,0,0,0,0,0
1899,Chiping District,Shandong,0,0,0,0,0
1900,Dong'e County,Shandong,0,0,0,0,0
1901,Dongchangfu District,Shandong,0,0,0,0,0
1902,Gaotang County,Shandong,0,0,0,0,0
1903,Guan County,Shandong,0,0,0,0,0
1904,Linqing City,Shandong,0,0,0,0,0
1905,Shen County,Shandong,0,19.04,19.04,0,7.51
1906,Yanggu County,Shandong,0,0,0,0,0
1907,Fei County,Shandong,0,0,0,0,0
1908,Hedong District,Shandong,0,0,0,0,0
1909,Junan County,Shandong,0,0,0,0,0
1910,Lanling County,Shandong,0,0,0,0,0
1911,Lanshan District,Shandong,0,0,0,0,0
1912,Linshu County,Shandong,0,0,0,0,0
1913,Luozhuang District,Shandong,0,0,0,0,0
1914,Mengyin County,Shandong,0,0,0,0,0
1915,Pingyi County,Shandong,0,0,0,0,0
1916,Tancheng County,Shandong,0,0,0,0,0
1917,Yinan County,Shandong,0,0,0,0,0
1918,Yishui County,Shandong,0,0,0,0,0
1919,Chengyang District,Shandong,0,0,0,0,0
1920,Huangdao District,Shandong,0,0,0,0,0
1921,Jimo District,Shandong,0,0,0,0,0
1922,Jiaozhou City,Shandong,0,0,0,0,0
1923,Laixi City,Shandong,0,0,0,0,0
1924,Laoshan District,Shandong,0,0,0,0,0
1925,Licang District,Shandong,0,0,0,0,0
1926,Pingdu City,Shandong,0,0,0,0,0
1927,City North District,Shandong,0,0,0,0,0
1928,City South District,Shandong,0,0,0,0,0
1929,Donggang District,Shandong,0,0,0,0,0
1930,Ju County,Shandong,0,0,0,0,0
1931,Lanshan District,Shandong,0,0,0,0,0
1932,Wulian County,Shandong,0,0,0,0,0
1933,Daiyue District,Shandong,0,0,0,0,0
1934,Dongping County,Shandong,0,0,0,0,0
1935,Feicheng City,Shandong,0,0,0,0,0
1936,Ningyang County,Shandong,0,0,0,0,0
1937,Taishan District,Shandong,0,0,0,0,0
1938,Xintai City,Shandong,0,0,0,0,0
1939,Huancui District,Shandong,0,0,0,0,0
1940,Rongcheng City,Shandong,0,0,0,0,0
1941,Rushan City,Shandong,0,0,0,0,0
1942,Wendeng District,Shandong,0,0,0,0,0
1943,Anqiu City,Shandong,0,0,0,0,0
1944,Changle County,Shandong,0,0,0,0,0
1945,Changyi City,Shandong,0,0.83,0.83,0,0
1946,Fangzi District,Shandong,0,0,0,0,0
1947,Gaomi City,Shandong,0,0,0,0,0
1948,Hanting District,Shandong,0,0,0,0,0
1949,Kuiwen District,Shandong,0,0,0,0,0
1950,Linqu County,Shandong,0,0,0,0,0
1951,Qingzhou City,Shandong,0,0,0,0,0
1952,Shouguang City,Shandong,0,11.66,11.66,0,0
1953,Weicheng District,Shandong,0,0,0,0,0
1954,Zichuan District,Shandong,0,0,0,0,0
1955,Fushan District,Shandong,0,0,0,0,0
1956,Haiyang City,Shandong,0,0,0,0,0
