FID,County name,Province name,Storage potential-DSA (Mt),Storage potential-EOR (Mt),Storage potential-ALL (Mt),Injection rate capability-DSA (Mt/a),Injection rate capability-EOR (Mt/a)
495,Liubei District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
496,Liucheng County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
497,Liujiang District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
498,Liunan District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
499,Luzhai County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
500,Rong'an County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
501,Miao Autonomous County of Rongshui,Guangxi Zhuang Autonomous Region,0,0,0,0,0
502,Dong Autonomous County of Sanjiang,Guangxi Zhuang Autonomous Region,0,0,0,0,0
503,Yufeng District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
504,Binyang County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
505,Hengzhou City,Guangxi Zhuang Autonomous Region,0,0,0,0,0
506,Jiangnan District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
507,Liangqing District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
508,Longan County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
509,Mashan County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
510,Qingxiu District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
511,Shanglin County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
512,Wuming District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
513,Xixiangtang District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
514,Xingning District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
515,Yongning District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
516,Lingshan County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
517,Pubei County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
518,Qinbei District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
519,Qinnan District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
520,Cangwu County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
521,Cenxi,Guangxi Zhuang Autonomous Region,0,0,0,0,0
522,Longxu District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
523,Mengshan County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
524,Fuji County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
525,Wanxiu District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
526,Changzhou District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
527,Beiliu,Guangxi Zhuang Autonomous Region,0,0,0,0,0
528,Bobai County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
529,Fumian District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
530,Luchuan County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
531,Rong County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
532,Xingye County,Guangxi Zhuang Autonomous Region,0,0,0,0,0
533,Yuzhou District,Guangxi Zhuang Autonomous Region,0,0,0,0,0
534,Guanling Buyi Miao Autonomous County,Guizhou,0,0,0,0,0
535,Pingba District,Guizhou,0,0,0,0,0
536,Puding County,Guizhou,0,0,0,0,0
537,Xixiu District,Guizhou,0,0,0,0,0
538,Zhenning Buyi Hmong Autonomous County,Guizhou,0,0,0,0,0
539,Ziyun Miao and Buyi Autonomous County,Guizhou,0,0,0,0,0
540,Dafang County,Guizhou,0,0,0,0,0
541,Hezhang County,Guizhou,0,0,0,0,0
542,Jinsha County,Guizhou,0,0,0,0,0
543,Nayong County,Guizhou,0,0,0,0,0
544,Qixingguan District,Guizhou,0,0,0,0,0
545,Qianxi City,Guizhou,0,0,0,0,0
546,Weining Yi Hui and Miao Autonomous County,Guizhou,0,0,0,0,0
547,Zijin County,Guizhou,0,0,0,0,0
548,Baiyun District,Guizhou,0,0,0,0,0
549,Guanshanhu District,Guizhou,0,0,0,0,0
550,Huaxi District,Guizhou,0,0,0,0,0
551,Kaiyang County,Guizhou,0,0,0,0,0
552,Nanming District,Guizhou,0,0,0,0,0
553,Qingzhen,Guizhou,0,0,0,0,0
554,Wudang District,Guizhou,0,0,0,0,0
555,Xifeng County,Guizhou,0,0,0,0,0
556,Xiuwen County,Guizhou,0,0,0,0,0
557,Yunyan District,Guizhou,0,0,0,0,0
558,Liuzhi Special Zone,Guizhou,0,0,0,0,0
559,Panzhou,Guizhou,0,0,0,0,0
560,Shuicheng District,Guizhou,0,0,0,0,0
561,Zhongshan District,Guizhou,0,0,0,0,0
562,Cengong County,Guizhou,0,0,0,0,0
563,Congjiang County,Guizhou,0,0,0,0,0
564,Danzhai County,Guizhou,0,0,0,0,0
565,Huangping County,Guizhou,0,0,0,0,0
566,Jianhe County,Guizhou,0,0,0,0,0
567,Jinping County,Guizhou,0,0,0,0,0
568,Kaili,Guizhou,0,0,0,0,0
569,Leishan County,Guizhou,0,0,0,0,0
570,Liping County,Guizhou,0,0,0,0,0
571,Majiang County,Guizhou,0,0,0,0,0
572,Rongjiang County,Guizhou,0,0,0,0,0
573,Sanhui County,Guizhou,0,0,0,0,0
574,Shibing County,Guizhou,0,0,0,0,0
575,Taijiang County,Guizhou,0,0,0,0,0
576,Tianzhu County,Guizhou,0,0,0,0,0
577,Zhenyuan County,Guizhou,0,0,0,0,0
578,Duyun,Guizhou,0,0,0,0,0
579,Dushan County,Guizhou,0,0,0,0,0
580,Fuquan,Guizhou,0,0,0,0,0
581,Guiding County,Guizhou,0,0,0,0,0
582,Huishui County,Guizhou,0,0,0,0,0
583,Libo County,Guizhou,0,0,0,0,0
584,Longli County,Guizhou,0,0,0,0,0
585,Luodian County,Guizhou,0,0,0,0,0
586,Pingtang County,Guizhou,0,0,0,0,0
587,Sandu Shui Autonomous County,Guizhou,0,0,0,0,0
588,urnan County,Guizhou,0,0,0,0,0
589,Changshun County,Guizhou,0,0,0,0,0
590,Anlong County,Guizhou,0,0,0,0,0
591,Ceheng County,Guizhou,0,0,0,0,0
592,Pu'an County,Guizhou,0,0,0,0,0
593,Qinglong County,Guizhou,0,0,0,0,0
594,Wangmu County,Guizhou,0,0,0,0,0
595,Xingren,Guizhou,0,0,0,0,0
596,Xingyi,Guizhou,0,0,0,0,0
597,zhenfeng County,Guizhou,0,0,0,0,0
598,Bijiang District,Guizhou,0,0,0,0,0
599,Dejiang County,Guizhou,0,0,0,0,0
600,Jiangkou County,Guizhou,0,0,0,0,0
601,Shichian County,Guizhou,0,0,0,0,0
602,Sinan County,Guizhou,0,0,0,0,0
603,Songtao Miao Autonomous County,Guizhou,0,0,0,0,0
604,Wanshan District,Guizhou,0,0,0,0,0
605,Yanhe Tujia Autonomous County,Guizhou,0,0,0,0,0
606,Yanjiang Miao and Tujia Autonomous County,Guizhou,0,0,0,0,0
607,Yuping Dong Autonomous County,Guizhou,0,0,0,0,0
608,Baozhou District,Guizhou,0,0,0,0,0
609,Chishui,Guizhou,272.7,0.11,272.81,0.01,0.01
610,Daozhen Gelaozu Miaozu Autonomous County,Guizhou,0,0,0,0,0
611,Fenggang County,Guizhou,0,0,0,0,0
612,Honghuagang District,Guizhou,0,0,0,0,0
613,Huichuan District,Guizhou,0,0,0,0,0
614,Meitan County,Guizhou,0,0,0,0,0
615,Renhuai City,Guizhou,0,0,0,0,0
616,Suiyang County,Guizhou,0,0,0,0,0
617,Tongzi County,Guizhou,0,0,0,0,0
618,Wuchuan Mulao nationality Miao autonomous County,Guizhou,0,0,0,0,0
619,Xishui County,Guizhou,207.02,0,207.02,0.01,0
620,Yuqing County,Guizhou,0,0,0,0,0
621,Zheng'an County,Guizhou,0,0,0,0,0
622,Baisha Lizu autonomous County,Hainan,0,0,0,0,0
623,Baoting Li and Miao Autonomous County,Hainan,0,0,0,0,0
624,Changjiang Lizu autonomous County,Hainan,0,0,0,0,0
625,Chengmai County,Hainan,0,0,0,0,0
626,Danzhou,Hainan,0,0,0,0,0
627,Ding'an County,Hainan,0,0,0,0,0
628,Dongfang City,Hainan,0,0,0,0,0
629,Longhua District,Hainan,0,0,0,0,0
630,Meilan District,Hainan,0,0,0,0,0
631,Qiongshan District,Hainan,0,0,0,0,0
632,Xiuying District,Hainan,0,0,0,0,0
633,Ledong Lizu autonomous County,Hainan,0,0,0,0,0
634,Lingao County,Hainan,0,0,0,0,0
635,Lingshui Lizu autonomous County,Hainan,0,0,0,0,0
636,Qionghai City,Hainan,0,0,0,0,0
637,Qiongzhong Li and Miao Autonomous County,Hainan,0,0,0,0,0
638,Nansha District,Hainan,0,0,0,0,0
639,Xisha District,Hainan,0,0,0,0,0
640,Haitang District,Hainan,0,0,0,0,0
641,Jiyang District,Hainan,0,0,0,0,0
642,Tianya District,Hainan,0,0,0,0,0
643,Yazhou District,Hainan,0,0,0,0,0
644,Tunchang County,Hainan,0,0,0,0,0
645,Wanning,Hainan,0,0,0,0,0
646,Wenchang,Hainan,0,0,0,0,0
647,Wuzhishan City,Hainan,0,0,0,0,0
648,Anguo City,Hebei,794.42,0,794.42,15.66,0
649,Anxin County,Hebei,775.98,1.57,777.55,8.18,9.14
650,Bono County,Hebei,658.53,0,658.53,15.66,0
651,Dingxing County,Hebei,49.18,0,49.18,6.25,0
652,Dingzhou,Hebei,506.03,0,506.03,12.33,0
653,Fuping County,Hebei,0,0,0,0,0
654,Gaobeidian,Hebei,98.35,0,98.35,6.25,0
655,Gaoyang County,Hebei,890.94,0.07,891.01,14.28,78.32
656,Jingxiu District,Hebei,0,0,0,0,0
657,Laixiu County,Hebei,0,0,0,0,0
658,Laiyuan County,Hebei,0,0,0,0,0
659,Li County,Hebei,1048.15,4.62,1052.77,15.66,8.14
660,Lianchi District,Hebei,61.08,0,61.08,8.18,0
661,Mancheng District,Hebei,0,0,0,0,0
662,Qingyuan District,Hebei,608.31,0,608.31,8.18,0
663,Quyang County,Hebei,0,0,0,0,0
664,Rongcheng County,Hebei,18.44,0,18.44,6.25,0
665,Shunping County,Hebei,0,0,0,0,0
666,Tang County,Hebei,0,0,0,0,0
667,Wangdu County,Hebei,24.59,0,24.59,6.25,0
668,Xiong County,Hebei,306.18,25.52,331.7,16.13,53.32
669,Xushui District,Hebei,88.55,0,88.55,8.18,0
670,Yi County,Hebei,0,0,0,0,0
671,Zhuozhou,Hebei,6.15,0,6.15,6.25,0
672,Cang County,Hebei,875.69,15.18,890.87,44.99,26.05
673,Dongguang County,Hebei,428.53,0,428.53,22.49,0
674,Haixing County,Hebei,121.11,0,121.11,29.99,0
675,Hezhang,Hebei,1331.18,11.54,1342.72,14.28,78.32
676,huanghua city,Hebei,2105.38,43.74,2149.12,44.99,52.1
677,Mengcunhuizuzizhixian,Hebei,316.74,0,316.74,29.99,0
678,Nampi County,Hebei,735.95,16.64,752.59,22.49,19.54
679,Botou city,Hebei,0,0,0,0,0
680,Qing County,Hebei,316.74,0,316.74,44.99,0
681,Renqiu,Hebei,3017.2,8.63,3025.83,121.06,78.32
682,Suning County,Hebei,1396.32,7.02,1403.34,19.04,10.86
683,Wuqiao County,Hebei,0,0,0,0,0
684,Xian County,Hebei,1152.92,3.61,1156.53,19.04,10.86
685,Xinhua District,Hebei,111.79,12.39,124.18,22.49,19.54
686,Yanshan County,Hebei,372.63,3.65,376.28,29.99,13.03
687,Yunhe District,Hebei,27.95,0,27.95,22.49,0
688,Chengde County,Hebei,0,0,0,0,0
689,Fengning Manzu Autonomous County,Hebei,0,0,0,0,0
690,Kuancheng Manzu Autonomous County,Hebei,0,0,0,0,0
691,Longhua County,Hebei,0,0,0,0,0
692,Luanping County,Hebei,0,0,0,0,0
693,Pingquan,Hebei,0,0,0,0,0
694,Shuangluan District,Hebei,0,0,0,0,0
695,Shuangqiao District,Hebei,0,0,0,0,0
696,Weichang Manzu and Mongol Autonomous County,Hebei,0,0,0,0,0
697,Xinglong County,Hebei,0,0,0,0,0
698,Yingtaiyingzi Mining District,Hebei,0,0,0,0,0
699,Cheng'an County,Hebei,0,0,0,0,0
700,Magnetism County,Hebei,0,0,0,0,0
701,Congtai District,Hebei,0,0,0,0,0
702,Da Ming County,Hebei,0,0,0,0,0
703,Feixiang District,Hebei,0,0,0,0,0
704,Fengfeng Mining District,Hebei,0,0,0,0,0
705,Fuxing District,Hebei,0,0,0,0,0
706,Tantao County,Hebei,0,0,0,0,0
707,Guangping County,Hebei,0,0,0,0,0
708,Handanshan District,Hebei,0,0,0,0,0
709,Jize County,Hebei,0,0,0,0,0
710,Linzhang County,Hebei,0,0,0,0,0
711,Qiu County,Hebei,0,0,0,0,0
712,Quzhou County,Hebei,0,0,0,0,0
713,Shibi County,Hebei,0,0,0,0,0
714,Wei County,Hebei,0,0,0,0,0
715,Wuan City,Hebei,0,0,0,0,0
716,Yongnian District,Hebei,0,0,0,0,0
717,Anping County,Hebei,1262.13,0,1262.13,20.1,0
718,Fucheng County,Hebei,0,0,0,0,0
719,Gucheng County,Hebei,0,0,0,0,0
720,Jizhou District,Hebei,0,0,0,0,0
721,Jing County,Hebei,0,0,0,0,0
722,Raoyang County,Hebei,1893.97,4.01,1897.98,21.66,10.86
723,Shenzhou,Hebei,2865.75,2.68,2868.43,24.55,10.86
724,Taocheng District,Hebei,274.66,0,274.66,16.37,0
725,Wuqiang County,Hebei,778.86,0.55,779.41,19.04,10.86
726,Wuyi County,Hebei,494.39,0,494.39,16.37,0
727,Zaoqiang County,Hebei,0,0,0,0,0
728,Anji District,Hebei,3471.7,0,3471.7,119.58,0
729,Bazhou City,Hebei,7396.46,2.16,7398.62,122.77,53.32
730,Dachang Hui Autonomous County,Hebei,0,0,0,0,0
731,Dacheng County,Hebei,54.93,0,54.93,8.18,0
732,Gu'an County,Hebei,49.18,3.74,52.92,6.25,53.32
733,Guangyang District,Hebei,128.7,0,128.7,18.75,0
734,Sanhe City,Hebei,0,0,0,0,0
735,Wen'an County,Hebei,8728.95,1.94,8730.89,121.06,53.32
736,Xianghe County,Hebei,823.98,0,823.98,122.77,0
737,Yongqing County,Hebei,2292.75,12.69,2305.44,119.58,53.32
738,Beidaihe District,Hebei,0,0,0,0,0
739,Changli County,Hebei,0,0,0,0,0
740,Funing District,Hebei,0,0,0,0,0
741,Harbor District,Hebei,0,0,0,0,0
742,Lulong County,Hebei,0,0,0,0,0
743,Qinglong Manzu autonomous County,Hebei,0,0,0,0,0
744,Shanhaiguan District,Hebei,0,0,0,0,0
745,Gaoyi County,Hebei,0,0.75,0.75,0,5.43
746,Gao Cheng District,Hebei,809.59,0.41,810,12.33,5.43
747,Jinzhou City,Hebei,841.37,0,841.37,16.37,0
748,Jingfu Mining District,Hebei,0,0,0,0,0
749,Jingfu County,Hebei,0,0,0,0,0
750,Lingshou County,Hebei,0,0,0,0,0
751,Luquan District,Hebei,0,0,0,0,0
752,Luancheng District,Hebei,67.23,0,67.23,9.52,0
753,Pingshan County,Hebei,0,0,0,0,0
754,Qiaoxi District,Hebei,0,0,0,0,0
755,Shenze County,Hebei,858.77,0,858.77,15.66,0
756,Wuji County,Hebei,762.64,0,762.64,12.33,0
757,Xinji City,Hebei,2247.37,5.74,2253.11,24.55,10.66
758,Xinhua District,Hebei,0,0,0,0,0
759,Xinle City,Hebei,0,0,0,0,0
760,Xingtang County,Hebei,0,0,0,0,0
761,Yuhua District,Hebei,0,0,0,0,0
762,Yuanshi County,Hebei,0,0,0,0,0
763,Zhanhuang County,Hebei,0,0,0,0,0
764,Chang'an District,Hebei,0,0,0,0,0
765,Zhao County,Hebei,876.82,1.29,878.11,12.33,5.43
766,Zhengding County,Hebei,0,0,0,0,0
767,Caofeidian District,Hebei,0,8.88,8.88,0,8.47
768,Fengnan District,Hebei,0,0,0,0,0
769,Fengrun District,Hebei,0,0,0,0,0
770,Guye District,Hebei,0,0,0,0,0
771,Kaiping District,Hebei,0,0,0,0,0
772,Leting County,Hebei,0,6.35,6.35,0,8.47
773,Lubei District,Hebei,0,0,0,0,0
774,Lunan District,Hebei,0,0,0,0,0
775,Luannan County,Hebei,0,0.17,0.17,0,0
776,Luanzhou City,Hebei,0,0,0,0,0
777,Qian'an City,Hebei,0,0,0,0,0
778,Qianxi County,Hebei,0,0,0,0,0
779,Yutian County,Hebei,0,0,0,0,0
780,Zunhua City,Hebei,0,0,0,0,0
781,Baixiang County,Hebei,0,0,0,0,0
782,Guangzong County,Hebei,0,0,0,0,0
783,Julu County,Hebei,0,0,0,0,0
784,Lincheng County,Hebei,0,0,0,0,0
785,Linci County,Hebei,0,0,0,0,0
786,Longyao County,Hebei,0,0,0,0,0
787,Nangong City,Hebei,0,0,0,0,0
788,Nanhe District,Hebei,0,0,0,0,0
789,Neiqiu County,Hebei,0,0,0,0,0
790,Ningjin County,Hebei,445.99,2.82,448.81,16.37,8.89
791,Pingxiang County,Hebei,0,0,0,0,0
792,Qinghe County,Hebei,0,0,0,0,0
793,Renze District,Hebei,0,0,0,0,0
794,Shahe City,Hebei,0,0,0,0,0
795,Wei County,Hebei,0,0,0,0,0
796,Xiangdu District,Hebei,0,0,0,0,0
797,Xinhe County,Hebei,0,0,0,0,0
798,Xindu District,Hebei,0,0,0,0,0
799,Chicheng County,Hebei,0,0,0,0,0
800,Chongli District,Hebei,0,0,0,0,0
801,Guyuan County,Hebei,0,0,0,0,0
802,Huai'an County,Hebei,0,0,0,0,0
803,Huailai County,Hebei,0,0,0,0,0
804,Kangbao County,Hebei,0,0,0,0,0
805,Qiaodong District,Hebei,0,0,0,0,0
806,Qiaoxi District,Hebei,0,0,0,0,0
807,Shangyi County,Hebei,0,0,0,0,0
808,Wanquan District,Hebei,0,0,0,0,0
809,Wei County,Hebei,0,0,0,0,0
810,Xiahuayuan District,Hebei,0,0,0,0,0
811,Xuanhua District,Hebei,0,0,0,0,0
812,Yangyuan County,Hebei,0,0,0,0,0
813,Zhangbei County,Hebei,0,0,0,0,0
814,Zhuolu County,Hebei,0,0,0,0,0
815,Anyang County,Henan,0,0,0,0,0
816,Beiguan District,Henan,0,0,0,0,0
817,Hua County,Henan,0,0,0,0,0
818,Linzhou City,Henan,0,0,0,0,0
819,Long'an District,Henan,0,0,0,0,0
820,Neihuang County,Henan,0,0,0,0,0
821,Tangyin County,Henan,0,0,0,0,0
822,Wenfeng District,Henan,0,0,0,0,0
823,Yindu District,Henan,0,0,0,0,0
824,Heshan District,Henan,0,0,0,0,0
825,Joon County,Henan,0,0,0,0,0
826,Qibin District,Henan,0,0,0,0,0
827,Qi County,Henan,0,0,0,0,0
828,Shancheng District,Henan,0,0,0,0,0
829,Jiyuan City,Henan,0,0,0,0,0
830,Boai County,Henan,0,0,0,0,0
831,Jiefang District,Henan,0,0,0,0,0
832,Macun District,Henan,0,0,0,0,0
833,Mengzhou,Henan,0,0,0,0,0
834,Qinyang,Henan,0,0,0,0,0
835,Shanyang District,Henan,0,0,0,0,0
836,Wenxian,Henan,0,0,0,0,0
837,Wuzhi County,Henan,0,0,0,0,0
838,Xiwu County,Henan,0,0,0,0,0
839,Zhongzhan District,Henan,0,0,0,0,0
840,Gulou District,Henan,0,0,0,0,0
841,Lankao County,Henan,0,3.42,3.42,0,0
842,Longting District,Henan,0,0,0,0,0
843,Qi County,Henan,0,0,0,0,0
844,Shunhehuizuzu District,Henan,0,0,0,0,0
845,Tongxu County,Henan,0,0,0,0,0
846,Yushi County,Henan,0,0,0,0,0
847,Xiangfu District,Henan,0,0,0,0,0
848,Yuwantai District,Henan,0,0,0,0,0
849,Chanshuihehuizuzizhiqu,Henan,0,0,0,0,0
850,Mengjin District,Henan,0,0,0,0,0
851,Jianxi District,Henan,0,0,0,0,0
852,Laocheng District,Henan,0,0,0,0,0
853,Luanchuan District,Henan,0,0,0,0,0
854,Luolong District,Henan,0,0,0,0,0
855,Luoning County,Henan,0,0,0,0,0
856,Ruyang County,Henan,0,0,0,0,0
857,Song County,Henan,0,0,0,0,0
858,Xigong District,Henan,0,0,0,0,0
859,Xin'an County,Henan,0,0,0,0,0
860,Yanshi District,Henan,0,0,0,0,0
861,Yichuan County,Henan,0,0,0,0,0
862,Yiyang County,Henan,0,0,0,0,0
863,Linying County,Henan,829.82,0,829.82,12.91,0
864,Wanyang County,Henan,1096.54,0,1096.54,12.91,0
865,Yancheng District,Henan,399.76,0,399.76,23.25,0
866,Yuanhui District,Henan,472.87,0,472.87,12.91,0
867,Zhaoling District,Henan,690.15,0,690.15,11,0
868,Dengzhou City,Henan,1868.78,0,1868.78,17.57,0
869,Fangcheng County,Henan,0,0,0,0,0
870,Nanzhao County,Henan,0,0,0,0,0
871,Neixiang County,Henan,0,0,0,0,0
872,Sheqi County,Henan,246.23,0,246.23,14.28,0
873,Tanghe County,Henan,5366.37,13.96,5380.33,110.82,52.4
874,Tongbai County,Henan,1164.48,27.87,1192.35,124.67,48.13
875,Wancheng District,Henan,2245.51,0,2245.51,19.39,0
876,Wolong District,Henan,563.51,0,563.51,16.77,0
877,Xixia County,Henan,0,0,0,0,0
878,Xichuan County,Henan,0,0,0,0,0
879,Xinye County,Henan,3671.45,0.23,3671.68,32.68,52.4
880,Zhenping County,Henan,37.73,0,37.73,9.41,0
881,Baofeng County,Henan,0,0,0,0,0
882,Jia County,Henan,69.82,0,69.82,10.63,0
883,Lushan County,Henan,0,0,0,0,0
884,Ruzhou,Henan,0,0,0,0,0
885,Shilong District,Henan,0,0,0,0,0
886,Weidong District,Henan,0,0,0,0,0
887,Wugang,Henan,0,0,0,0,0
888,Xinhua District,Henan,0,0,0,0,0
889,Ye County,Henan,1434.32,0,1434.32,23,0
890,Zhanhe District,Henan,18.02,0,18.02,3.57,0
891,Fanxian,Henan,0,37.02,37.02,0,7.51
892,Hualong District,Henan,0,0,0,0,0
893,Nanle County,Henan,0,0,0,0,0
894,Puyang County,Henan,0,99.41,99.41,0,7.51
895,Qingfeng County,Henan,0,0,0,0,0
896,Taizian County,Henan,0,0,0,0,0
897,Hubin District,Henan,0,0,0,0,0
898,Lingbao,Henan,0,0,0,0,0
899,Lushi County,Henan,0,0,0,0,0
900,Mianchi County,Henan,0,0,0,0,0
901,Shanzhou District,Henan,0,0,0,0,0
902,Yima City,Henan,0,0,0,0,0
903,Liangyuan District,Henan,0,0,0,0,0
904,Minquan County,Henan,0,0,0,0,0
905,Ningling County,Henan,0,0,0,0,0
906,Suining County,Henan,0,0,0,0,0
907,Suiningyang District,Henan,0,0,0,0,0
908,Xiayi County,Henan,0,0,0,0,0
909,Yongcheng City,Henan,0,0,0,0,0
910,Yucheng County,Henan,0,0,0,0,0
911,Zhecheng County,Henan,67.54,0,67.54,8.6,0
912,Fengqiu County,Henan,0,0,0,0,0
913,Fengquan District,Henan,0,0,0,0,0
914,Hongqi District,Henan,0,0,0,0,0
915,Huixian,Henan,0,0,0,0,0
916,yuejia County,Henan,0,0,0,0,0
917,Muye District,Henan,0,0,0,0,0
918,Weibin District,Henan,0,0,0,0,0
919,Weihui,Henan,0,0,0,0,0
920,Xinxiang County,Henan,0,0,0,0,0
921,Yanjin County,Henan,0,0,0,0,0
922,Yuanyang County,Henan,0,0,0,0,0
923,Changyuan,Henan,0,0.04,0.04,0,7.51
924,Gu Shi County,Henan,1597.94,0,1597.94,0.25,0
925,Guangshan County,Henan,180.36,0,180.36,0.01,0
926,Huaibin County,Henan,78.91,0,78.91,0.01,0
927,Diaochuan County,Henan,343.81,0,343.81,0.01,0
928,Luoshan County,Henan,225.45,0,225.45,0.01,0
929,Pingqiao District,Henan,270.54,0,270.54,0.01,0
930,Shangcheng County,Henan,84.54,0,84.54,0.01,0
931,Shihe District,Henan,33.82,0,33.82,0.01,0
932,Xi County,Henan,135.27,0,135.27,0.01,0
933,Xin County,Henan,0,0,0,0,0
934,Jian'an District,Henan,332.18,0,332.18,10.63,0
935,Weidu District,Henan,0,0,0,0,0
936,Xiangcheng County,Henan,1131.63,0,1131.63,16.48,0
937,Yanling County,Henan,270.19,0,270.19,5.19,0
938,Yuzhou City,Henan,0,0,0,0,0
939,Changge City,Henan,0,0,0,0,0
940,Dengfeng City,Henan,0,0,0,0,0
941,Erqi District,Henan,0,0,0,0,0
942,Gongyi City,Henan,0,0,0,0,0
943,Guancheng District,Henan,0,0,0,0,0
944,Huiji District,Henan,0,0,0,0,0
945,Jinshui District,Henan,0,0,0,0,0
946,upblock,Henan,0,0,0,0,0
947,Xinmi City,Henan,0,0,0,0,0
948,Xinzheng City,Henan,0,0,0,0,0
949,Xingyang City,Henan,0,0,0,0,0
950,Zhongmu County,Henan,0,0,0,0,0
951,Zhongyuan District,Henan,0,0,0,0,0
952,Chuanhui District,Henan,303.92,0,303.92,12.9,0
953,Dancheng County,Henan,1632.59,0,1632.59,51.87,0
954,Fugou County,Henan,135.07,0,135.07,4.3,0
955,Huaiyang District,Henan,2335.89,0,2335.89,27.3,0
956,Luyi County,Henan,3895.65,0,3895.65,37.98,0
957,Shangshui County,Henan,3438.3,0,3438.3,21.5,0
958,Shenqiu County,Henan,3812.97,0,3812.97,23.86,0
959,Taikang County,Henan,303.92,0,303.92,8.6,0
960,Xihua County,Henan,637.14,0,637.14,12.97,0
961,Xiangcheng,Henan,3539.6,0.38,3539.98,21.84,5.63
962,Uyang County,Henan,745.27,0,745.27,110.82,0
963,Pingyi County,Henan,1084.11,0,1084.11,18.87,0
964,Chushan County,Henan,22.55,0,22.55,0.01,0
965,Runan County,Henan,308.43,0,308.43,16.61,0
966,Shangcai County,Henan,749.81,0,749.81,11.18,0
967,Suiping County,Henan,0,0,0,0,0
968,Xiping County,Henan,335.53,0,335.53,10.63,0
969,Xincai County,Henan,898.25,0,898.25,11.18,0
970,Yicheng District,Henan,0,0,0,0,0
971,Zhengyang County,Henan,130.7,0,130.7,4.3,0
972,Datong District,Heilongjiang,2738.92,209.56,2948.48,0.6,4.55
973,Dulbert Mongolian Autonomous County,Heilongjiang,7305.5,72.54,7378.04,0.77,55.77
974,Honggang District,Heilongjiang,922.72,823.9,1746.62,0.63,5.33
975,Lindian County,Heilongjiang,5767.4,0,5767.4,0.76,0
976,Longfeng District,Heilongjiang,632.22,0,632.22,0.74,0
977,Jeanhulu District,Heilongjiang,1795.2,94.43,1889.63,0.67,3.67
978,Saltu District,Heilongjiang,952.95,0,952.95,0.75,0
979,Zhaoyuan County,Heilongjiang,5742.55,95.6,5838.15,0.77,5.5
980,Zhaozhou County,Heilongjiang,2915.31,77.21,2992.52,0.64,5.5
981,Huma County,Heilongjiang,0,0,0,0,0
982,Gagdachi District,Heilongjiang,0,0,0,0,0
983,Mohe City,Heilongjiang,0,0,0,0,0
984,Tahe County,Heilongjiang,0,0,0,0,0
985,Acheng District,Heilongjiang,1375.63,0,1375.63,1.64,0
986,Bayan County,Heilongjiang,1777.66,0,1777.66,1.3,0
987,Bin County,Heilongjiang,2037.39,0,2037.39,1.51,0
988,Daoli District,Heilongjiang,595.61,0.12,595.73,1.64,0.83
989,Daowai District,Heilongjiang,900.32,0,900.32,1.54,0
990,Fangzheng County,Heilongjiang,0,0,0,0,0
991,Hulan District,Heilongjiang,2667.01,0,2667.01,1.54,0
992,Mulan County,Heilongjiang,121.78,0,121.78,1.13,0
993,Nangang District,Heilongjiang,304.35,0,304.35,1.64,0
994,Pingfang District,Heilongjiang,181.3,0,181.3,1.64,0
995,Shangzhi,Heilongjiang,1.77,0,1.77,0.08,0
996,Shuangcheng District,Heilongjiang,2488.67,0.35,2489.02,1.47,0.75
997,Songbei District,Heilongjiang,980.25,0,980.25,1.54,0
998,Tonghe County,Heilongjiang,0,0.08,0.08,0,0
999,Wuchang City,Heilongjiang,1613.47,0,1613.47,1.47,0
1000,Xiangfang District,Heilongjiang,553.61,0,553.61,1.64,0
1001,Yanshou County,Heilongjiang,0,0,0,0,0
1002,Yilan County,Heilongjiang,0,0,0,0,0
1003,Dongshan District,Heilongjiang,0,0,0,0,0
